dataset,method,budget,seed,trial,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,full_val_auc,distilled_val_auc,full_seconds,distilled_seconds
diabetes,histdistill_refined,budget_50,seed_0,0,136,2,0.08842159822451831,1.8264896829640616,0.7796751844878168,0.7742210670083779,2.762912089159218,1.8102876733543478,0.8244444444444444,0.8353703703703704,0.05945559999963734,0.058073899999726564
diabetes,histdistill_refined,budget_50,seed_0,1,122,2,0.09069714850968837,1.14330559127343,0.9884367700568366,0.9719475561880473,1.2603917451779407,1.5054641941581732,0.8282407407407407,0.8286111111111111,0.05830669999704696,0.08151949999592034
diabetes,histdistill_refined,budget_50,seed_0,2,61,4,0.12764589487028055,1.733300965314862,0.7685843586598167,0.7472647254250557,0.1577012797521454,1.0516336866904967,0.8135185185185185,0.7953703703703704,0.046992999996291474,0.053345200001786
diabetes,histdistill_refined,budget_50,seed_0,3,59,3,0.09257768265583169,0.5181213467813574,0.8066956655385523,0.777813280396337,0.13478754362365836,1.1897317420121056,0.8255555555555556,0.8238888888888889,0.06056979999993928,0.06821409999975003
diabetes,histdistill_refined,budget_50,seed_0,4,82,3,0.04519937956831707,0.8935773266727615,0.9561184200172628,0.9291118104325014,1.0870034597825033,0.6902011573345843,0.8288888888888889,0.7962962962962963,0.08622319999994943,0.07622170000104234
diabetes,histdistill_refined,budget_50,seed_0,5,96,5,0.07602242863473227,1.6598477988346996,0.9651573596514778,0.7617696313656519,1.710118500901034,0.6276406545247402,0.8122222222222222,0.8081481481481482,0.08449319999635918,0.05044199999974808
diabetes,histdistill_refined,budget_50,seed_0,6,57,3,0.09972261952292995,0.9405443741081672,0.8225886130447083,0.8530099585571946,0.13041942998706257,1.4624813167168893,0.8224074074074074,0.8046296296296297,0.051582200001575984,0.06431080000038492
diabetes,histdistill_refined,budget_50,seed_0,7,148,4,0.08526581543928381,1.4030605465315051,0.7970676409722218,0.8231903872709697,0.5430530830488374,1.3512784456992462,0.822037037037037,0.8255555555555555,0.08197990000189748,0.09057860000029905
diabetes,histdistill_refined,budget_50,seed_0,8,130,4,0.056862029748699194,0.5025048460191565,0.9279108712714265,0.8317844774005174,0.2622488685067286,0.9999100448223879,0.8229629629629629,0.8142592592592592,0.0995455000011134,0.07136519999767188
diabetes,histdistill_refined,budget_50,seed_0,9,80,2,0.1491324695962358,7.775549693366976,0.670557326130454,0.7753809265069835,2.0329183168739418,0.6284762624357654,0.8188888888888889,0.8187962962962964,0.0717198999991524,0.06543499999679625
diabetes,histdistill_refined,budget_50,seed_0,10,88,4,0.05689575066375989,4.277739501894222,0.9854625403374119,0.9609383992108369,1.1683858026801275,0.3205486253361396,0.8150000000000001,0.8314814814814816,0.077799499995308,0.08024300000397488
diabetes,histdistill_refined,budget_50,seed_0,11,60,5,0.026193941770822664,1.1414263914091487,0.7485647225852086,0.8851390936029466,0.5931665839728875,0.18577709751489446,0.8235185185185185,0.8300000000000001,0.0796600000030594,0.04940150000038557
diabetes,histdistill_refined,budget_50,seed_0,12,86,2,0.0824213144767601,1.9533267876003055,0.8604837424691404,0.8474083523529371,4.588267383391463,1.8367937157411935,0.8224074074074075,0.825925925925926,0.0572253999998793,0.05606879999686498
diabetes,histdistill_refined,budget_50,seed_0,13,67,2,0.1605649859505072,4.441067519170738,0.8736591882780382,0.8808625436218323,0.7990100994191748,1.8345265992856814,0.8298148148148148,0.8324074074074074,0.05973000000085449,0.05471430000034161
diabetes,histdistill_refined,budget_50,seed_0,14,149,2,0.08161182402983427,4.7798728701530155,0.6971665080673956,0.8654278960256034,0.38624539752013143,1.5320726829325657,0.8227777777777778,0.812037037037037,0.06221999999979744,0.049063599995861296
diabetes,histdistill_refined,budget_50,seed_0,15,83,2,0.08282886243508174,5.382643063975337,0.8699217518270816,0.7624681934087323,1.3945150181611594,0.6763056854720215,0.8246296296296297,0.8182407407407407,0.05241139999998268,0.05454000000463566
diabetes,histdistill_refined,budget_50,seed_0,16,106,4,0.032208747351948175,1.0867099875047812,0.6614514323689205,0.6793682861369418,0.8351198549464016,0.46339644278461445,0.8235185185185185,0.8031481481481482,0.06784450000122888,0.057086000000708736
diabetes,histdistill_refined,budget_50,seed_0,17,144,4,0.09192008198431115,5.75471594207667,0.7742713551059885,0.7615376382535608,0.2456569962872494,0.23569928904879056,0.8101851851851852,0.8048148148148148,0.06971190000331262,0.05948009999701753
diabetes,histdistill_refined,budget_50,seed_0,18,95,4,0.12608299517514157,1.8557719633355043,0.8454040889319916,0.9854680397934664,1.7356529882330893,1.4900697732953037,0.8153703703703703,0.836574074074074,0.058061600000655744,0.054251000001386274
diabetes,histdistill_refined,budget_50,seed_0,19,97,5,0.03827756317756753,3.03282916082489,0.9010880768642378,0.9447797754032341,0.28622963451914585,1.3775894114260954,0.817037037037037,0.842037037037037,0.060069999999541324,0.050224999999045394
diabetes,histdistill_refined,budget_50,seed_0,20,111,4,0.05609169007381444,0.6628448042545665,0.7735669518240992,0.9872196618421676,0.15004232353480146,0.22727598717635122,0.820925925925926,0.8094444444444444,0.10763060000317637,0.07838600000104634
diabetes,histdistill_refined,budget_50,seed_0,21,116,3,0.030515052625019256,1.0488408106261007,0.9700596427360236,0.7615737285059528,0.9780043601698453,0.4774895591099031,0.82,0.802037037037037,0.06784250000055181,0.052654099999926984
diabetes,histdistill_refined,budget_50,seed_0,22,118,4,0.032165031288357876,4.466787223359439,0.7980311156700575,0.714281135482001,2.345540973079443,1.1085650780544656,0.8196296296296296,0.8211111111111111,0.05637729999580188,0.06085989999701269
diabetes,histdistill_refined,budget_50,seed_0,23,77,3,0.04020097014844,4.363432781818305,0.7778497698462112,0.6650817417221085,6.710574506675065,0.0609296162497901,0.8227777777777777,0.8200925925925925,0.050156999997852836,0.046566299999540206
