method,catboost,lightgbm,mlp,random_forest,xgboost,method_label
gain_path_refined,0.7512026218877916,0.7515522452450224,0.6609522665619173,0.7905084164407443,0.795854035313987,Legacy gain-path refined
herding,0.7259902229117835,0.7315603814783636,0.6656279390225255,0.7721623400688433,0.7740764620841142,Herding
histdistill_density,0.750381378070124,0.7481415684365791,0.6631370388730538,0.7899283268482158,0.7952094619395678,HistDistill-Density
histdistill_refined,0.7506463707549488,0.7494124111149435,0.6624854601221684,0.7903235188732093,0.7949554253749177,HistDistill-Refined
random,0.727994171238938,0.727015887285434,0.6476190830530982,0.7623255722934561,0.7622194382494761,Random
