dataset,method,method_label,density_beta,budget,seed,mmd2,rows,mlp_auroc,xgboost_auroc,sld_inf_norm,sld_rank_correlation_direct
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.005157712644976442,50,0.5096093749999999,0.5575781249999999,9.440127294047397,0.2444665733423061
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.005292016900887209,50,0.4908203125,0.5369921875,5.609882264192323,0.383329884079705
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.00501309153528362,50,0.4903515624999999,0.532578125,8.565637911979692,0.3594849833919425
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0027175280026189297,100,0.5726171874999999,0.6114453125,3.264019366055177,0.4778254875939628
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.002155354060531023,100,0.5267578125000001,0.6160546875,3.180007560066281,0.3993061010351647
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.002328393299222631,100,0.5561718750000001,0.6136718750000001,5.519818728205641,0.4429402594349863
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.005159383861528033,50,0.5098046875,0.5575781249999999,9.438514891948646,0.2366501938657707
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.0052920169161291275,50,0.4908203125,0.5369921875,5.609882237113316,0.383329884079705
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.0050130915320044656,50,0.4902734374999999,0.532578125,8.565637944566786,0.3594849833919425
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.002241942914538164,100,0.519296875,0.7121875000000001,1.9127202199868,0.5303668648066412
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.0026003718317096913,100,0.6114453125,0.7607812500000001,2.809699345477496,0.5278342578265919
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.0023582082908398805,100,0.5594140624999999,0.6833203125,2.587396852694664,0.5248730558191497
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.004936567088236976,50,0.5221875,0.71486328125,5.274985644721802,0.3966738495373283
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.00613029144540167,50,0.5394921875,0.7060546875,5.579633833491645,0.3527196613842282
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.008088595418684563,50,0.5007031249999999,0.5658203125,4.648669969628857,0.4494311990600926
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.0022667539324611186,100,0.5190625,0.6663671875,2.204838778740991,0.5071448069588043
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0026464156995381627,100,0.6179296875,0.7487890625,3.970755393595754,0.504456347241521
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.002347775736699975,100,0.5573046875000001,0.7034765624999999,2.2199879289149598,0.5035991571867351
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.004982793576689848,50,0.531875,0.71484375,4.702774849234398,0.3911878929103179
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.006153737352710742,50,0.5378515625,0.6785742187500001,5.269983181872443,0.3341700713709887
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.007417173382542441,50,0.4965625,0.6016796875,4.651032315225828,0.4294547175073731
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.0022066297051286377,100,0.514765625,0.6429687500000001,1.934405021831501,0.4808836207349079
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.0026563235025326426,100,0.6141796875,0.7364453125,4.284157384073025,0.5118593522601268
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.002374496733630882,100,0.5593750000000001,0.6796093750000001,2.4039932908021764,0.4760132226963515
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.004982793569070498,50,0.5319140625,0.71484375,4.702774444336323,0.3911878929103179
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.006155558146913598,50,0.5350390624999999,0.6687109375,5.218120288143792,0.3321882775661554
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.007417186981237167,50,0.4958203125,0.6016796875,4.651032359802777,0.4294547175073731
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.0022066297051286377,100,0.514765625,0.6429687500000001,1.934405021831501,0.4808836207349079
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.0026563235025326426,100,0.6141796875,0.7364453125,4.284157384073025,0.5118593522601268
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.002374496733630882,100,0.5593750000000001,0.6796093750000001,2.4039932908021764,0.4760132226963515
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.004982793569070498,50,0.5319140625,0.71484375,4.702774444336323,0.3911878929103179
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.006155558146913598,50,0.5350390624999999,0.6687109375,5.218120288143792,0.3321882775661554
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.007417186981237167,50,0.4958203125,0.6016796875,4.651032359802777,0.4294547175073731
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0022134847167587512,100,0.5233984374999999,0.6348828125,1.9130398647887836,0.5204702159922946
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.0025761716000823887,100,0.60703125,0.7481640625000001,3.974120579446511,0.5279901105638257
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.0023416928548790628,100,0.5601171875000001,0.694140625,1.9425485793069264,0.4841175650325093
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.004982793576689848,50,0.531875,0.71484375,4.702774849234398,0.3911878929103179
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.006130314768744816,50,0.5371484375,0.6765625,5.728487016060757,0.3164924706318758
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.007417151002950595,50,0.4973828124999999,0.6016796875,4.651032264769648,0.4294547175073731
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0022380568633592057,100,0.5216015625,0.5482812499999999,2.746180936658536,0.4425594060257109
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.0025002251452180824,100,0.515390625,0.5369140625,3.1423075936941136,0.4776890517859875
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.002738327339909974,100,0.4366015625,0.4826171875,3.346792465981297,0.4376997457187092
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.005703340557230208,50,0.5252343750000001,0.510234375,11.39726457758704,0.2833985884184034
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.005942262132684117,50,0.5717578125,0.5568359374999999,12.524068132562958,0.3429340019547386
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.005936934477574929,50,0.4915234374999999,0.539140625,7.435375048730363,0.3600097271555529
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.0022477174746734496,100,0.51453125,0.5754687500000001,3.401505240511145,0.4153782029755556
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0024458672966671813,100,0.513828125,0.5380468749999999,4.660356077935482,0.5104712300101142
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.002649572879565687,100,0.4444921874999999,0.4904296875,2.8824365854847427,0.3743452061893169
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.005335238332060066,50,0.529609375,0.5118359375,8.251638364565462,0.308615551795645
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.005546631837479166,50,0.569765625,0.5405078125,8.584535115672036,0.3653119694550721
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.005580175138438448,50,0.497265625,0.5284375000000001,8.27947128729013,0.3580892299447033
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.0022455023403550323,100,0.5176953125,0.568125,3.3196490763629227,0.4187552615363325
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.0024192476357239867,100,0.5099218750000001,0.5372265625000001,4.512412387730248,0.5131893503151297
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.002642615581984309,100,0.4517578124999999,0.4960546875,2.4734200472614165,0.3554297048174383
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.005314879768846703,50,0.5289843750000001,0.494375,8.149169062435796,0.3068620543422606
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.005538663891020867,50,0.5742578125,0.5450390624999999,8.46523998941946,0.3549579844922312
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.005580175138438448,50,0.497265625,0.5284375000000001,8.27947128729013,0.3580892299447033
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.0022455023403550323,100,0.5176953125,0.568125,3.3196490763629227,0.4187552615363325
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.0024192476357239867,100,0.5099218750000001,0.5372265625000001,4.512412387730248,0.5131893503151297
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.002642615581984309,100,0.4517578124999999,0.4960546875,2.4734200472614165,0.3554297048174383
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.005314879768846703,50,0.5289843750000001,0.494375,8.149169062435796,0.3068620543422606
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.005538663891020867,50,0.5742578125,0.5450390624999999,8.46523998941946,0.3549579844922312
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.005580175138438448,50,0.497265625,0.5284375000000001,8.27947128729013,0.3580892299447033
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0022119635980538677,100,0.51734375,0.5448828125,3.631401730564994,0.4232030947627215
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.0024237126483894755,100,0.5172656250000001,0.5550390625,4.67481284955428,0.5016579308393062
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.0026104341210129167,100,0.439296875,0.4880859375,3.401319637658671,0.4248966771045556
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.005329656351029111,50,0.5287499999999999,0.4969921874999999,8.195820649008187,0.3055260562825392
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.0055893747419339945,50,0.5753906249999999,0.5396484375,8.084135172664917,0.3512004899492648
gametes_epistasis_3_way_20atts_0_2h_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.005580175183508507,50,0.4972265624999999,0.5284375000000001,8.27947135069427,0.3580892299447033
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0023240573791502017,100,0.5944921875,0.6878125,3.972554617883088,0.5100618182282616
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.002860043415910174,100,0.59109375,0.6605859375,2.18191830915508,0.5578632340303192
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.0021592348594783317,100,0.542890625,0.626015625,3.1415444155024934,0.5030874086809289
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.006685253241015099,50,0.5534765625,0.6137109375,5.3742222629060965,0.4513280044594784
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.005955918084557532,50,0.5891796874999999,0.6807031250000001,5.434340785863058,0.5313991779031766
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.004863507668212197,50,0.4983984374999999,0.5894140625,12.187836211997034,0.3280574564651804
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.002328119233530157,100,0.5823046875,0.6669921875,4.11195820431845,0.4320259247375506
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.002908820297710779,100,0.5853515625,0.6574609375,3.4398601079567763,0.546755681473046
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.002126314801858986,100,0.5407421875,0.6358593749999999,3.777681956916012,0.4795294030988275
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.006043823066812393,50,0.5503515625,0.64474609375,5.875291136051678,0.4521873048574107
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.005869693216997485,50,0.5960937500000001,0.711171875,5.443287647046149,0.4770288981794556
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.004706413760211636,50,0.4937109374999999,0.577265625,12.161503230260928,0.3739909686455652
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.002327850681875021,100,0.58875,0.6648437500000001,5.1419053116455,0.4682153609442656
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.0029161631984732095,100,0.5823437499999999,0.648984375,3.019192116269528,0.5403086404782651
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.0021088323319319313,100,0.54390625,0.63890625,3.18924067157522,0.4854189044943529
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.006059621028224438,50,0.54984375,0.60109375,5.647426997241045,0.4660923476603164
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.0057931421725765375,50,0.59359375,0.7044921875000001,6.270298731276654,0.524290420065736
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.004700858075481262,50,0.49421875,0.586484375,12.164022159242355,0.3743815597355345
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.002327850681875021,100,0.58875,0.6648437500000001,5.1419053116455,0.4682153609442656
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.0029161631984732095,100,0.5823437499999999,0.648984375,3.019192116269528,0.5403086404782651
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.0021088323319319313,100,0.54390625,0.63890625,3.18924067157522,0.4854189044943529
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.006059621028224438,50,0.54984375,0.60109375,5.647426997241045,0.4660923476603164
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.0057931421725765375,50,0.59359375,0.7044921875000001,6.270298731276654,0.524290420065736
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.004700858075481262,50,0.49421875,0.586484375,12.164022159242355,0.3743815597355345
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0023462219850637345,100,0.590078125,0.6790234375,3.539792537179436,0.4385353736483944
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.0029010272732860054,100,0.5828125,0.6929296875,3.209475022282667,0.5469887070511706
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.002155439114859714,100,0.548671875,0.6590625,4.108309070624149,0.5195935112762828
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.006004473088489393,50,0.548828125,0.6094921875,5.367001879888002,0.4782006714493634
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.005790749741149237,50,0.5923046875,0.703828125,6.47247631369533,0.5246028929377115
gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.004699771305509137,50,0.4934765624999999,0.5949609375,12.157740605234691,0.3755533330054422
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0020479988078759837,100,0.4978125,0.7191015625,5.4502102543936015,0.5312424139971875
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.002362126684147592,100,0.5223046874999999,0.6367578125,3.145894815994226,0.4588303530810496
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.002551286144412579,100,0.5359765624999999,0.68015625,7.768735407798544,0.4622060524473413
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.00488800175737103,50,0.5011718749999999,0.68984375,9.760270421613944,0.3676311487065681
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.005714705569694334,50,0.4957812499999999,0.5910546875,5.479754722770655,0.409072602202462
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.005952866359598463,50,0.5800390624999999,0.6596484375,7.4035218446780435,0.4358373234277056
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.002016496858018191,100,0.4957421875,0.7145703124999999,5.473986017514212,0.536471438505757
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0023661379413897343,100,0.5075,0.66375,3.8263127030174418,0.4440699421264804
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.0025218948904092153,100,0.538828125,0.694140625,7.360683237581483,0.4492989666350497
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.00493898070578358,50,0.5003515625,0.67234375,7.25454390123015,0.3869417379256316
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.005577180220006195,50,0.4967578124999999,0.5938671874999999,5.484470380837194,0.3624882941894636
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.0057259481416164215,50,0.5811718749999999,0.740234375,5.707943982925635,0.4215029706510959
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.002016496858018191,100,0.4957421875,0.7145703124999999,5.473986017514212,0.536471438505757
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.002430875538312005,100,0.506640625,0.6503515625,4.03191970154071,0.4447980341466609
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.0025218948904092153,100,0.538828125,0.694140625,7.360683237581483,0.4492989666350497
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.004938980702836382,50,0.50015625,0.67234375,7.254543942969557,0.3869417379256316
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.005577180220006195,50,0.4967578124999999,0.5938671874999999,5.484470380837194,0.3624882941894636
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.005719116184626616,50,0.5801171875000001,0.755859375,5.657435445999577,0.410884931557311
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.002016496858018191,100,0.4957421875,0.7145703124999999,5.473986017514212,0.536471438505757
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.002430875538312005,100,0.506640625,0.6503515625,4.03191970154071,0.4447980341466609
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.0025218948904092153,100,0.538828125,0.694140625,7.360683237581483,0.4492989666350497
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.004938980702836382,50,0.50015625,0.67234375,7.254543942969557,0.3869417379256316
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.005577180220006195,50,0.4967578124999999,0.5938671874999999,5.484470380837194,0.3624882941894636
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.005719116184626616,50,0.5801171875000001,0.755859375,5.657435445999577,0.410884931557311
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.002016496858018191,100,0.4957421875,0.7145703124999999,5.473986017514212,0.536471438505757
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.0023835844541856277,100,0.5058203125,0.653671875,3.4299337783653945,0.4115705619529669
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.0025218948904092153,100,0.538828125,0.694140625,7.360683237581483,0.4492989666350497
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.004938980698796391,50,0.5002343749999999,0.67234375,7.254543887495621,0.3869417379256316
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.005577180220006195,50,0.4967578124999999,0.5938671874999999,5.484470380837194,0.3624882941894636
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.005731914827486584,50,0.585,0.7185546875,5.77577879284613,0.4293337744827623
hill_valley_without_noise,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0018347378481338161,100,0.292310298102981,0.5335365853658537,2.6163353640856317,0.2947633067166061
