dataset,method,method_label,density_beta,budget,seed,mmd2,rows,mlp_auroc,xgboost_auroc,sld_inf_norm,sld_rank_correlation_direct
credit_approval,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.005887617933854061,50,0.678518203108367,0.9391100702576112,38.08602066527196,0.1837364499018087
credit_approval,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.004470907113851896,50,0.6933148818394719,0.9437939110070256,24.23716310275737,0.1064185321816636
credit_approval,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.003016176853298469,100,0.535341707472855,0.9525228869491164,25.737297383547272,0.1572649959287071
credit_approval,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.0028127660646066754,100,0.529699808388333,0.9512454758356398,26.0808334772384,0.2268731012065211
credit_approval,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.0020901249303770797,100,0.74685969767937,0.9565680221417926,26.46394625964734,0.1172538974386419
credit_approval,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.005243387392062315,50,0.5382158824781775,0.9363423461784116,31.130351998630854,0.0497954406175572
credit_approval,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.005887617933854061,50,0.678518203108367,0.9391100702576112,38.08602066527196,0.1837364499018087
credit_approval,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.004470907113851896,50,0.6933148818394719,0.9437939110070256,24.23716310275737,0.1064185321816636
credit_approval,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0030161768941846523,100,0.535341707472855,0.9525228869491164,25.73729694329315,0.1572649959287071
credit_approval,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.002734933885101043,100,0.5305514157973175,0.9540131999148392,26.2786473692306,0.2249484837368145
credit_approval,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.0020901249303770797,100,0.74685969767937,0.9565680221417926,26.46394625964734,0.1172538974386419
credit_approval,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.005243387392062315,50,0.5382158824781775,0.9363423461784116,31.130351998630854,0.0497954406175572
credit_approval,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.005887598460502574,50,0.6770278901426443,0.9391100702576112,38.08598003446376,0.1837364499018087
credit_approval,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.004470907113851896,50,0.6933148818394719,0.9437939110070256,24.23716310275737,0.1064185321816636
credit_g,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0033496173059015533,100,0.464047619047619,0.8034523809523809,1.8859069621459152,0.6282963951293885
credit_g,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.0024415414686632664,100,0.4664285714285714,0.814404761904762,1.5133368494872057,0.5688168451130448
credit_g,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.003083431291853511,100,0.5024404761904762,0.808452380952381,1.7283765142333618,0.5512779809767763
credit_g,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.005916462574880654,50,0.4138095238095238,0.8144047619047619,3.1751454161944546,0.4856545396498629
credit_g,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.0057775303133363876,50,0.4951190476190475,0.8294047619047619,2.8979454416190182,0.4613513457940519
credit_g,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.007535832976941825,50,0.503095238095238,0.777857142857143,3.493279420080502,0.4260305182736005
credit_g,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.003278760045239415,100,0.5113690476190476,0.8049999999999999,1.9347625426178232,0.621251434838742
credit_g,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0023343911251679783,100,0.4778571428571428,0.8101190476190476,1.5041548641987603,0.6002317111683848
credit_g,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.002948034224860452,100,0.4855357142857143,0.8142857142857143,1.693802580810082,0.5535387582350378
credit_g,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.005721790606283084,50,0.5025,0.8180357142857143,3.154648431681468,0.4893784987609958
credit_g,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.005614310362541786,50,0.4433333333333333,0.8335714285714286,2.9002998287936625,0.4608191909627513
credit_g,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.007220175208391577,50,0.4720238095238094,0.7710714285714286,3.524760002984676,0.4217043939174941
credit_g,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.0032787600677973705,100,0.51125,0.8049999999999999,1.9347626539627565,0.6211789288352441
credit_g,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.0023343911302515785,100,0.4778571428571428,0.8101190476190476,1.5041548673161005,0.6002400832184422
credit_g,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.0029480342326293485,100,0.4855952380952381,0.8142857142857143,1.693802571171131,0.553552491711201
credit_g,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.005721790606283084,50,0.5025,0.8180357142857143,3.154648431681468,0.4893784987609958
credit_g,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.005614310362541786,50,0.4433333333333333,0.8335714285714286,2.9002998287936625,0.4608191909627513
credit_g,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.007220175208391577,50,0.4720238095238094,0.7710714285714286,3.524760002984676,0.4217043939174941
credit_g,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.0032787600677973705,100,0.51125,0.8049999999999999,1.9347626539627565,0.6211789288352441
credit_g,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.0023343911302515785,100,0.4778571428571428,0.8101190476190476,1.5041548673161005,0.6002400832184422
credit_g,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.0029480342326293485,100,0.4855952380952381,0.8142857142857143,1.693802571171131,0.553552491711201
credit_g,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.005721790606283084,50,0.5025,0.8180357142857143,3.154648431681468,0.4893784987609958
credit_g,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.005614310362541786,50,0.4433333333333333,0.8335714285714286,2.9002998287936625,0.4608191909627513
credit_g,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.007220175208391577,50,0.4720238095238094,0.7710714285714286,3.524760002984676,0.4217043939174941
credit_g,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0032787600827063335,100,0.5113690476190476,0.8049999999999999,1.934762501010588,0.6212235122545156
credit_g,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.0023343911694528874,100,0.4778571428571428,0.8101190476190476,1.5041549174116398,0.6001942024186719
credit_g,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.00294803422762302,100,0.4856547619047618,0.8142857142857143,1.6938025752052135,0.553588754867355
credit_g,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.005721790606283084,50,0.5025,0.8180357142857143,3.154648431681468,0.4893784987609958
credit_g,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.005614310362541786,50,0.4433333333333333,0.8335714285714286,2.9002998287936625,0.4608191909627513
credit_g,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.007220175208391577,50,0.4720238095238094,0.7710714285714286,3.524760002984676,0.4217043939174941
diabetes,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0032096381600008606,100,0.7468518518518519,0.8611111111111112,17.22528333599209,0.0509111676777713
diabetes,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.0034356317384725,100,0.6870370370370371,0.8501851851851852,19.09205683528556,0.0160862436990888
diabetes,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.0038378292381497925,100,0.7166666666666667,0.8375925925925927,14.54705080794452,0.0577091629696748
diabetes,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.005644308314419089,50,0.6307407407407407,0.8442592592592593,20.65542464006884,0.065679100523727
diabetes,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.0059666361737648055,50,0.6552777777777778,0.8251851851851851,16.546762397699048,0.1126982047033368
diabetes,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.006085422506971194,50,0.7411111111111112,0.8407407407407408,18.05758181281088,0.1107678677390858
diabetes,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.0025360501143425473,100,0.7446296296296296,0.8505555555555556,17.09519467534725,0.0705266019292004
diabetes,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0030884825606989352,100,0.6709259259259259,0.8461111111111111,19.322760398656797,0.0130111037015802
diabetes,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.003366634748193764,100,0.7153703703703703,0.8192592592592592,14.80133720714032,0.0665977554666962
diabetes,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.0047968340440179835,50,0.6396296296296297,0.8316666666666666,22.91050466692176,0.0511757405630957
diabetes,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.004983021116689357,50,0.6383333333333333,0.8166666666666667,20.902308864572408,0.0931172556484211
diabetes,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.005305247169868577,50,0.735925925925926,0.830925925925926,20.118250801641214,0.1571557530030612
diabetes,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.0025875288216905545,100,0.7438888888888889,0.85,17.55350145415167,0.0574240190277699
diabetes,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.003072307076124825,100,0.6892592592592593,0.8481481481481482,18.628767845726287,0.009516626431684
diabetes,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.00340983254221372,100,0.7116666666666667,0.8283333333333334,14.75200760401664,0.1032381914190477
diabetes,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.0046942346880542996,50,0.6512962962962964,0.8381481481481481,22.589079999664797,0.0647345515864293
diabetes,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.004983021116689357,50,0.6383333333333333,0.8166666666666667,20.902308864572408,0.0931172556484211
diabetes,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.0053052473157938485,50,0.7368518518518519,0.830925925925926,20.11825064423973,0.1571557530030612
diabetes,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.0025875288216905545,100,0.7438888888888889,0.85,17.55350145415167,0.0574240190277699
diabetes,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.003072307076124825,100,0.6892592592592593,0.8481481481481482,18.628767845726287,0.009516626431684
diabetes,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.00340983254221372,100,0.7116666666666667,0.8283333333333334,14.75200760401664,0.1032381914190477
diabetes,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.0046942346880542996,50,0.6512962962962964,0.8381481481481481,22.589079999664797,0.0647345515864293
diabetes,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.004983021116689357,50,0.6383333333333333,0.8166666666666667,20.902308864572408,0.0931172556484211
diabetes,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.0053052473157938485,50,0.7368518518518519,0.830925925925926,20.11825064423973,0.1571557530030612
diabetes,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.002672272822821231,100,0.7548148148148149,0.8503703703703703,17.158621600596728,0.0629374277591346
diabetes,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.0030795615833477674,100,0.674074074074074,0.8487037037037037,18.835223263494527,0.0155387755934718
diabetes,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.0034008419089402997,100,0.7183333333333334,0.8351851851851853,14.73359214658538,0.0797639235598189
diabetes,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.0046942346880542996,50,0.6512962962962964,0.8381481481481481,22.589079999664797,0.0647345515864293
diabetes,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.004983021116689357,50,0.6383333333333333,0.8166666666666667,20.902308864572408,0.0931172556484211
diabetes,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.0053052473157938485,50,0.7368518518518519,0.830925925925926,20.11825064423973,0.1571557530030612
electricity,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0027295913875960975,100,0.7709284132251885,0.8542887964357648,136.40680984758762,0.2692466840087579
electricity,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.002162073372072304,100,0.784022431089371,0.859549186916529,146.61964611769463,0.3795315543103154
electricity,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.0029299397851771936,100,0.7376234011986595,0.8384227634700708,127.91784923491224,0.4318422849153056
electricity,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.008798114379243827,50,0.7797518357224265,0.8381036687825303,158.8839191945145,0.3185357852137811
electricity,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.005736134962015971,50,0.7530304395596519,0.8358514465113849,205.05682837981277,0.2588615678838934
electricity,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.006220207479310846,50,0.6789330180188021,0.8103088959451807,178.20616318393945,0.3311517206194715
electricity,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.002910344605003279,100,0.775897484207821,0.8514084964944383,134.3974010735293,0.3014178867069501
electricity,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0021562323685386797,100,0.7852834502877868,0.8576024917288814,130.669277359145,0.33946082618649
electricity,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.002904875090998793,100,0.7276656758049173,0.8356517723386762,94.64915807024772,0.3649252208622326
electricity,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.00856631311474465,50,0.7779955989764396,0.8446086949398468,156.7475889742062,0.2952467495556724
electricity,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.0055193847705834465,50,0.7520378285280123,0.8388473270796065,240.9946755971827,0.3325901534402115
electricity,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.005226291995108379,50,0.653705082270879,0.8062201832701714,135.64699870106543,0.3612307726247395
electricity,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.0033512857957435083,100,0.7750108540832346,0.8512020385197079,143.34675487320885,0.2977333358291581
electricity,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.002156247201165584,100,0.7886840550445375,0.8576038996877915,130.66904354563576,0.33946082618649
electricity,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.002937336983029115,100,0.7243462206798957,0.8321200994070189,92.70175521030478,0.3705881315681244
electricity,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.00856642347662262,50,0.780706559859757,0.8446092069249052,156.73553913694252,0.2952467495556724
electricity,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.005517639046327072,50,0.752161856908368,0.8388475830721356,240.99125730758155,0.3325901534402115
electricity,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.005886059930118814,50,0.6554207442010013,0.7921925606523099,122.39149465806116,0.3904029185393964
electricity,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.0033512857957435083,100,0.7750108540832346,0.8512020385197079,143.34675487320885,0.2977333358291581
electricity,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.002156247201165584,100,0.7886840550445375,0.8576038996877915,130.66904354563576,0.33946082618649
electricity,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.002937336983029115,100,0.7243462206798957,0.8321200994070189,92.70175521030478,0.3705881315681244
electricity,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.00856642347662262,50,0.780706559859757,0.8446092069249052,156.73553913694252,0.2952467495556724
electricity,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.005517639046327072,50,0.752161856908368,0.8388475830721356,240.99125730758155,0.3325901534402115
electricity,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.005886059930118814,50,0.6554207442010013,0.7921925606523099,122.39149465806116,0.3904029185393964
electricity,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.0031344471265309926,100,0.7744846614396406,0.8516520733858903,140.15879218945562,0.2965023797796927
electricity,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.002156178808881304,100,0.7874575948375522,0.8576032597064687,130.66180286461284,0.33946082618649
electricity,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.002886390813765294,100,0.731427742012777,0.8332802575489638,93.42613724677796,0.3652375878228779
electricity,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.008566194199376875,50,0.7787141700056626,0.8446071589846722,156.7606694726234,0.2954130998103732
electricity,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.005516608361686437,50,0.7512518034673675,0.8388409272663786,240.73418507533384,0.3325901534402115
electricity,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.005225717921319428,50,0.6515781683427351,0.8062196712851132,135.65138824555396,0.3621477554496907
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.005815767371746938,100,0.505,0.53015625,6.00317725419863,0.7002819410528904
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.00596089698587976,100,0.4940625,0.446015625,6.938223430830028,0.5228091624968927
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.005582280962070585,100,0.4928515624999999,0.5225,8.385792495957869,0.5918951308141298
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.012337113067629524,50,0.5096875,0.5111328125,19.60873450975993,0.3723637926187142
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.012103586469492833,50,0.4968359375,0.5032031250000001,10.681683375123344,0.4460800234164047
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.011863721954861073,50,0.4850390624999999,0.4772656249999999,9.439286581948242,0.3911135296342442
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.005717187061066942,100,0.5068359375,0.5116015625,7.049089495050724,0.7037252269156005
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.0058602353519917605,100,0.4972265624999999,0.4087890625,7.894604333157195,0.5332284727985585
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.00548926507007963,100,0.4914453125,0.5226171875,8.104197800673676,0.587555952814741
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.012066194874072234,50,0.5069140624999999,0.5037890624999999,21.20301645519503,0.36495465463992
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.01207110708148229,50,0.492421875,0.4963281249999999,12.61584072397364,0.4762548577091376
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.011688339971861361,50,0.4816796875,0.4692578125,11.051287887410489,0.3979320554080686
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.005674014982493314,100,0.5085546875,0.52203125,6.774903013623198,0.6998581520236339
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.005820888857792528,100,0.5025,0.4329296875,7.6616680448317105,0.5332284727985585
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.005475455304227106,100,0.491171875,0.5250390624999999,8.053068988695385,0.5838418087654027
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.012066194874072234,50,0.5069140624999999,0.5037890624999999,21.20301645519503,0.36495465463992
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.012071107078751142,50,0.492421875,0.4963281249999999,12.615840281743331,0.4762548577091376
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.011688339971861361,50,0.4816796875,0.4692578125,11.051287887410489,0.3979320554080686
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.005674014982493314,100,0.5085546875,0.52203125,6.774903013623198,0.6998581520236339
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.005820888857792528,100,0.5025,0.4329296875,7.6616680448317105,0.5332284727985585
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.005475455304227106,100,0.491171875,0.5250390624999999,8.053068988695385,0.5838418087654027
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_0,0.012066194874072234,50,0.5069140624999999,0.5037890624999999,21.20301645519503,0.36495465463992
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_2,0.012071107078751142,50,0.492421875,0.4963281249999999,12.615840281743331,0.4762548577091376
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_25,seed_1,0.011688339971861361,50,0.4816796875,0.4692578125,11.051287887410489,0.3979320554080686
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_0,0.005679020650039002,100,0.507109375,0.5231640625,7.009422393849984,0.6970623216222879
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_2,0.00585022084643938,100,0.5005078125000001,0.433515625,8.966075746716896,0.5297994087165694
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_50,seed_1,0.0055199588351666495,100,0.4922265625000001,0.5065624999999999,8.195196078985095,0.5905489038447904
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_0,0.012066194873996183,50,0.5069140624999999,0.5037890624999999,21.20301629095027,0.36495465463992
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_2,0.012071107037473494,50,0.492421875,0.4963281249999999,12.615840881393389,0.4762548577091376
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,histdistill_density_xstrong,beta=1.25,1.25,budget_25,seed_1,0.011688132209044078,50,0.479765625,0.46921875,11.040970144208606,0.3970225170760478
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_0,0.0025775447933142903,100,0.5691015625,0.5855078125000001,1.7815345142211303,0.4307875827822134
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_2,0.0021467329306309457,100,0.5276171875,0.5946875,3.1718982877657464,0.3992323739116353
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_50,seed_1,0.0023555963948044267,100,0.549609375,0.63390625,5.499430004373954,0.5068477947909555
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_0,0.005100455388949987,50,0.5176953125,0.49953125,8.757206781811327,0.2404467210400879
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_2,0.005517125628036412,50,0.4946484375000001,0.5544921875,7.891238108804058,0.4045499972498999
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_refined,beta=0.00,0.0,budget_25,seed_1,0.0050939653822174025,50,0.4897265625,0.5474609375,7.112883617394084,0.3628861165132978
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_0,0.0027113719645334156,100,0.5682031249999999,0.579375,3.4216837826841977,0.4647020596057318
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_2,0.002155354060531023,100,0.5267578125000001,0.6160546875,3.180007560066281,0.3993061010351647
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_50,seed_1,0.002326485459227312,100,0.5523828125,0.60078125,5.527983885435404,0.4534566893036901
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_0,0.005158400178532974,50,0.5089062499999999,0.55765625,9.439464900518846,0.2405211627493882
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_2,0.0052920169161291275,50,0.4908203125,0.5369921875,5.609882237113316,0.383329884079705
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_weak,beta=0.15,0.15,budget_25,seed_1,0.0050130915320044656,50,0.4902734374999999,0.532578125,8.565637944566786,0.3594849833919425
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_0,0.0026898845503471325,100,0.5721093749999999,0.6034375000000001,2.4649702145030865,0.4919073681880759
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_2,0.002155354060531023,100,0.5267578125000001,0.6160546875,3.180007560066281,0.3993061010351647
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_50,seed_1,0.002320794638763557,100,0.5450390624999999,0.60828125,5.521353060490153,0.4476469133622384
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_0,0.005157712644976442,50,0.5096093749999999,0.5575781249999999,9.440127294047397,0.2444665733423061
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_2,0.005292016900887209,50,0.4908203125,0.5369921875,5.609882264192323,0.383329884079705
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_mid,beta=0.35,0.35,budget_25,seed_1,0.00501309153528362,50,0.4903515624999999,0.532578125,8.565637911979692,0.3594849833919425
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_0,0.0026898845503471325,100,0.5721093749999999,0.6034375000000001,2.4649702145030865,0.4919073681880759
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_2,0.002155354060531023,100,0.5267578125000001,0.6160546875,3.180007560066281,0.3993061010351647
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,histdistill_density_strong,beta=0.70,0.7,budget_50,seed_1,0.002320794638763557,100,0.5450390624999999,0.60828125,5.521353060490153,0.4476469133622384
