dataset,method,method_label,budget,seed,learner,deployed_r2,leaf_refit_r2,leaf_estimate_recovery,leaf_population_l1,train_rows,status,full_deployed_r2,structure_ref_r2,structure_error,total_gap
kin8nm,full_data,Full data,budget_25,seed_1,xgboost,0.6109282417525139,0.608549350200619,-0.0023788915518949683,0.0,4914,ok,0.6109282417525139,0.608549350200619,0.0,-0.0023788915518949683
kin8nm,full_data,Full data,budget_25,seed_1,lightgbm,0.6120804992342821,0.61208049957578,3.414979410365504e-10,0.0,4914,ok,0.6120804992342821,0.61208049957578,0.0,3.414979410365504e-10
kin8nm,full_data,Full data,budget_50,seed_1,xgboost,0.6109282417525139,0.608549350200619,-0.0023788915518949683,0.0,4914,ok,0.6109282417525139,0.608549350200619,0.0,-0.0023788915518949683
kin8nm,full_data,Full data,budget_50,seed_1,lightgbm,0.6120804992342821,0.61208049957578,3.414979410365504e-10,0.0,4914,ok,0.6120804992342821,0.61208049957578,0.0,3.414979410365504e-10
house_16H,histdistill,HistDistill,budget_25,seed_1,xgboost,0.16315681952896455,0.37302347103389744,0.2098666515049329,0.2162175925925926,25,ok,0.6052566544504407,0.6029061994383809,0.22988272840448343,0.4397493799094163
house_16H,histdistill,HistDistill,budget_25,seed_1,lightgbm,-0.10396963173211082,-0.0012806500224513684,0.10268898170965945,0.0,25,ok,0.6056867285573246,0.6056867285524685,0.6069673785749199,0.7096563602845793
house_16H,histdistill,HistDistill,budget_50,seed_1,xgboost,0.26180201834609884,0.42834828708075945,0.1665462687346606,0.1613125,50,ok,0.6052566544504407,0.6029061994383809,0.17455791235762141,0.341104181092282
house_16H,histdistill,HistDistill,budget_50,seed_1,lightgbm,0.17922007170438325,0.23632337169066342,0.057103299986280165,0.05025793650793651,50,ok,0.6056867285573246,0.6056867285524685,0.3693633568618051,0.42646665684808527
house_16H,random,Random,budget_25,seed_1,xgboost,0.10844197700340019,0.37345567406952285,0.26501369706612266,0.15667939814814816,25,ok,0.6052566544504407,0.6029061994383809,0.22945052536885802,0.49446422243498067
house_16H,random,Random,budget_25,seed_1,lightgbm,-0.0024474409431824995,-0.0012806500224513684,0.0011667909207311311,0.0,25,ok,0.6056867285573246,0.6056867285524685,0.6069673785749199,0.608134169495651
house_16H,random,Random,budget_50,seed_1,xgboost,0.2802632278234978,0.39197013072862474,0.11170690290512697,0.15185069444444446,50,ok,0.6052566544504407,0.6029061994383809,0.21093606870975612,0.3226429716148831
house_16H,random,Random,budget_50,seed_1,lightgbm,0.157387675340807,0.21763536751685442,0.06024769217604742,0.0506200396825397,50,ok,0.6056867285573246,0.6056867285524685,0.3880513610356141,0.4482990532116615
house_16H,herding,Herding,budget_25,seed_1,xgboost,0.06831560219797927,0.3247443221442794,0.2564287199463001,0.32149421296296293,25,ok,0.6052566544504407,0.6029061994383809,0.27816187729410147,0.5345905972404016
house_16H,herding,Herding,budget_25,seed_1,lightgbm,-0.1024544745004139,-0.0012806500224513684,0.10117382447796253,0.0,25,ok,0.6056867285573246,0.6056867285524685,0.6069673785749199,0.7081412030528824
house_16H,herding,Herding,budget_50,seed_1,xgboost,0.029964555375724733,0.3364731731996058,0.30650861782388106,0.30740162037037033,50,ok,0.6052566544504407,0.6029061994383809,0.2664330262387751,0.5729416440626561
house_16H,herding,Herding,budget_50,seed_1,lightgbm,0.16887370368441146,0.21828375174445458,0.04941004806004312,0.1202142857142857,50,ok,0.6056867285573246,0.6056867285524685,0.38740297680801394,0.43681302486805706
house_16H,k_center,K-center,budget_25,seed_1,xgboost,-0.033235562695528964,0.3289542059234364,0.36218976861896535,0.277849537037037,25,ok,0.6052566544504407,0.6029061994383809,0.2739519935149445,0.6361417621339098
house_16H,k_center,K-center,budget_25,seed_1,lightgbm,-0.1286724636909653,-0.0012806500224513684,0.12739181366851393,0.0,25,ok,0.6056867285573246,0.6056867285524685,0.6069673785749199,0.7343591922434338
house_16H,k_center,K-center,budget_50,seed_1,xgboost,0.05070547837328676,0.2939933996131272,0.24328792123984044,0.2582349537037037,50,ok,0.6052566544504407,0.6029061994383809,0.30891279982525366,0.5522007210650941
house_16H,k_center,K-center,budget_50,seed_1,lightgbm,0.021036441930640692,0.13058809282492767,0.10955165089428698,0.1560406746031746,50,ok,0.6056867285573246,0.6056867285524685,0.47509863572754085,0.5846502866218278
house_16H,full_data,Full data,budget_25,seed_1,xgboost,0.6052566544504407,0.6029061994383809,-0.002350455012059882,0.0,7200,ok,0.6052566544504407,0.6029061994383809,0.0,-0.002350455012059882
house_16H,full_data,Full data,budget_25,seed_1,lightgbm,0.6056867285573246,0.6056867285524685,-4.856115509710435e-12,0.0,7200,ok,0.6056867285573246,0.6056867285524685,0.0,-4.856115509710435e-12
house_16H,full_data,Full data,budget_50,seed_1,xgboost,0.6052566544504407,0.6029061994383809,-0.002350455012059882,0.0,7200,ok,0.6052566544504407,0.6029061994383809,0.0,-0.002350455012059882
house_16H,full_data,Full data,budget_50,seed_1,lightgbm,0.6056867285573246,0.6056867285524685,-4.856115509710435e-12,0.0,7200,ok,0.6056867285573246,0.6056867285524685,0.0,-4.856115509710435e-12
elevators,histdistill,HistDistill,budget_25,seed_1,xgboost,0.1043657528323606,0.23014009496470378,0.12577434213234318,0.10252893518518519,25,ok,0.8150221922094139,0.80618116861365,0.5760410736489462,0.7018154157812894
elevators,histdistill,HistDistill,budget_25,seed_1,lightgbm,-0.13305924584776352,-0.002210401205322343,0.13084884464244118,0.0,25,ok,0.8129345355102461,0.8129345336611911,0.8151449348665134,0.9459937795089546
elevators,histdistill,HistDistill,budget_50,seed_1,xgboost,0.3251937229387357,0.4796114628197783,0.15441773988104257,0.12571296296296294,50,ok,0.8150221922094139,0.80618116861365,0.3265697057938717,0.48098744567491425
elevators,histdistill,HistDistill,budget_50,seed_1,lightgbm,0.24640066055043397,0.22969218447671358,-0.01670847607372039,0.022193452380952387,50,ok,0.8129345355102461,0.8129345336611911,0.5832423491844775,0.5665338731107571
elevators,random,Random,budget_25,seed_1,xgboost,0.23763025724492237,0.4116100250746464,0.17397976782972402,0.12121759259259259,25,ok,0.8150221922094139,0.80618116861365,0.3945711435390036,0.5685509113687276
elevators,random,Random,budget_25,seed_1,lightgbm,-6.993295771273722e-05,-0.002210401205322343,-0.002140468247609606,0.0,25,ok,0.8129345355102461,0.8129345336611911,0.8151449348665134,0.8130044666189038
elevators,random,Random,budget_50,seed_1,xgboost,0.29079480017887693,0.4786090384517009,0.18781423827282395,0.09141666666666666,50,ok,0.8150221922094139,0.80618116861365,0.3275721301619491,0.515386368434773
elevators,random,Random,budget_50,seed_1,lightgbm,0.19306235623153112,0.23293680915314774,0.03987445292161662,0.05279861111111112,50,ok,0.8129345355102461,0.8129345336611911,0.5799977245080433,0.6198721774296599
elevators,herding,Herding,budget_25,seed_1,xgboost,0.1285032534321755,0.3112368364047824,0.1827335829726069,0.10592824074074074,25,ok,0.8150221922094139,0.80618116861365,0.4949443322088676,0.6776779151814745
elevators,herding,Herding,budget_25,seed_1,lightgbm,-0.1372157253749131,-0.002210401205322343,0.13500532416959077,0.0,25,ok,0.8129345355102461,0.8129345336611911,0.8151449348665134,0.9501502590361042
elevators,herding,Herding,budget_50,seed_1,xgboost,0.2762753290037048,0.4748249057824204,0.19854957677871565,0.11626967592592594,50,ok,0.8150221922094139,0.80618116861365,0.33135626283122954,0.5299058396099452
elevators,herding,Herding,budget_50,seed_1,lightgbm,0.17653865346241493,0.1795723607141655,0.0030337072517505614,0.04241269841269842,50,ok,0.8129345355102461,0.8129345336611911,0.6333621729470256,0.6363958801987761
elevators,k_center,K-center,budget_25,seed_1,xgboost,-0.12347161364448422,0.328236437238283,0.4517080508827672,0.13197800925925926,25,ok,0.8150221922094139,0.80618116861365,0.47794473137536697,0.9296527822581342
elevators,k_center,K-center,budget_25,seed_1,lightgbm,-0.14143617352551296,-0.002210401205322343,0.13922577232019062,0.0,25,ok,0.8129345355102461,0.8129345336611911,0.8151449348665134,0.954370707186704
elevators,k_center,K-center,budget_50,seed_1,xgboost,0.30301792726880494,0.5099239401505198,0.20690601288171484,0.2530173611111111,50,ok,0.8150221922094139,0.80618116861365,0.2962572284631302,0.503163241344845
elevators,k_center,K-center,budget_50,seed_1,lightgbm,0.24432591321206287,0.31819980987206764,0.07387389666000477,0.2000863095238095,50,ok,0.8129345355102461,0.8129345336611911,0.4947347237891234,0.5686086204491282
elevators,full_data,Full data,budget_25,seed_1,xgboost,0.8150221922094139,0.80618116861365,-0.008841023595763886,0.0,7200,ok,0.8150221922094139,0.80618116861365,0.0,-0.008841023595763886
elevators,full_data,Full data,budget_25,seed_1,lightgbm,0.8129345355102461,0.8129345336611911,-1.849055020208823e-09,0.0,7200,ok,0.8129345355102461,0.8129345336611911,0.0,-1.849055020208823e-09
elevators,full_data,Full data,budget_50,seed_1,xgboost,0.8150221922094139,0.80618116861365,-0.008841023595763886,0.0,7200,ok,0.8150221922094139,0.80618116861365,0.0,-0.008841023595763886
elevators,full_data,Full data,budget_50,seed_1,lightgbm,0.8129345355102461,0.8129345336611911,-1.849055020208823e-09,0.0,7200,ok,0.8129345355102461,0.8129345336611911,0.0,-1.849055020208823e-09
wine_quality,histdistill,HistDistill,budget_25,seed_1,xgboost,0.15491750523560022,0.2536809121881868,0.09876340695258656,0.21775314344367463,25,ok,0.3725268372130648,0.3626255560950229,0.10894464390683611,0.20770805085942268
wine_quality,histdistill,HistDistill,budget_25,seed_1,lightgbm,-0.049626190954561444,-0.0013554791726426707,0.048270711781918774,0.0,25,ok,0.3617255554217038,0.3617308782729748,0.36308635744561746,0.41135706922753623
wine_quality,histdistill,HistDistill,budget_50,seed_1,xgboost,0.18032177703092034,0.2918538927650389,0.11153211573411859,0.16993152852621674,50,ok,0.3725268372130648,0.3626255560950229,0.07077166332998397,0.18230377906410256
wine_quality,histdistill,HistDistill,budget_50,seed_1,lightgbm,0.1375508273861279,0.1639731471614998,0.026422319775371905,0.036857289490083954,50,ok,0.3617255554217038,0.3617308782729748,0.197757731111475,0.2241800508868469
wine_quality,random,Random,budget_25,seed_1,xgboost,-0.05647096217685488,0.23019304109874494,0.2866640032755998,0.17898443246942092,25,ok,0.3725268372130648,0.3626255560950229,0.13243251499627795,0.41909651827187777
wine_quality,random,Random,budget_25,seed_1,lightgbm,-0.011134962513350333,-0.0013554791726426707,0.009779483340707662,0.0,25,ok,0.3617255554217038,0.3617308782729748,0.36308635744561746,0.3728658407863251
wine_quality,random,Random,budget_50,seed_1,xgboost,0.07895095820085996,0.29156766393148237,0.2126167057306224,0.14693661791121376,50,ok,0.3725268372130648,0.3626255560950229,0.07105789216354053,0.28367459789416294
wine_quality,random,Random,budget_50,seed_1,lightgbm,0.0808136787206456,0.17681732297777542,0.09600364425712982,0.07110832508523039,50,ok,0.3617255554217038,0.3617308782729748,0.18491355529519937,0.2809171995523292
wine_quality,herding,Herding,budget_25,seed_1,xgboost,-0.05594933356701781,0.22599678375043375,0.28194611731745156,0.3317916345907108,25,ok,0.3725268372130648,0.3626255560950229,0.13662877234458914,0.4185748896620407
wine_quality,herding,Herding,budget_25,seed_1,lightgbm,-0.049626190954561444,-0.0013554791726426707,0.048270711781918774,0.0,25,ok,0.3617255554217038,0.3617308782729748,0.36308635744561746,0.41135706922753623
wine_quality,herding,Herding,budget_50,seed_1,xgboost,0.035011687735383434,0.27199384078085664,0.2369821530454732,0.2822013086989993,50,ok,0.3725268372130648,0.3626255560950229,0.09063171531416625,0.32761386835963946
wine_quality,herding,Herding,budget_50,seed_1,lightgbm,0.06761714104284244,0.16724723044225642,0.09963008939941398,0.04874185270721067,50,ok,0.3617255554217038,0.3617308782729748,0.19448364783071836,0.29411373723013234
wine_quality,k_center,K-center,budget_25,seed_1,xgboost,0.04548691260667337,0.24827207559868758,0.2027851629920142,0.2978786245830126,25,ok,0.3725268372130648,0.3626255560950229,0.11435348049633531,0.3171386434883495
