dataset,seed,state,depth,dose_ratio,epsilon,margin,agreement,split_regret_norm
adult,seed_2,probe_depth_2,2,0.0,0.0,4.9353341494253495,1.0,0.0
adult,seed_2,probe_depth_2,2,0.25,1.2338335373563374,4.9353341494253495,1.0,0.0
adult,seed_2,probe_depth_2,2,0.49,2.418313733218421,4.9353341494253495,1.0,0.0
adult,seed_2,probe_depth_2,2,0.5,2.4676670747126748,4.9353341494253495,1.0,0.0
adult,seed_2,probe_depth_2,2,0.75,3.701500612069012,4.9353341494253495,0.921875,0.02113374185347053
adult,seed_2,probe_depth_2,2,1.0,4.9353341494253495,4.9353341494253495,0.765625,0.06458515927989586
adult,seed_2,probe_depth_2,2,1.5,7.403001224138024,4.9353341494253495,0.6953125,0.09777608180064641
adult,seed_2,probe_depth_2,2,2.0,9.870668298850699,4.9353341494253495,0.515625,0.17411679945497854
adult,seed_2,probe_depth_2,2,0.0,0.0,4.60734775399024,1.0,0.0
adult,seed_2,probe_depth_2,2,0.25,1.15183693849756,4.60734775399024,1.0,0.0
adult,seed_2,probe_depth_2,2,0.49,2.2576003994552174,4.60734775399024,1.0,0.0
adult,seed_2,probe_depth_2,2,0.5,2.30367387699512,4.60734775399024,1.0,0.0
adult,seed_2,probe_depth_2,2,0.75,3.45551081549268,4.60734775399024,0.90625,0.05247164320302131
adult,seed_2,probe_depth_2,2,1.0,4.60734775399024,4.60734775399024,0.7421875,0.1493294416005074
adult,seed_2,probe_depth_2,2,1.5,6.91102163098536,4.60734775399024,0.5078125,0.3114711306900559
adult,seed_2,probe_depth_2,2,2.0,9.21469550798048,4.60734775399024,0.359375,0.43398911887537994
adult,seed_2,probe_depth_1,1,0.0,0.0,3.131726011414429,1.0,0.0
adult,seed_2,probe_depth_1,1,0.25,0.7829315028536072,3.131726011414429,1.0,0.0
adult,seed_2,probe_depth_1,1,0.49,1.5345457455930702,3.131726011414429,1.0,0.0
adult,seed_2,probe_depth_1,1,0.5,1.5658630057072145,3.131726011414429,1.0,0.0
adult,seed_2,probe_depth_1,1,0.75,2.3487945085608217,3.131726011414429,0.9453125,0.0012619088041925495
adult,seed_2,probe_depth_1,1,1.0,3.131726011414429,3.131726011414429,0.703125,0.007026701492891503
adult,seed_2,probe_depth_1,1,1.5,4.6975890171216435,3.131726011414429,0.5546875,0.01091343442798793
adult,seed_2,probe_depth_1,1,2.0,6.263452022828858,3.131726011414429,0.53125,0.011687742978091564
adult,seed_2,probe_depth_2,2,0.0,0.0,3.7324532909259744,1.0,0.0
adult,seed_2,probe_depth_2,2,0.25,0.9331133227314936,3.7324532909259744,1.0,0.0
adult,seed_2,probe_depth_2,2,0.49,1.8289021125537275,3.7324532909259744,1.0,0.0
adult,seed_2,probe_depth_2,2,0.5,1.8662266454629872,3.7324532909259744,1.0,0.0
adult,seed_2,probe_depth_2,2,0.75,2.799339968194481,3.7324532909259744,0.9140625,0.0028904209303847114
adult,seed_2,probe_depth_2,2,1.0,3.7324532909259744,3.7324532909259744,0.7890625,0.007453978081490601
adult,seed_2,probe_depth_2,2,1.5,5.598679936388962,3.7324532909259744,0.6328125,0.013088755212367726
adult,seed_2,probe_depth_2,2,2.0,7.464906581851949,3.7324532909259744,0.515625,0.017701615431387725
agaricus_lepiota,seed_0,root,0,0.0,0.0,0.04599342786936411,1.0,0.0
agaricus_lepiota,seed_0,root,0,0.25,0.011498356967341028,0.04599342786936411,1.0,0.0
agaricus_lepiota,seed_0,root,0,0.49,0.022536779655988413,0.04599342786936411,1.0,0.0
agaricus_lepiota,seed_0,root,0,0.5,0.022996713934682056,0.04599342786936411,1.0,0.0
agaricus_lepiota,seed_0,root,0,0.75,0.034495070902023084,0.04599342786936411,0.9921875,0.00019060035509055096
agaricus_lepiota,seed_0,root,0,1.0,0.04599342786936411,0.04599342786936411,0.859375,0.0034308063916299167
agaricus_lepiota,seed_0,root,0,1.5,0.06899014180404617,0.04599342786936411,0.8125,0.0045744085221732225
agaricus_lepiota,seed_0,root,0,2.0,0.09198685573872822,0.04599342786936411,0.71875,0.006861612783259833
agaricus_lepiota,seed_1,root,0,0.0,0.0,0.056607433081426795,1.0,0.0
agaricus_lepiota,seed_1,root,0,0.25,0.014151858270356699,0.056607433081426795,1.0,0.0
agaricus_lepiota,seed_1,root,0,0.49,0.02773764220989913,0.056607433081426795,1.0,0.0
agaricus_lepiota,seed_1,root,0,0.5,0.028303716540713397,0.056607433081426795,1.0,0.0
agaricus_lepiota,seed_1,root,0,0.75,0.042455574811070096,0.056607433081426795,0.9296875,0.0018785799271839533
agaricus_lepiota,seed_1,root,0,1.0,0.056607433081426795,0.056607433081426795,0.859375,0.0037571598543679066
agaricus_lepiota,seed_1,root,0,1.5,0.08491114962214019,0.056607433081426795,0.7890625,0.00563573978155186
agaricus_lepiota,seed_1,root,0,2.0,0.11321486616285359,0.056607433081426795,0.671875,0.00876670632685845
agaricus_lepiota,seed_2,root,0,0.0,0.0,0.03757150990723668,1.0,0.0
agaricus_lepiota,seed_2,root,0,0.25,0.00939287747680917,0.03757150990723668,1.0,0.0
agaricus_lepiota,seed_2,root,0,0.49,0.018410039854545972,0.03757150990723668,1.0,0.0
agaricus_lepiota,seed_2,root,0,0.5,0.01878575495361834,0.03757150990723668,1.0,0.0
agaricus_lepiota,seed_2,root,0,0.75,0.028178632430427508,0.03757150990723668,0.9296875,0.0011035989539334647
agaricus_lepiota,seed_2,root,0,1.0,0.03757150990723668,0.03757150990723668,0.8203125,0.0029965158506804696
agaricus_lepiota,seed_2,root,0,1.5,0.056357264860855016,0.03757150990723668,0.640625,0.0063454465270619455
agaricus_lepiota,seed_2,root,0,2.0,0.07514301981447336,0.03757150990723668,0.6640625,0.005845424649446246
australian,seed_0,root,0,0.0,0.0,55.16541470118885,1.0,0.0
australian,seed_0,root,0,0.25,13.791353675297213,55.16541470118885,1.0,0.0
australian,seed_0,root,0,0.49,27.031053203582537,55.16541470118885,1.0,0.0
australian,seed_0,root,0,0.5,27.582707350594426,55.16541470118885,1.0,0.0
australian,seed_0,root,0,0.75,41.374061025891635,55.16541470118885,0.859375,0.07704686480058462
australian,seed_0,root,0,1.0,55.16541470118885,55.16541470118885,0.625,0.21986260410370828
australian,seed_0,root,0,1.5,82.74812205178327,55.16541470118885,0.5,0.3077578428788502
australian,seed_0,root,0,2.0,110.3308294023777,55.16541470118885,0.3515625,0.40945319245868594
australian,seed_0,probe_depth_0,0,0.0,0.0,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_0,0,0.25,13.791353675297213,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_0,0,0.49,27.031053203582537,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_0,0,0.5,27.582707350594426,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_0,0,0.75,41.374061025891635,55.16541470118885,0.8828125,0.0653630245778789
australian,seed_0,probe_depth_0,0,1.0,55.16541470118885,55.16541470118885,0.65625,0.20865978445669273
australian,seed_0,probe_depth_0,0,1.5,82.74812205178327,55.16541470118885,0.5078125,0.30886138781092115
australian,seed_0,probe_depth_0,0,2.0,110.3308294023777,55.16541470118885,0.3828125,0.40095985847631466
australian,seed_0,probe_depth_1,1,0.0,0.0,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_1,1,0.25,13.791353675297213,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_1,1,0.49,27.031053203582537,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_1,1,0.5,27.582707350594426,55.16541470118885,1.0,0.0
australian,seed_0,probe_depth_1,1,0.75,41.374061025891635,55.16541470118885,0.9296875,0.038336114478363964
australian,seed_0,probe_depth_1,1,1.0,55.16541470118885,55.16541470118885,0.6875,0.1769514245479641
australian,seed_0,probe_depth_1,1,1.5,82.74812205178327,55.16541470118885,0.5,0.30746356906232036
australian,seed_0,probe_depth_1,1,2.0,110.3308294023777,55.16541470118885,0.328125,0.4379586104602132
australian,seed_0,probe_depth_0,0,0.0,0.0,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_0,0,0.25,11.649436871424003,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_0,0,0.49,22.832896267991046,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_0,0,0.5,23.298873742848006,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_0,0,0.75,34.94831061427201,46.59774748569601,0.859375,0.07497690985572703
australian,seed_0,probe_depth_0,0,1.0,46.59774748569601,46.59774748569601,0.6796875,0.18631912356327063
australian,seed_0,probe_depth_0,0,1.5,69.89662122854402,46.59774748569601,0.4765625,0.32156720553705176
australian,seed_0,probe_depth_0,0,2.0,93.19549497139202,46.59774748569601,0.3203125,0.4253500318915362
australian,seed_0,probe_depth_1,1,0.0,0.0,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_1,1,0.25,11.649436871424003,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_1,1,0.49,22.832896267991046,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_1,1,0.5,23.298873742848006,46.59774748569601,1.0,0.0
australian,seed_0,probe_depth_1,1,0.75,34.94831061427201,46.59774748569601,0.8046875,0.10730024103219908
australian,seed_0,probe_depth_1,1,1.0,46.59774748569601,46.59774748569601,0.6796875,0.1869800414487606
australian,seed_0,probe_depth_1,1,1.5,69.89662122854402,46.59774748569601,0.4765625,0.32320941957505833
australian,seed_0,probe_depth_1,1,2.0,93.19549497139202,46.59774748569601,0.3359375,0.42282142134314804
australian,seed_0,probe_depth_0,0,0.0,0.0,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_0,0,0.25,6.674674834938288,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_0,0,0.49,13.082362676479043,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_0,0,0.5,13.349349669876576,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_0,0,0.75,20.024024504814864,26.69869933975315,0.84375,0.08637545451805295
australian,seed_0,probe_depth_0,0,1.0,26.69869933975315,26.69869933975315,0.625,0.21612131377072352
australian,seed_0,probe_depth_0,0,1.5,40.04804900962973,26.69869933975315,0.484375,0.31179307027850167
australian,seed_0,probe_depth_0,0,2.0,53.3973986795063,26.69869933975315,0.3359375,0.4193146638064781
australian,seed_0,probe_depth_1,1,0.0,0.0,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_1,1,0.25,6.674674834938288,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_1,1,0.49,13.082362676479043,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_1,1,0.5,13.349349669876576,26.69869933975315,1.0,0.0
australian,seed_0,probe_depth_1,1,0.75,20.024024504814864,26.69869933975315,0.890625,0.05786669016991733
australian,seed_0,probe_depth_1,1,1.0,26.69869933975315,26.69869933975315,0.7109375,0.17088165893641413
australian,seed_0,probe_depth_1,1,1.5,40.04804900962973,26.69869933975315,0.375,0.3844989706033104
australian,seed_0,probe_depth_1,1,2.0,53.3973986795063,26.69869933975315,0.4375,0.3623772445605701
australian,seed_0,probe_depth_2,2,0.0,0.0,9.091641215737923,1.0,0.0
australian,seed_0,probe_depth_2,2,0.25,2.2729103039344807,9.091641215737923,1.0,0.0
australian,seed_0,probe_depth_2,2,0.49,4.454904195711582,9.091641215737923,1.0,0.0
australian,seed_0,probe_depth_2,2,0.5,4.545820607868961,9.091641215737923,1.0,0.0
australian,seed_0,probe_depth_2,2,0.75,6.818730911803442,9.091641215737923,0.90625,0.030915214340469212
australian,seed_0,probe_depth_2,2,1.0,9.091641215737923,9.091641215737923,0.7109375,0.1044646662524911
australian,seed_0,probe_depth_2,2,1.5,13.637461823606884,9.091641215737923,0.5390625,0.17723661745072025
australian,seed_0,probe_depth_2,2,2.0,18.183282431475845,9.091641215737923,0.421875,0.24380156466629754
australian,seed_0,probe_depth_2,2,0.0,0.0,11.231409410096244,1.0,0.0
australian,seed_0,probe_depth_2,2,0.25,2.807852352524061,11.231409410096244,1.0,0.0
australian,seed_0,probe_depth_2,2,0.49,5.50339061094716,11.231409410096244,1.0,0.0
australian,seed_0,probe_depth_2,2,0.5,5.615704705048122,11.231409410096244,1.0,0.0
australian,seed_0,probe_depth_2,2,0.75,8.423557057572182,11.231409410096244,0.78125,0.16240198006154422
australian,seed_0,probe_depth_2,2,1.0,11.231409410096244,11.231409410096244,0.5390625,0.35312195759879283
australian,seed_0,probe_depth_2,2,1.5,16.847114115144365,11.231409410096244,0.4296875,0.4394905437927043
australian,seed_0,probe_depth_2,2,2.0,22.46281882019249,11.231409410096244,0.3671875,0.4937903362152556
australian,seed_0,probe_depth_0,0,0.0,0.0,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_0,0,0.25,3.524177335810526,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_0,0,0.49,6.907387578188631,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_0,0,0.5,7.048354671621052,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_0,0,0.75,10.572532007431578,14.096709343242104,0.8359375,0.0877181115468474
australian,seed_0,probe_depth_0,0,1.0,14.096709343242104,14.096709343242104,0.7265625,0.15255305286046936
australian,seed_0,probe_depth_0,0,1.5,21.145064014863156,14.096709343242104,0.484375,0.306360061812634
australian,seed_0,probe_depth_0,0,2.0,28.193418686484208,14.096709343242104,0.34375,0.39575819355469843
australian,seed_0,probe_depth_1,1,0.0,0.0,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_1,1,0.25,3.524177335810526,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_1,1,0.49,6.907387578188631,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_1,1,0.5,7.048354671621052,14.096709343242104,1.0,0.0
australian,seed_0,probe_depth_1,1,0.75,10.572532007431578,14.096709343242104,0.828125,0.09541946362082243
australian,seed_0,probe_depth_1,1,1.0,14.096709343242104,14.096709343242104,0.65625,0.19201677780656082
australian,seed_0,probe_depth_1,1,1.5,21.145064014863156,14.096709343242104,0.46875,0.3146551116830373
australian,seed_0,probe_depth_1,1,2.0,28.193418686484208,14.096709343242104,0.28125,0.4393147921691922
australian,seed_0,probe_depth_2,2,0.0,0.0,4.182497169983851,1.0,0.0
australian,seed_0,probe_depth_2,2,0.25,1.0456242924959627,4.182497169983851,1.0,0.0
australian,seed_0,probe_depth_2,2,0.49,2.049423613292087,4.182497169983851,1.0,0.0
australian,seed_0,probe_depth_2,2,0.5,2.0912485849919253,4.182497169983851,1.0,0.0
australian,seed_0,probe_depth_2,2,0.75,3.136872877487888,4.182497169983851,0.890625,0.029027274854940173
australian,seed_0,probe_depth_2,2,1.0,4.182497169983851,4.182497169983851,0.703125,0.08681156489160805
australian,seed_0,probe_depth_2,2,1.5,6.273745754975776,4.182497169983851,0.515625,0.15966117745356823
australian,seed_0,probe_depth_2,2,2.0,8.364994339967701,4.182497169983851,0.40625,0.19950513989168922
australian,seed_0,probe_depth_2,2,0.0,0.0,6.015009673761501,1.0,0.0
australian,seed_0,probe_depth_2,2,0.25,1.5037524184403752,6.015009673761501,1.0,0.0
australian,seed_0,probe_depth_2,2,0.49,2.9473547401431355,6.015009673761501,1.0,0.0
australian,seed_0,probe_depth_2,2,0.5,3.0075048368807504,6.015009673761501,1.0,0.0
australian,seed_0,probe_depth_2,2,0.75,4.511257255321126,6.015009673761501,0.734375,0.20013181082369474
australian,seed_0,probe_depth_2,2,1.0,6.015009673761501,6.015009673761501,0.5546875,0.3358941115658316
australian,seed_0,probe_depth_2,2,1.5,9.022514510642251,6.015009673761501,0.390625,0.4686805698476364
australian,seed_0,probe_depth_2,2,2.0,12.030019347523002,6.015009673761501,0.3125,0.5422449213718772
australian,seed_1,root,0,0.0,0.0,55.16541470118885,1.0,0.0
australian,seed_1,root,0,0.25,13.791353675297213,55.16541470118885,1.0,0.0
australian,seed_1,root,0,0.49,27.031053203582537,55.16541470118885,1.0,0.0
australian,seed_1,root,0,0.5,27.582707350594426,55.16541470118885,1.0,0.0
australian,seed_1,root,0,0.75,41.374061025891635,55.16541470118885,0.8984375,0.056803950415705226
australian,seed_1,root,0,1.0,55.16541470118885,55.16541470118885,0.7265625,0.16122012781603112
australian,seed_1,root,0,1.5,82.74812205178327,55.16541470118885,0.484375,0.31168956817669274
australian,seed_1,root,0,2.0,110.3308294023777,55.16541470118885,0.421875,0.36611951840860557
australian,seed_1,probe_depth_0,0,0.0,0.0,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_0,0,0.25,13.791353675297213,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_0,0,0.49,27.031053203582537,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_0,0,0.5,27.582707350594426,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_0,0,0.75,41.374061025891635,55.16541470118885,0.8515625,0.08526447878397303
australian,seed_1,probe_depth_0,0,1.0,55.16541470118885,55.16541470118885,0.6640625,0.19422359542036882
australian,seed_1,probe_depth_0,0,1.5,82.74812205178327,55.16541470118885,0.4140625,0.35858203065170285
australian,seed_1,probe_depth_0,0,2.0,110.3308294023777,55.16541470118885,0.34375,0.4315057630423076
australian,seed_1,probe_depth_1,1,0.0,0.0,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_1,1,0.25,13.791353675297213,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_1,1,0.49,27.031053203582537,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_1,1,0.5,27.582707350594426,55.16541470118885,1.0,0.0
australian,seed_1,probe_depth_1,1,0.75,41.374061025891635,55.16541470118885,0.7890625,0.11713204333321847
australian,seed_1,probe_depth_1,1,1.0,55.16541470118885,55.16541470118885,0.671875,0.19516019662601708
australian,seed_1,probe_depth_1,1,1.5,82.74812205178327,55.16541470118885,0.4296875,0.35472397453545274
australian,seed_1,probe_depth_1,1,2.0,110.3308294023777,55.16541470118885,0.375,0.3943933798653625
australian,seed_1,probe_depth_2,2,0.0,0.0,54.359643553952644,1.0,0.0
australian,seed_1,probe_depth_2,2,0.25,13.589910888488161,54.359643553952644,1.0,0.0
australian,seed_1,probe_depth_2,2,0.49,26.636225341436795,54.359643553952644,1.0,0.0
australian,seed_1,probe_depth_2,2,0.5,27.179821776976322,54.359643553952644,1.0,0.0
australian,seed_1,probe_depth_2,2,0.75,40.76973266546448,54.359643553952644,0.890625,0.06020920967125282
australian,seed_1,probe_depth_2,2,1.0,54.359643553952644,54.359643553952644,0.6875,0.18442161033718657
australian,seed_1,probe_depth_2,2,1.5,81.53946533092896,54.359643553952644,0.4609375,0.3367673084941911
australian,seed_1,probe_depth_2,2,2.0,108.71928710790529,54.359643553952644,0.3515625,0.4326757995805064
australian,seed_1,probe_depth_0,0,0.0,0.0,47.83039566411764,1.0,0.0
australian,seed_1,probe_depth_0,0,0.25,11.95759891602941,47.83039566411764,1.0,0.0
australian,seed_1,probe_depth_0,0,0.49,23.436893875417642,47.83039566411764,1.0,0.0
australian,seed_1,probe_depth_0,0,0.5,23.91519783205882,47.83039566411764,1.0,0.0
australian,seed_1,probe_depth_0,0,0.75,35.87279674808823,47.83039566411764,0.8203125,0.09869160522811857
australian,seed_1,probe_depth_0,0,1.0,47.83039566411764,47.83039566411764,0.6328125,0.21536462149301516
australian,seed_1,probe_depth_0,0,1.5,71.74559349617645,47.83039566411764,0.4296875,0.36147181312415394
australian,seed_1,probe_depth_0,0,2.0,95.66079132823528,47.83039566411764,0.328125,0.4412684106853024
australian,seed_1,probe_depth_1,1,0.0,0.0,37.32449137022747,1.0,0.0
australian,seed_1,probe_depth_1,1,0.25,9.331122842556868,37.32449137022747,1.0,0.0
australian,seed_1,probe_depth_1,1,0.49,18.28900077141146,37.32449137022747,1.0,0.0
australian,seed_1,probe_depth_1,1,0.5,18.662245685113735,37.32449137022747,1.0,0.0
australian,seed_1,probe_depth_1,1,0.75,27.993368527670604,37.32449137022747,0.6953125,0.24557628559680625
australian,seed_1,probe_depth_1,1,1.0,37.32449137022747,37.32449137022747,0.6015625,0.32607299175744264
australian,seed_1,probe_depth_1,1,1.5,55.98673705534121,37.32449137022747,0.3359375,0.5452269956139999
australian,seed_1,probe_depth_1,1,2.0,74.64898274045494,37.32449137022747,0.328125,0.5558503989655345
australian,seed_1,probe_depth_2,2,0.0,0.0,22.299830710308274,1.0,0.0
