dataset,method,budget,seed,trial,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,full_val_auc,distilled_val_auc,full_seconds,distilled_seconds
adult,histdistill_refined,budget_50,seed_0,62,95,2,0.033329327804957024,4.413370318294104,0.7555359907570666,0.7940439639798774,0.4005999047498424,1.40013211193784,0.8941176531849216,0.8436793124851594,0.09206840000115335,0.031408100003318395
adult,histdistill_refined,budget_50,seed_0,63,105,3,0.12424237991806805,1.9776081264711154,0.7516608657000566,0.718101910665528,2.307330463450872,0.4390159830282956,0.9173010751792312,0.83971577804346,0.10976170000503771,0.03249569999752566
adult,histdistill_refined,budget_50,seed_0,64,150,4,0.08194894274258097,7.2249638012472035,0.6813672556532843,0.7226321479554061,1.435860727979528,0.6617989699953537,0.9183451154536706,0.8109835814035512,0.1558874999973341,0.03403049999906216
adult,histdistill_refined,budget_50,seed_0,65,100,2,0.1464092811353037,3.799752830486144,0.7278932532895902,0.6833236064774502,3.595404510133357,1.139923901047711,0.9145338043404304,0.8437660988753872,0.09526670000195736,0.03206760000466602
adult,histdistill_refined,budget_50,seed_0,66,131,5,0.06939633694234351,0.9483644234262317,0.6967467371496963,0.796269520644007,1.6092614945000723,0.008600381500970533,0.921364066824132,0.8685771128320274,0.15315430000191554,0.04581119999784278
adult,histdistill_refined,budget_50,seed_0,67,65,3,0.0554824030352588,3.213276750898548,0.7182366738272556,0.9566250070893514,0.2603174203997159,1.6536159616749766,0.9059412574167649,0.8416367080047601,0.08297060000040801,0.029773000002023764
adult,histdistill_refined,budget_50,seed_0,68,65,5,0.1434090211034795,1.0247814816125072,0.9439530209927867,0.7306775787218953,0.3796560342807794,0.3553662421716397,0.9226132701250696,0.8649970006623537,0.09428090000437805,0.030364800004463177
adult,histdistill_refined,budget_50,seed_0,69,149,3,0.02900057667393205,7.097783968901115,0.654548814074715,0.8238086505177085,3.5174877390231236,0.26502984529816165,0.9074362397748276,0.8018211950416506,0.14352250000229105,0.03776140000263695
adult,histdistill_refined,budget_50,seed_0,70,52,4,0.07132705942225465,4.084462558188429,0.8945081596076094,0.9387547137319522,2.801962915536355,1.1657198907892914,0.9087708408837493,0.8380008789725601,0.07746169999882113,0.029257900001539383
adult,histdistill_refined,budget_50,seed_0,71,70,3,0.030905930728214265,0.7874559744911501,0.9549226510709438,0.7432752190763339,4.672194015868722,0.6121726860056997,0.8968644424356288,0.8479344491980243,0.08500249999633525,0.031077300001925323
adult,histdistill_refined,budget_50,seed_0,72,81,2,0.04431637970817487,1.4525645749544047,0.6862880376364452,0.800416452554923,2.8690090128733217,0.8276397726572686,0.8959268022756086,0.8556086225403001,0.08710229999996955,0.029954199999338016
adult,histdistill_refined,budget_50,seed_0,73,81,3,0.17956451441050977,0.9083234985373563,0.8403701302001139,0.9957147000149467,0.6188795525857146,1.1828386133175839,0.9194932993963834,0.8747616845724348,0.08862860000226647,0.0325583000012557
adult,histdistill_refined,budget_50,seed_0,74,142,4,0.03138802867769925,3.6415233532942812,0.9692257722461183,0.9743017340026278,0.9818797888773146,0.7050225740569096,0.913203889696581,0.837140999418184,0.14328569999634055,0.03585749999911059
adult,histdistill_refined,budget_50,seed_0,75,145,4,0.1613581659577715,7.529444535152255,0.7490342941723093,0.9774902945442894,2.0352360363369986,1.743674235145548,0.9177671180947541,0.8148342935379549,0.13480770000023767,0.03366770000138786
