task,dataset,method,method_label,budget,seed,learner,train_rows,select_seconds,train_seconds,primary_metric,r2,mae,rmse
regression,house_16H,k_center,K-center,budget_25,seed_0,xgboost,25,0.04902120000042487,0.044096199999330565,-0.08949713381959579,-0.08949713381959579,26559.52198364258,53791.05164682181
regression,house_16H,k_center,K-center,budget_25,seed_0,lightgbm,25,0.04490719999921566,0.004811999999219552,-0.10954266763682208,-0.10954266763682208,28074.280966666665,54283.6439066112
regression,house_16H,k_center,K-center,budget_25,seed_0,mlp,25,0.04398570000012114,0.0940085000002,-0.10962929553157119,-0.10962929553157119,28241.977492675782,54285.76297158491
regression,house_16H,k_center,K-center,budget_50,seed_0,xgboost,50,0.06264789999841014,0.06253710000055435,0.25388338204258765,0.25388338204258765,24283.4579103597,44514.3817077959
regression,house_16H,k_center,K-center,budget_50,seed_0,lightgbm,50,0.060112900000603986,0.012413000000378815,0.11206450783529864,0.11206450783529864,27772.358956994583,48561.008440807236
regression,house_16H,k_center,K-center,budget_50,seed_0,mlp,50,0.05602080000062415,0.1627532999991672,-0.15273281986463094,-0.15273281986463094,36273.707098795574,55330.08255322285
regression,house_16H,full_data,Full data,budget_25,seed_0,xgboost,7200,2.719999974942766e-05,0.3879144999991695,0.6058535223788163,0.6058535223788163,17069.192168986003,32353.838545657414
regression,house_16H,full_data,Full data,budget_25,seed_0,lightgbm,7200,3.509999987727497e-05,0.20308900000054564,0.591170074124332,0.591170074124332,17286.09737672402,32950.97943670522
regression,house_16H,full_data,Full data,budget_25,seed_0,mlp,7200,2.559999848017469e-05,22.330033599999297,0.5119659408302404,0.5119659408302404,19052.867688802082,36001.62094312371
regression,house_16H,full_data,Full data,budget_50,seed_0,xgboost,7200,3.980000110459514e-05,0.413613599999735,0.6058535223788163,0.6058535223788163,17069.192168986003,32353.838545657414
regression,house_16H,full_data,Full data,budget_50,seed_0,lightgbm,7200,3.149999974993989e-05,0.22369350000008126,0.591170074124332,0.591170074124332,17286.09737672402,32950.97943670522
regression,house_16H,full_data,Full data,budget_50,seed_0,mlp,7200,5.520000013348181e-05,22.212979899999482,0.5119659408302404,0.5119659408302404,19052.867688802082,36001.62094312371
regression,elevators,histdistill,HistDistill,budget_25,seed_0,xgboost,25,0.35613329999978305,0.03378830000110611,0.15385416260466311,0.15385416260466311,0.0035362927406591667,0.005868694009483426
regression,elevators,histdistill,HistDistill,budget_25,seed_0,lightgbm,25,0.35033950000070035,0.005531800001335796,-0.10128209256739118,-0.10128209256739118,0.003938283334895969,0.006695270744796186
regression,elevators,histdistill,HistDistill,budget_25,seed_0,mlp,25,0.4125657000004139,0.13017609999951674,0.3589606173200498,0.3589606173200498,0.0033297236864517133,0.005108121407648522
regression,elevators,histdistill,HistDistill,budget_50,seed_0,xgboost,50,0.4282949999997072,0.041490699999485514,0.42686427295902885,0.42686427295902885,0.003223145951256156,0.004830005172553169
regression,elevators,histdistill,HistDistill,budget_50,seed_0,lightgbm,50,0.3915729000000283,0.012860400000135996,0.21479800271513205,0.21479800271513205,0.003725985079168666,0.0056533978954796124
regression,elevators,histdistill,HistDistill,budget_50,seed_0,mlp,50,0.3844058999984554,0.15932270000121207,0.507103026467749,0.507103026467749,0.0031507535271594923,0.004479163658252265
regression,elevators,random,Random,budget_25,seed_0,xgboost,25,0.000271999999313266,0.03544799999872339,0.1725254028010339,0.1725254028010339,0.0039975720386455455,0.005803582870096664
regression,elevators,random,Random,budget_25,seed_0,lightgbm,25,0.00030789999982516747,0.004544200000964338,-0.10320327091688508,-0.10320327091688508,0.005335583347144226,0.00670110812488477
regression,elevators,random,Random,budget_25,seed_0,mlp,25,0.00025459999960730784,0.11200400000052468,0.08279225058657358,0.08279225058657358,0.004712406301147615,0.006110161829008462
regression,elevators,random,Random,budget_50,seed_0,xgboost,50,0.0002571000004536472,0.04358940000020084,0.32450150110097886,0.32450150110097886,0.00328099481178758,0.005243618043487799
regression,elevators,random,Random,budget_50,seed_0,lightgbm,50,0.00030750000041734893,0.01586459999998624,0.17100980979778213,0.17100980979778213,0.003859000632705998,0.005808895326637437
regression,elevators,random,Random,budget_50,seed_0,mlp,50,0.0003037000005861046,0.1634809999995923,0.43403480156623064,0.43403480156623064,0.0032530290639648835,0.00479969586051313
regression,elevators,herding,Herding,budget_25,seed_0,xgboost,25,0.014244699999835575,0.032632699998430326,0.19012425427382018,0.19012425427382018,0.0034968781408605478,0.005741535461545703
regression,elevators,herding,Herding,budget_25,seed_0,lightgbm,25,0.0171585000007326,0.0065520999996806495,-0.13572255147508483,-0.13572255147508483,0.003944150000475348,0.006799155593788832
regression,elevators,herding,Herding,budget_25,seed_0,mlp,25,0.017344399999274174,0.10455150000052527,0.3442669816477544,0.3442669816477544,0.003607925467329721,0.005166332830573346
regression,elevators,herding,Herding,budget_50,seed_0,xgboost,50,0.019623700000011013,0.038880000000062864,0.3099037896595307,0.3099037896595307,0.00351576876602446,0.0052999732340364095
regression,elevators,herding,Herding,budget_50,seed_0,lightgbm,50,0.015434900000400376,0.014244699999835575,0.040287564326916936,0.040287564326916936,0.004351516248305928,0.006250135262395994
regression,elevators,herding,Herding,budget_50,seed_0,mlp,50,0.015539799998805393,0.13790329999937967,-0.19274100815118378,-0.19274100815118378,0.005236382864766444,0.0069677399036754736
regression,elevators,k_center,K-center,budget_25,seed_0,xgboost,25,0.046897800000806456,0.034067599999616505,-0.130310616526353,-0.130310616526353,0.0040408757864373425,0.006782936611353534
regression,elevators,k_center,K-center,budget_25,seed_0,lightgbm,25,0.048596699998597614,0.005250000000160071,-0.11360765144168283,-0.11360765144168283,0.003940483335939547,0.006732633259831841
regression,elevators,k_center,K-center,budget_25,seed_0,mlp,25,0.04430630000024394,0.10241160000077798,0.06062761637025982,0.06062761637025982,0.0036188536678161474,0.0061835481834381974
regression,elevators,k_center,K-center,budget_50,seed_0,xgboost,50,0.06915709999884712,0.053082299999005045,-0.003669242560757624,-0.003669242560757624,0.003722448038036625,0.006391667327256436
regression,elevators,k_center,K-center,budget_50,seed_0,lightgbm,50,0.06941809999989346,0.017283500001212815,0.2166254300881847,0.2166254300881847,0.003534219794458705,0.0056468153905133035
regression,elevators,k_center,K-center,budget_50,seed_0,mlp,50,0.0710361000001285,0.15537919999951555,0.2623228977065084,0.2623228977065084,0.0033382227724231784,0.005479639739512958
regression,elevators,full_data,Full data,budget_25,seed_0,xgboost,7200,5.4099999033496715e-05,0.3132664000004297,0.7895181149250136,0.7895181149250136,0.0020270980173970263,0.002927023555023126
regression,elevators,full_data,Full data,budget_25,seed_0,lightgbm,7200,3.740000101970509e-05,0.18967710000106308,0.7894067533166598,0.7894067533166598,0.002024605446008619,0.0029277977664182017
regression,elevators,full_data,Full data,budget_25,seed_0,mlp,7200,4.040000021632295e-05,15.718963799999983,0.8822656486113919,0.8822656486113919,0.001584049687658747,0.002189124456562275
regression,elevators,full_data,Full data,budget_50,seed_0,xgboost,7200,3.870000000461005e-05,0.2951991999998427,0.7895181149250136,0.7895181149250136,0.0020270980173970263,0.002927023555023126
regression,elevators,full_data,Full data,budget_50,seed_0,lightgbm,7200,2.7400001272326335e-05,0.18844759999956295,0.7894067533166598,0.7894067533166598,0.002024605446008619,0.0029277977664182017
regression,elevators,full_data,Full data,budget_50,seed_0,mlp,7200,6.849999954283703e-05,15.518086500000209,0.8822656486113919,0.8822656486113919,0.001584049687658747,0.002189124456562275
regression,wine_quality,histdistill,HistDistill,budget_25,seed_0,xgboost,25,0.2620999999999185,0.040101800001139054,0.08084212005236491,0.08084212005236491,0.6290519395241371,0.8450030313106838
regression,wine_quality,histdistill,HistDistill,budget_25,seed_0,lightgbm,25,0.24889099999927566,0.005140699999174103,-0.08702024002851849,-0.08702024002851849,0.7585846153846155,0.9189291426605043
regression,wine_quality,histdistill,HistDistill,budget_25,seed_0,mlp,25,0.2448376999982429,0.08835440000075323,0.07802726968976192,0.07802726968976192,0.6592566989018367,0.8462959206428298
regression,wine_quality,histdistill,HistDistill,budget_50,seed_0,xgboost,50,0.2467283000005409,0.04639160000078846,0.13099993542268973,0.13099993542268973,0.6287094974517822,0.821623994675898
regression,wine_quality,histdistill,HistDistill,budget_50,seed_0,lightgbm,50,0.25157100000069477,0.01461350000136008,0.09105490168721675,0.09105490168721675,0.6521112909152018,0.8402954955911976
regression,wine_quality,histdistill,HistDistill,budget_50,seed_0,mlp,50,0.26321479999933217,0.1305599000006623,-0.3752557573468447,-0.3752557573468447,0.7866352737866915,1.0336058184186045
regression,wine_quality,random,Random,budget_25,seed_0,xgboost,25,0.00026000000070780516,0.04084310000143887,0.009537612692713915,0.009537612692713915,0.681960520377526,0.8771668360272538
regression,wine_quality,random,Random,budget_25,seed_0,lightgbm,25,0.0002554000002419343,0.005229600001257495,-0.004634213966016043,-0.004634213966016043,0.7025846153846154,0.8834199280244753
regression,wine_quality,random,Random,budget_25,seed_0,mlp,25,0.0003405999996175524,0.14249589999963064,-0.15691627342576808,-0.15691627342576808,0.7389520098612858,0.9480127418030488
regression,wine_quality,random,Random,budget_50,seed_0,xgboost,50,0.00027090000003227033,0.04520749999937834,0.12264091662003951,0.12264091662003951,0.6282232919106117,0.8255661885237653
regression,wine_quality,random,Random,budget_50,seed_0,lightgbm,50,0.0003969000008510193,0.013538700000935933,0.17795387160463916,0.17795387160463916,0.6259266089169739,0.7991187185046685
regression,wine_quality,random,Random,budget_50,seed_0,mlp,50,0.0005909000010433374,0.2009593999991921,-0.046946804811895504,-0.046946804811895504,0.70260443008863,0.901831742469581
regression,wine_quality,herding,Herding,budget_25,seed_0,xgboost,25,0.008454100001472398,0.03553040000042529,0.06858301332364969,0.06858301332364969,0.6567808848160964,0.850619406217842
regression,wine_quality,herding,Herding,budget_25,seed_0,lightgbm,25,0.010131600000022445,0.005144599999766797,-0.041707925694141945,-0.041707925694141945,0.7361846153846154,0.8995725480642288
regression,wine_quality,herding,Herding,budget_25,seed_0,mlp,25,0.009654499999669497,0.09750979999989795,-0.3868969222522014,-0.3868969222522014,0.7915966758361229,1.037971195629707
regression,wine_quality,herding,Herding,budget_50,seed_0,xgboost,50,0.008976999999504187,0.04466430000138644,-0.030081254060741802,-0.030081254060741802,0.7062747485821064,0.8945383239203346
regression,wine_quality,herding,Herding,budget_50,seed_0,lightgbm,50,0.010911499999565422,0.013302600000315579,0.10320203461366495,0.10320203461366495,0.6522478596103138,0.8346617598139112
regression,wine_quality,herding,Herding,budget_50,seed_0,mlp,50,0.010479699998541037,0.15641260000120383,-1.2834793716557997,-1.2834793716557997,0.9932032311879672,1.3318697521927467
regression,wine_quality,k_center,K-center,budget_25,seed_0,xgboost,25,0.0320635999996739,0.04206259999955364,-0.16663303368324245,-0.16663303368324245,0.7549777258359469,0.951985523506623
regression,wine_quality,k_center,K-center,budget_25,seed_0,lightgbm,25,0.038427199999205186,0.004285699998945347,-0.2270764843347719,-0.2270764843347719,0.8033846153846151,0.9763353774348079
regression,wine_quality,k_center,K-center,budget_25,seed_0,mlp,25,0.03354199999921548,0.14332239999930607,-0.10655141561255443,-0.10655141561255443,0.7487430645869328,0.9271478778402598
regression,wine_quality,k_center,K-center,budget_50,seed_0,xgboost,50,0.040544100000261096,0.042961700000887504,-0.010427237005023349,-0.010427237005023349,0.6909450408128591,0.8859632993382587
regression,wine_quality,k_center,K-center,budget_50,seed_0,lightgbm,50,0.048635099999955855,0.012023999999655643,-0.1323122518701414,-0.1323122518701414,0.7354177137308044,0.9378779225622631
regression,wine_quality,k_center,K-center,budget_50,seed_0,mlp,50,0.04740970000057132,0.1797764000002644,0.006191336596050312,0.006191336596050312,0.7001062708634597,0.8786473402112436
regression,wine_quality,full_data,Full data,budget_25,seed_0,xgboost,3897,2.4700000722077675e-05,0.1760429000005388,0.4048298063223369,0.4048298063223369,0.5301753121155959,0.6799606748760143
regression,wine_quality,full_data,Full data,budget_25,seed_0,lightgbm,3897,2.9699998776777647e-05,0.09285079999972368,0.4035822104335306,0.4035822104335306,0.5314410362032014,0.6806729686507577
regression,wine_quality,full_data,Full data,budget_25,seed_0,mlp,3897,2.0399998902576044e-05,11.33385509999971,0.24135336096136595,0.24135336096136595,0.5606084953821623,0.7676848651489228
regression,wine_quality,full_data,Full data,budget_50,seed_0,xgboost,3897,2.3399999918183312e-05,0.1847477000010258,0.4048298063223369,0.4048298063223369,0.5301753121155959,0.6799606748760143
regression,wine_quality,full_data,Full data,budget_50,seed_0,lightgbm,3897,2.4200000552809797e-05,0.08810400000038499,0.4035822104335306,0.4035822104335306,0.5314410362032014,0.6806729686507577
regression,wine_quality,full_data,Full data,budget_50,seed_0,mlp,3897,2.1699999706470408e-05,11.188958400000047,0.24135336096136595,0.24135336096136595,0.5606084953821623,0.7676848651489228
regression,diabetes_regression,histdistill,HistDistill,budget_25,seed_1,xgboost,25,0.06602740000016638,0.03554149999945366,0.03982480480724082,0.03982480480724082,54.656185150146484,71.53142755972482
regression,diabetes_regression,histdistill,HistDistill,budget_25,seed_1,lightgbm,25,0.05994509999982256,0.004417299998749513,-0.09084285542833226,-0.09084285542833226,61.737078651685394,76.24348636757861
regression,diabetes_regression,histdistill,HistDistill,budget_25,seed_1,mlp,25,0.0645896999994875,0.07536170000093989,0.20766639514471752,0.20766639514471752,48.291092776180655,64.97939883796417
regression,diabetes_regression,histdistill,HistDistill,budget_50,seed_1,xgboost,50,0.06776720000016212,0.034340999998676125,0.34677391547238023,0.34677391547238023,44.03672726234693,59.00019003829574
regression,diabetes_regression,histdistill,HistDistill,budget_50,seed_1,lightgbm,50,0.08039959999950952,0.009291299998949398,0.34036109584644825,0.34036109584644825,45.8072003587273,59.289089637860485
regression,diabetes_regression,histdistill,HistDistill,budget_50,seed_1,mlp,50,0.06639840000025288,0.11530630000015663,0.09688051038476841,0.09688051038476841,54.47262727544549,69.37360424856521
regression,diabetes_regression,random,Random,budget_25,seed_1,xgboost,25,0.00016509999841218814,0.034142699998483295,0.05887933567498549,0.05887933567498549,53.72927577843827,70.818105729024
regression,diabetes_regression,random,Random,budget_25,seed_1,lightgbm,25,0.00015999999959603883,0.0037496999993891222,-0.021253153652193157,-0.021253153652193157,61.15101123595505,73.77145625039111
regression,diabetes_regression,random,Random,budget_25,seed_1,mlp,25,0.00029549999999289867,0.07009149999976216,0.13024518250397688,0.13024518250397688,50.18741787685437,68.0800823925428
regression,diabetes_regression,random,Random,budget_50,seed_1,xgboost,50,0.00024160000066331122,0.03279900000052294,0.1842783109775209,0.1842783109775209,49.46918050358804,65.93145440526244
regression,diabetes_regression,random,Random,budget_50,seed_1,lightgbm,50,0.00018989999989571515,0.00980830000116839,0.3234995176939405,0.3234995176939405,46.038007869549666,60.042076911214146
regression,diabetes_regression,random,Random,budget_50,seed_1,mlp,50,0.0001677999989624368,0.11854560000028869,0.07689160562681807,0.07689160562681807,54.15841726238808,70.13713172679228
regression,diabetes_regression,herding,Herding,budget_25,seed_1,xgboost,25,0.003904299999703653,0.02415819999987434,0.19183731559274086,0.19183731559274086,50.756412634688814,65.62526166545186
regression,diabetes_regression,herding,Herding,budget_25,seed_1,lightgbm,25,0.004129000000830274,0.003313900000648573,-0.09150466424519954,-0.09150466424519954,61.743370786516856,76.26661112855157
regression,diabetes_regression,herding,Herding,budget_25,seed_1,mlp,25,0.003627000000051339,0.08634329999949841,-0.19701979644174883,-0.19701979644174883,64.05884449133713,79.86790958882806
regression,diabetes_regression,herding,Herding,budget_50,seed_1,xgboost,50,0.003850000000966247,0.03978119999919727,0.2683098520156473,0.2683098520156473,46.88179560457723,62.44321493041791
regression,diabetes_regression,herding,Herding,budget_50,seed_1,lightgbm,50,0.003686399999423884,0.011894899998878827,0.2746897801484681,0.2746897801484681,46.88801811063046,62.17038397103631
regression,diabetes_regression,herding,Herding,budget_50,seed_1,mlp,50,0.004786299999977928,0.16801809999924444,-0.8922131717991049,-0.8922131717991049,76.40585652897867,100.41687036744132
regression,diabetes_regression,k_center,K-center,budget_25,seed_1,xgboost,25,0.023653599999306607,0.03181420000146318,0.24369600038275296,0.24369600038275296,46.42082638686962,63.48481374277645
regression,diabetes_regression,k_center,K-center,budget_25,seed_1,lightgbm,25,0.018721200000072713,0.004621500000212109,-0.10242027254937347,-0.10242027254937347,61.84404494382022,76.64701511371918
regression,diabetes_regression,k_center,K-center,budget_25,seed_1,mlp,25,0.01939490000040678,0.08019199999944249,0.17731780554054577,0.17731780554054577,48.053513173306925,66.21215150531484
regression,diabetes_regression,k_center,K-center,budget_50,seed_1,xgboost,50,0.02151430000049004,0.035054700001637684,0.24659526190137182,0.24659526190137182,47.951677558127415,63.363013638379805
regression,diabetes_regression,k_center,K-center,budget_50,seed_1,lightgbm,50,0.027643900000839494,0.009635100001105457,0.33791226131834395,0.33791226131834395,45.62455781445989,59.39903969454869
regression,diabetes_regression,k_center,K-center,budget_50,seed_1,mlp,50,0.03598520000014105,0.19243619999906514,0.1602319432513437,0.1602319432513437,49.79925897148218,66.89618120789149
regression,diabetes_regression,full_data,Full data,budget_25,seed_1,xgboost,264,1.2900000001536682e-05,0.06557360000078916,0.31597276598556856,0.31597276598556856,45.638620483741335,60.37516738165299
regression,diabetes_regression,full_data,Full data,budget_25,seed_1,lightgbm,264,1.0599998859106563e-05,0.028698500000245986,0.3416742606214822,0.3416742606214822,44.88972937466785,59.23004587166073
regression,diabetes_regression,full_data,Full data,budget_25,seed_1,mlp,264,1.2799999240087345e-05,0.922496900000624,0.04921290200247974,0.04921290200247974,52.93438497821936,71.18086988302777
regression,diabetes_regression,full_data,Full data,budget_50,seed_1,xgboost,264,9.700001101009548e-06,0.06760299999950803,0.31597276598556856,0.31597276598556856,45.638620483741335,60.37516738165299
regression,diabetes_regression,full_data,Full data,budget_50,seed_1,lightgbm,264,2.3999999029911123e-05,0.026179700000284356,0.3416742606214822,0.3416742606214822,44.88972937466785,59.23004587166073
regression,diabetes_regression,full_data,Full data,budget_50,seed_1,mlp,264,2.5800000003073364e-05,0.9272068000009313,0.04921290200247974,0.04921290200247974,52.93438497821936,71.18086988302777
regression,california_housing,histdistill,HistDistill,budget_25,seed_1,xgboost,25,0.30172769999990123,0.03148150000015448,0.33759018245799444,0.33759018245799444,0.6592371070787668,0.9374553841048908
regression,california_housing,histdistill,HistDistill,budget_25,seed_1,lightgbm,25,0.2985336000001553,0.003987699999925098,-0.10194372358458637,-0.10194372358458637,0.877236371242539,1.2091131243917617
regression,california_housing,histdistill,HistDistill,budget_25,seed_1,mlp,25,0.30362979999881645,0.08542920000036247,-2.3147125126474384,-2.3147125126474384,0.7101587069287458,2.0970566434511015
regression,california_housing,histdistill,HistDistill,budget_50,seed_1,xgboost,50,0.31003489999966405,0.04643729999952484,0.5642807727415852,0.5642807727415852,0.5547026151046436,0.7603098026035496
regression,california_housing,histdistill,HistDistill,budget_50,seed_1,lightgbm,50,0.29277969999930065,0.012933399999383255,0.3390204038379654,0.3390204038379654,0.7262208832607688,0.936442798542575
regression,california_housing,histdistill,HistDistill,budget_50,seed_1,mlp,50,0.29261200000109966,0.107421600001544,-1.6200301571454592,-1.6200301571454592,0.6701817095004876,1.8644054876558873
regression,california_housing,random,Random,budget_25,seed_1,xgboost,25,0.00020279999989725184,0.027408599999034777,0.15782329753498503,0.15782329753498503,0.807623517344133,1.0570337133477272
regression,california_housing,random,Random,budget_25,seed_1,lightgbm,25,0.00019380000048840884,0.0038444000001618406,-0.001488470446967094,-0.001488470446967094,0.912279417838192,1.1526838394087635
regression,california_housing,random,Random,budget_25,seed_1,mlp,25,0.0003120000001217704,0.10555480000039097,-4.8595634014684,-4.8595634014684,0.6764182092271327,2.7881738928211064
regression,california_housing,random,Random,budget_50,seed_1,xgboost,50,0.00024360000134038273,0.04460090000065975,0.5097583295837389,0.5097583295837389,0.6123071724358559,0.8064776554358646
regression,california_housing,random,Random,budget_50,seed_1,lightgbm,50,0.00022489999901154079,0.012839600000006612,0.3393608163620202,0.3393608163620202,0.7280919671652638,0.9362016277767925
regression,california_housing,random,Random,budget_50,seed_1,mlp,50,0.0002547000003687572,0.1372401999997237,-2.4082472116165623,-2.4082472116165623,0.8562374384724935,2.1264382295481488
regression,california_housing,herding,Herding,budget_25,seed_1,xgboost,25,0.010908899999776622,0.027537500000107684,0.4110144527835039,0.4110144527835039,0.6328133917052905,0.8839741119797279
regression,california_housing,herding,Herding,budget_25,seed_1,lightgbm,25,0.009074499999769614,0.0036344000000099186,-0.11160955836466369,-0.11160955836466369,0.8786982053438188,1.21440448843779
regression,california_housing,herding,Herding,budget_25,seed_1,mlp,25,0.01175149999835412,0.0920352000011917,-2.649739726664357,-2.649739726664357,0.9240168626285234,2.200483796113288
regression,california_housing,herding,Herding,budget_50,seed_1,xgboost,50,0.010781800001495867,0.05219039999974484,0.46448487651459935,0.46448487651459935,0.6503496272744099,0.8428942624005883
regression,california_housing,herding,Herding,budget_50,seed_1,lightgbm,50,0.014818900001046131,0.013159199999790872,0.32564375472112983,0.32564375472112983,0.7296688207299886,0.9458710196680357
regression,california_housing,herding,Herding,budget_50,seed_1,mlp,50,0.011360700000295765,0.12461989999974321,-2.4623789300774055,-2.4623789300774055,0.8612970775645892,2.143258355950284
regression,california_housing,k_center,K-center,budget_25,seed_1,xgboost,25,0.04011910000008356,0.03148719999990135,0.20101430639752693,0.20101430639752693,0.7573940189413587,1.029572013989704
regression,california_housing,k_center,K-center,budget_25,seed_1,lightgbm,25,0.028805399999328074,0.0037132000015844824,-0.11091452570555926,-0.11091452570555926,0.8785832698439915,1.2140247765366132
regression,california_housing,k_center,K-center,budget_25,seed_1,mlp,25,0.0337534999998752,0.14705510000021604,0.3177004174677269,0.3177004174677269,0.6777354051072756,0.9514254848697136
regression,california_housing,k_center,K-center,budget_50,seed_1,xgboost,50,0.03901109999969776,0.033353400000123656,0.3569971301680659,0.3569971301680659,0.6700549540246883,0.9236207540684638
regression,california_housing,k_center,K-center,budget_50,seed_1,lightgbm,50,0.04262860000017099,0.011498199999550707,0.2667747069751969,0.2667747069751969,0.7889676607533054,0.9862929898628698
regression,california_housing,k_center,K-center,budget_50,seed_1,mlp,50,0.045547699999588076,0.23594380000031379,0.06937006416850344,0.06937006416850344,0.8246022885780017,1.1111577935605772
regression,california_housing,full_data,Full data,budget_25,seed_1,xgboost,7200,2.5999999706982635e-05,0.2477597999986756,0.7907732151686212,0.7907732151686212,0.3610672144065142,0.5268607771402085
regression,california_housing,full_data,Full data,budget_25,seed_1,lightgbm,7200,2.4900000425986946e-05,0.1400324999995064,0.7909597016998865,0.7909597016998865,0.36078498314734586,0.5266259258948324
regression,california_housing,full_data,Full data,budget_25,seed_1,mlp,7200,3.740000101970509e-05,13.73908830000073,0.7831313771156895,0.7831313771156895,0.3630435473350366,0.5363960713145856
regression,california_housing,full_data,Full data,budget_50,seed_1,xgboost,7200,2.59000007645227e-05,0.25124199999845587,0.7907732151686212,0.7907732151686212,0.3610672144065142,0.5268607771402085
regression,california_housing,full_data,Full data,budget_50,seed_1,lightgbm,7200,5.18000015290454e-05,0.13710449999962293,0.7909597016998865,0.7909597016998865,0.36078498314734586,0.5266259258948324
regression,california_housing,full_data,Full data,budget_50,seed_1,mlp,7200,3.219999962311704e-05,13.810337200000504,0.7829125433941111,0.7829125433941111,0.36339242753820417,0.5366666313213829
regression,abalone,histdistill,HistDistill,budget_25,seed_1,xgboost,25,0.13710749999881955,0.028088799999750336,0.21131369109259057,0.21131369109259057,1.8866057703939922,2.778915436762233
regression,abalone,histdistill,HistDistill,budget_25,seed_1,lightgbm,25,0.14837640000041574,0.004699299999629147,-0.10554952977373877,-0.10554952977373877,2.3517224880382774,3.2901241232530247
regression,abalone,histdistill,HistDistill,budget_25,seed_1,mlp,25,0.16967359999944165,0.13689359999989392,0.3924946598912097,0.3924946598912097,1.6811370313452763,2.4389237917840396
regression,abalone,histdistill,HistDistill,budget_50,seed_1,xgboost,50,0.17090310000094178,0.049263900000369176,0.33317714586422875,0.33317714586422875,1.8472796535948246,2.555220707848234
regression,abalone,histdistill,HistDistill,budget_50,seed_1,lightgbm,50,0.14563249999991967,0.010929599999144557,0.2897441585893954,0.2897441585893954,1.9640235041654412,2.6371242201974705
regression,abalone,histdistill,HistDistill,budget_50,seed_1,mlp,50,0.1438940999996703,0.17014639999979408,0.2591024044661432,0.2591024044661432,1.9546369086041975,2.6934087894792644
regression,abalone,random,Random,budget_25,seed_1,xgboost,25,0.00025240000104531646,0.03465610000057495,0.2054227058553334,0.2054227058553334,2.0207930084620935,2.789274494518367
regression,abalone,random,Random,budget_25,seed_1,lightgbm,25,0.00017939999997906853,0.0034328999990975717,-0.030157012681941486,-0.030157012681941486,2.445885167464115,3.1759590346025695
regression,abalone,random,Random,budget_25,seed_1,mlp,25,0.000246300000071642,0.11509730000034324,0.030319312107031315,0.030319312107031315,2.265405054297744,3.081325326077917
regression,abalone,random,Random,budget_50,seed_1,xgboost,50,0.0002387000004091533,0.04522969999925408,0.37831446229767973,0.37831446229767973,1.7357325143220892,2.467223895415641
regression,abalone,random,Random,budget_50,seed_1,lightgbm,50,0.00018669999917619862,0.01007710000158113,0.27766339112053295,0.27766339112053295,1.9263723582776702,2.6594571262562985
regression,abalone,random,Random,budget_50,seed_1,mlp,50,0.0002784000007522991,0.2619119999999384,0.14322058446086916,0.14322058446086916,2.1396565129312033,2.8963943543661643
regression,abalone,herding,Herding,budget_25,seed_1,xgboost,25,0.005475400001159869,0.02679580000040005,0.11127731397407514,0.11127731397407514,2.0645109871357823,2.9498933410932198
regression,abalone,herding,Herding,budget_25,seed_1,lightgbm,25,0.004955599999448168,0.00401150000107009,-0.11401899586377362,-0.11401899586377362,2.365502392344497,3.3027026775167867
regression,abalone,herding,Herding,budget_25,seed_1,mlp,25,0.00697069999841915,0.19308619999901566,-0.27651675362454675,-0.27651675362454675,2.466239353116049,3.535382760837115
regression,abalone,herding,Herding,budget_50,seed_1,xgboost,50,0.008010499999727472,0.035690700000486686,0.22710343116564968,0.22710343116564968,2.024667134125267,2.750957430707573
regression,abalone,herding,Herding,budget_50,seed_1,lightgbm,50,0.008571399999709683,0.013605500000267057,0.19628215306235763,0.19628215306235763,2.0967012098073186,2.805272061227126
regression,abalone,herding,Herding,budget_50,seed_1,mlp,50,0.009698500000013155,0.32509620000018913,0.2093249384803546,0.2093249384803546,1.8947578041177047,2.7824168895591868
regression,abalone,k_center,K-center,budget_25,seed_1,xgboost,25,0.03511650000109512,0.03854270000010729,-0.16837060412586013,-0.16837060412586013,2.5090542680909187,3.3823106354257653
regression,abalone,k_center,K-center,budget_25,seed_1,lightgbm,25,0.029695600000195554,0.004084599999259808,-0.15116502253698716,-0.15116502253698716,2.420622009569378,3.3573140893781206
regression,abalone,k_center,K-center,budget_25,seed_1,mlp,25,0.03835040000012668,0.2800248000003194,-0.2171508470491057,-0.2171508470491057,2.6627522615724772,3.452195508575437
regression,abalone,k_center,K-center,budget_50,seed_1,xgboost,50,0.046484300000884105,0.048327799999242416,-0.01902183001604474,-0.01902183001604474,2.3499061838861857,3.158747594901509
regression,abalone,k_center,K-center,budget_50,seed_1,lightgbm,50,0.042194300000119256,0.01208039999983157,0.13753448886918285,0.13753448886918285,2.068613547719675,2.9059895549332357
regression,abalone,k_center,K-center,budget_50,seed_1,mlp,50,0.03849809999883291,0.2773749999996653,0.10864924076376126,0.10864924076376126,2.3048227426538057,2.9542517382170685
regression,abalone,full_data,Full data,budget_25,seed_1,xgboost,2505,1.9499999325489625e-05,0.12422960000003513,0.5307897818333867,0.5307897818333867,1.509711411581085,2.1434181851628886
regression,abalone,full_data,Full data,budget_25,seed_1,lightgbm,2505,1.7700000171316788e-05,0.058533100000204286,0.5251182550140917,0.5251182550140917,1.5187353057749546,2.1563334400483742
