dataset,method,budget,seed,trial,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,full_val_auc,distilled_val_auc,full_seconds,distilled_seconds
pc1,histdistill_refined,budget_50,seed_0,23,77,3,0.04020097014844,4.363432781818305,0.7778497698462112,0.6650817417221085,6.710574506675065,0.0609296162497901,0.8880461165048544,0.850879854368932,0.0398916000049212,0.02848019999510143
pc1,histdistill_refined,budget_50,seed_0,24,107,2,0.0627041418699791,0.8897178280189117,0.7672972631551334,0.8486478346766693,6.4590491831002605,1.8726244485156895,0.8762135922330097,0.8722694174757282,0.04120140000304673,0.03132029999687802
pc1,histdistill_refined,budget_50,seed_0,25,106,2,0.1347452721295592,0.796250688820678,0.9340015053761317,0.7537215262468697,1.9105704458251394,1.4375864100550535,0.8904733009708738,0.8557342233009709,0.041298900003312156,0.034086400002706796
pc1,histdistill_refined,budget_50,seed_0,26,72,5,0.17290401703191316,1.073203311590882,0.8699079605360369,0.908741278472962,0.07490013810772103,1.3259226755376978,0.8740898058252426,0.868628640776699,0.042097999998077285,0.032209299999522045
pc1,histdistill_refined,budget_50,seed_0,27,90,3,0.0343852879928878,2.294033137475496,0.8116592589771487,0.8519779415359672,1.2996708924965126,0.9973377226970035,0.8962378640776699,0.8602851941747572,0.046685299996170215,0.033755500000552274
pc1,histdistill_refined,budget_50,seed_0,28,90,5,0.035519891665864084,1.1135501986527672,0.7746775744130298,0.9210337070275314,1.3685872646766724,0.412845360125623,0.8935072815533981,0.8592233009708737,0.05750990000524325,0.04017100000055507
pc1,histdistill_refined,budget_50,seed_0,29,138,4,0.11465784725496216,4.23090373970901,0.6774305167227652,0.7242487020890204,4.704419427834533,1.7588641197434214,0.8831917475728155,0.8319174757281553,0.047582400002283975,0.0322468000013032
pc1,histdistill_refined,budget_50,seed_0,30,83,2,0.0742424471154335,1.0357910759229405,0.7956996700481458,0.6573306954568421,0.2089312355016878,0.5413618028918203,0.8713592233009709,0.8649878640776699,0.03968149999855086,0.03110999999626074
pc1,histdistill_refined,budget_50,seed_0,31,89,5,0.07980424299367797,0.81793946166721,0.7996475898894689,0.8225276567664839,1.269954540923059,1.0648956996967174,0.8856189320388349,0.8719660194174758,0.05401490000076592,0.03970780000236118
pc1,histdistill_refined,budget_50,seed_0,32,140,3,0.046173517175963595,2.4622854733247332,0.9915412047847552,0.8435454375351757,4.508698573626911,0.030544870367298138,0.8944174757281553,0.8619538834951456,0.059323700006643776,0.043696900000213645
pc1,histdistill_refined,budget_50,seed_0,33,52,2,0.1378268083152085,2.424843415238479,0.8206453275229635,0.7790815010384651,0.22375413110447592,1.357659593107099,0.8680218446601942,0.8407160194174758,0.033010499995725695,0.02745359999971697
pc1,histdistill_refined,budget_50,seed_0,34,122,3,0.05903109875764826,4.309119631590244,0.9811640403822783,0.9977798986951258,0.5858431659710089,0.2763381100010138,0.8561893203883495,0.8155339805825244,0.05071650000172667,0.03694730000279378
pc1,histdistill_refined,budget_50,seed_0,35,86,2,0.06637817028794266,0.6178891588135744,0.6911995779938206,0.7321936778214475,7.681425347112045,0.3244571150411317,0.8819781553398057,0.8595266990291263,0.03589049999573035,0.030370799999218434
pc1,histdistill_refined,budget_50,seed_0,36,83,2,0.15247239592658,2.80554093659376,0.9089652458227937,0.7741567094146276,5.7180624979783685,1.9522012707141367,0.8912317961165048,0.8662014563106796,0.0363839999990887,0.027933400000620168
pc1,histdistill_refined,budget_50,seed_0,37,90,4,0.17538411132807255,2.032390197962631,0.8039090993770489,0.9249019005109655,1.315131457556373,0.4010607133664714,0.8464805825242718,0.8662014563106796,0.04982200000085868,0.035753800002567004
pc1,histdistill_refined,budget_50,seed_0,38,128,4,0.02582564864261945,5.667212920074094,0.8398560601687299,0.6661654599902009,5.8331506411054885,1.9988729355423693,0.8760618932038835,0.8417779126213593,0.04682399999728659,0.03194410000287462
pc1,histdistill_refined,budget_50,seed_0,39,127,4,0.058577066955897185,2.576972475866255,0.6535811657548346,0.6879572630544499,0.2682455217048445,0.8225373769772484,0.8422330097087378,0.8646844660194174,0.055245299998205155,0.038831699996080715
pc1,histdistill_refined,budget_50,seed_0,40,92,5,0.0350196816889197,0.6898807663861452,0.8941123766580237,0.9608112419954375,4.343723507959492,1.4838324020628173,0.9077669902912622,0.862257281553398,0.05415270000230521,0.03268110000499291
pc1,histdistill_refined,budget_50,seed_0,41,78,5,0.07007232663887569,4.280784148671262,0.7960121020358317,0.7736394812158058,5.087813441242937,0.8614140074896055,0.8762135922330098,0.8372269417475728,0.043043800003943034,0.030464600000414066
pc1,histdistill_refined,budget_50,seed_0,42,65,4,0.06668891452118016,0.6824766992501894,0.6944066272672962,0.8285429052144501,1.8145836790824772,1.4849684233464808,0.9004854368932039,0.875,0.040568600001279265,0.03417329999501817
pc1,histdistill_refined,budget_50,seed_0,43,97,3,0.025458722371023163,2.1937904168876816,0.7163484471552718,0.7620419886311385,0.8861186287288828,0.7836659446215954,0.8746966019417476,0.8665048543689321,0.04717799999343697,0.03649130000121659
pc1,histdistill_refined,budget_50,seed_0,44,141,3,0.027618501101394365,0.8305055182991228,0.9446634543131738,0.8291584995778531,4.465556896739767,1.7146020017731938,0.9098907766990292,0.8666565533980582,0.05344229999900563,0.03698650000296766
pc1,histdistill_refined,budget_50,seed_0,45,69,2,0.055020858744791366,2.148177492260606,0.684130302372374,0.6798746566042696,3.5785520866313774,1.6534272403176304,0.8743932038834952,0.8662014563106796,0.03569900000002235,0.030087600003753323
pc1,histdistill_refined,budget_50,seed_0,46,80,3,0.10085978039310683,2.10195595613612,0.9116787319158036,0.7603147861965487,0.5543738219810032,1.7859126614262515,0.9001820388349515,0.8698422330097088,0.03642009999748552,0.031070000004547182
pc1,histdistill_refined,budget_50,seed_0,47,89,5,0.04609799205236661,5.764055886055104,0.7895516277546772,0.8888329806955391,1.850225351320238,0.8033699378500203,0.8913834951456311,0.8349514563106796,0.04250279999541817,0.028237399994395673
pc1,histdistill_refined,budget_50,seed_0,48,135,5,0.06264712685118293,7.173885942594409,0.977844627161813,0.9650928960035017,5.024467242673282,0.29409309188348365,0.8722694174757283,0.8229672330097086,0.058310400003392715,0.0332263000018429
