dataset,method,method_label,budget,seed,split_regret,split_regret_norm,split_regret_mean,split_regret_norm_mean,split_regret_root,split_regret_root_norm,split_regret_agreement,split_regret_weighted_agreement,split_regret_states,split_regret_depth_0_norm,split_regret_depth_0_agreement,split_regret_depth_1_norm,split_regret_depth_1_agreement,split_regret_depth_2_norm,split_regret_depth_2_agreement
qsar_biodeg,herding,Herding,budget_50,seed_2,0.8168217031245684,0.8168217031245684,0.8168217031245684,0.8168217031245684,0.8168217031245684,0.8168217031245684,0.0,0.0,1.0,0.8168217031245684,0.0,,,,
qsar_biodeg,random,Random,budget_25,seed_0,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.0,0.0,1.0,0.6262289844931204,0.0,,,,
qsar_biodeg,random,Random,budget_25,seed_1,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.0,0.0,1.0,0.50555874576887,0.0,,,,
qsar_biodeg,random,Random,budget_25,seed_2,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.0,0.0,1.0,0.41273876761091455,0.0,,,,
qsar_biodeg,random,Random,budget_50,seed_0,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.6262289844931204,0.0,0.0,1.0,0.6262289844931204,0.0,,,,
qsar_biodeg,random,Random,budget_50,seed_1,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.0,0.0,1.0,0.50555874576887,0.0,,,,
qsar_biodeg,random,Random,budget_50,seed_2,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.41273876761091455,0.0,0.0,1.0,0.41273876761091455,0.0,,,,
qsar_biodeg,goss_coreset,GOSS coreset,budget_25,seed_0,0.49540017008514503,0.49540017008514503,0.49540017008514503,0.49540017008514503,0.49540017008514503,0.49540017008514503,0.0,0.0,1.0,0.49540017008514503,0.0,,,,
qsar_biodeg,goss_coreset,GOSS coreset,budget_25,seed_1,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.0,0.0,1.0,0.6485216519817023,0.0,,,,
qsar_biodeg,goss_coreset,GOSS coreset,budget_25,seed_2,0.79889994289602,0.79889994289602,0.79889994289602,0.79889994289602,0.79889994289602,0.79889994289602,0.0,0.0,1.0,0.79889994289602,0.0,,,,
qsar_biodeg,goss_coreset,GOSS coreset,budget_50,seed_0,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.0,0.0,1.0,0.45297659919441996,0.0,,,,
qsar_biodeg,goss_coreset,GOSS coreset,budget_50,seed_1,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.6485216519817023,0.0,0.0,1.0,0.6485216519817023,0.0,,,,
qsar_biodeg,goss_coreset,GOSS coreset,budget_50,seed_2,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.0,0.0,1.0,0.6962629876501751,0.0,,,,
qsar_biodeg,mvs_coreset,MVS coreset,budget_25,seed_0,0.6966645142739196,0.6966645142739196,0.6966645142739196,0.6966645142739196,0.6966645142739196,0.6966645142739196,0.0,0.0,1.0,0.6966645142739196,0.0,,,,
qsar_biodeg,mvs_coreset,MVS coreset,budget_25,seed_1,0.39924550048292207,0.39924550048292207,0.39924550048292207,0.39924550048292207,0.39924550048292207,0.39924550048292207,0.0,0.0,1.0,0.39924550048292207,0.0,,,,
qsar_biodeg,mvs_coreset,MVS coreset,budget_25,seed_2,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.0,0.0,1.0,0.6832123743825487,0.0,,,,
qsar_biodeg,mvs_coreset,MVS coreset,budget_50,seed_0,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.0,0.0,1.0,0.5451457145742309,0.0,,,,
qsar_biodeg,mvs_coreset,MVS coreset,budget_50,seed_1,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.0,0.0,1.0,0.50555874576887,0.0,,,,
qsar_biodeg,mvs_coreset,MVS coreset,budget_50,seed_2,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.6832123743825487,0.0,0.0,1.0,0.6832123743825487,0.0,,,,
qsar_biodeg,craig_coreset,CRAIG-style,budget_25,seed_0,0.38481732094307264,0.38481732094307264,0.38481732094307264,0.38481732094307264,0.38481732094307264,0.38481732094307264,0.0,0.0,1.0,0.38481732094307264,0.0,,,,
qsar_biodeg,craig_coreset,CRAIG-style,budget_25,seed_1,0.6484153454747121,0.6484153454747121,0.6484153454747121,0.6484153454747121,0.6484153454747121,0.6484153454747121,0.0,0.0,1.0,0.6484153454747121,0.0,,,,
qsar_biodeg,craig_coreset,CRAIG-style,budget_25,seed_2,0.8026004776760006,0.8026004776760006,0.8026004776760006,0.8026004776760006,0.8026004776760006,0.8026004776760006,0.0,0.0,1.0,0.8026004776760006,0.0,,,,
qsar_biodeg,craig_coreset,CRAIG-style,budget_50,seed_0,0.4193787565015802,0.4193787565015802,0.4193787565015802,0.4193787565015802,0.4193787565015802,0.4193787565015802,0.0,0.0,1.0,0.4193787565015802,0.0,,,,
qsar_biodeg,craig_coreset,CRAIG-style,budget_50,seed_1,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.0,0.0,1.0,0.5655382300032916,0.0,,,,
qsar_biodeg,craig_coreset,CRAIG-style,budget_50,seed_2,0.575010456732009,0.575010456732009,0.575010456732009,0.575010456732009,0.575010456732009,0.575010456732009,0.0,0.0,1.0,0.575010456732009,0.0,,,,
qsar_biodeg,gradmatch_coreset,GradMatch-style,budget_25,seed_0,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.0,0.0,1.0,0.470943449762508,0.0,,,,
qsar_biodeg,gradmatch_coreset,GradMatch-style,budget_25,seed_1,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.0,0.0,1.0,0.5655382300032916,0.0,,,,
qsar_biodeg,gradmatch_coreset,GradMatch-style,budget_25,seed_2,0.6687480707193698,0.6687480707193698,0.6687480707193698,0.6687480707193698,0.6687480707193698,0.6687480707193698,0.0,0.0,1.0,0.6687480707193698,0.0,,,,
qsar_biodeg,gradmatch_coreset,GradMatch-style,budget_50,seed_0,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.5451457145742309,0.0,0.0,1.0,0.5451457145742309,0.0,,,,
qsar_biodeg,gradmatch_coreset,GradMatch-style,budget_50,seed_1,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.5655382300032916,0.0,0.0,1.0,0.5655382300032916,0.0,,,,
qsar_biodeg,gradmatch_coreset,GradMatch-style,budget_50,seed_2,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.0,0.0,1.0,0.4357405896164167,0.0,,,,
qsar_biodeg,grand_coreset,GraNd,budget_25,seed_0,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.0,0.0,1.0,0.08717316206784498,0.0,,,,
qsar_biodeg,grand_coreset,GraNd,budget_25,seed_1,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.0,0.0,1.0,0.5957162171377341,0.0,,,,
qsar_biodeg,grand_coreset,GraNd,budget_25,seed_2,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.0,0.0,1.0,0.8165985839656904,0.0,,,,
qsar_biodeg,grand_coreset,GraNd,budget_50,seed_0,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.0,0.0,1.0,0.7386979939622318,0.0,,,,
qsar_biodeg,grand_coreset,GraNd,budget_50,seed_1,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.0,0.0,1.0,0.4391515271131189,0.0,,,,
qsar_biodeg,grand_coreset,GraNd,budget_50,seed_2,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.0,0.0,1.0,0.7211193644516708,0.0,,,,
qsar_biodeg,el2n_coreset,EL2N,budget_25,seed_0,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.08717316206784498,0.0,0.0,1.0,0.08717316206784498,0.0,,,,
qsar_biodeg,el2n_coreset,EL2N,budget_25,seed_1,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.5957162171377341,0.0,0.0,1.0,0.5957162171377341,0.0,,,,
qsar_biodeg,el2n_coreset,EL2N,budget_25,seed_2,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.0,0.0,1.0,0.8165985839656904,0.0,,,,
qsar_biodeg,el2n_coreset,EL2N,budget_50,seed_0,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.0,0.0,1.0,0.7386979939622318,0.0,,,,
qsar_biodeg,el2n_coreset,EL2N,budget_50,seed_1,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.4391515271131189,0.0,0.0,1.0,0.4391515271131189,0.0,,,,
qsar_biodeg,el2n_coreset,EL2N,budget_50,seed_2,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.7211193644516708,0.0,0.0,1.0,0.7211193644516708,0.0,,,,
qsar_biodeg,distribution_matching,DistributionMatching,budget_25,seed_0,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.0,0.0,1.0,0.470943449762508,0.0,,,,
qsar_biodeg,distribution_matching,DistributionMatching,budget_25,seed_1,0.16725685457879458,0.16725685457879458,0.16725685457879458,0.16725685457879458,0.16725685457879458,0.16725685457879458,0.0,0.0,1.0,0.16725685457879458,0.0,,,,
qsar_biodeg,distribution_matching,DistributionMatching,budget_25,seed_2,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.0,0.0,1.0,0.4357405896164167,0.0,,,,
qsar_biodeg,distribution_matching,DistributionMatching,budget_50,seed_0,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.45297659919441996,0.0,0.0,1.0,0.45297659919441996,0.0,,,,
qsar_biodeg,distribution_matching,DistributionMatching,budget_50,seed_1,0.33623880136911444,0.33623880136911444,0.33623880136911444,0.33623880136911444,0.33623880136911444,0.33623880136911444,0.0,0.0,1.0,0.33623880136911444,0.0,,,,
qsar_biodeg,distribution_matching,DistributionMatching,budget_50,seed_2,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.8165985839656904,0.0,0.0,1.0,0.8165985839656904,0.0,,,,
qsar_biodeg,k_center,K-center,budget_25,seed_0,0.41177724113873204,0.41177724113873204,0.41177724113873204,0.41177724113873204,0.41177724113873204,0.41177724113873204,0.0,0.0,1.0,0.41177724113873204,0.0,,,,
qsar_biodeg,k_center,K-center,budget_25,seed_1,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.0,0.0,1.0,0.2828739827455613,0.0,,,,
qsar_biodeg,k_center,K-center,budget_25,seed_2,0.774002939705173,0.774002939705173,0.774002939705173,0.774002939705173,0.774002939705173,0.774002939705173,0.0,0.0,1.0,0.774002939705173,0.0,,,,
qsar_biodeg,k_center,K-center,budget_50,seed_0,0.7241792416497107,0.7241792416497107,0.7241792416497107,0.7241792416497107,0.7241792416497107,0.7241792416497107,0.0,0.0,1.0,0.7241792416497107,0.0,,,,
qsar_biodeg,k_center,K-center,budget_50,seed_1,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.2828739827455613,0.0,0.0,1.0,0.2828739827455613,0.0,,,,
qsar_biodeg,k_center,K-center,budget_50,seed_2,0.7975607540361184,0.7975607540361184,0.7975607540361184,0.7975607540361184,0.7975607540361184,0.7975607540361184,0.0,0.0,1.0,0.7975607540361184,0.0,,,,
qsar_biodeg,gradient_sampling,Gradient sampling,budget_25,seed_0,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.0,0.0,1.0,0.7386979939622318,0.0,,,,
qsar_biodeg,gradient_sampling,Gradient sampling,budget_25,seed_1,0.6426962387077684,0.6426962387077684,0.6426962387077684,0.6426962387077684,0.6426962387077684,0.6426962387077684,0.0,0.0,1.0,0.6426962387077684,0.0,,,,
qsar_biodeg,gradient_sampling,Gradient sampling,budget_25,seed_2,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.4357405896164167,0.0,0.0,1.0,0.4357405896164167,0.0,,,,
qsar_biodeg,gradient_sampling,Gradient sampling,budget_50,seed_0,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.0,0.0,1.0,0.7386979939622318,0.0,,,,
qsar_biodeg,gradient_sampling,Gradient sampling,budget_50,seed_1,0.28130984245520796,0.28130984245520796,0.28130984245520796,0.28130984245520796,0.28130984245520796,0.28130984245520796,0.0,0.0,1.0,0.28130984245520796,0.0,,,,
qsar_biodeg,gradient_sampling,Gradient sampling,budget_50,seed_2,0.4176018237041686,0.4176018237041686,0.4176018237041686,0.4176018237041686,0.4176018237041686,0.4176018237041686,0.0,0.0,1.0,0.4176018237041686,0.0,,,,
qsar_biodeg,gain_herding,Gain sketch,budget_25,seed_0,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.0,0.0,1.0,0.470943449762508,0.0,,,,
qsar_biodeg,gain_herding,Gain sketch,budget_25,seed_1,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.0,0.0,1.0,0.50555874576887,0.0,,,,
qsar_biodeg,gain_herding,Gain sketch,budget_25,seed_2,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.0,0.0,1.0,0.6962629876501751,0.0,,,,
qsar_biodeg,gain_herding,Gain sketch,budget_50,seed_0,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.0,0.0,1.0,0.470943449762508,0.0,,,,
qsar_biodeg,gain_herding,Gain sketch,budget_50,seed_1,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.0,0.0,1.0,0.50555874576887,0.0,,,,
qsar_biodeg,gain_herding,Gain sketch,budget_50,seed_2,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.0,0.0,1.0,0.6962629876501751,0.0,,,,
qsar_biodeg,gain_path_herding,Gain-path sketch,budget_25,seed_0,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.7386979939622318,0.0,0.0,1.0,0.7386979939622318,0.0,,,,
qsar_biodeg,gain_path_herding,Gain-path sketch,budget_25,seed_1,0.3976259873090508,0.3976259873090508,0.3976259873090508,0.3976259873090508,0.3976259873090508,0.3976259873090508,0.0,0.0,1.0,0.3976259873090508,0.0,,,,
qsar_biodeg,gain_path_herding,Gain-path sketch,budget_25,seed_2,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.0,0.0,1.0,0.6962629876501751,0.0,,,,
qsar_biodeg,gain_path_herding,Gain-path sketch,budget_50,seed_0,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.470943449762508,0.0,0.0,1.0,0.470943449762508,0.0,,,,
qsar_biodeg,gain_path_herding,Gain-path sketch,budget_50,seed_1,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.50555874576887,0.0,0.0,1.0,0.50555874576887,0.0,,,,
qsar_biodeg,gain_path_herding,Gain-path sketch,budget_50,seed_2,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.6962629876501751,0.0,0.0,1.0,0.6962629876501751,0.0,,,,
sick,histdistill_greedy,HistDistill-Greedy,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,histdistill_greedy,HistDistill-Greedy,budget_25,seed_1,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.0,0.0,1.0,0.21985051787487592,0.0,,,,
sick,histdistill_greedy,HistDistill-Greedy,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,histdistill_greedy,HistDistill-Greedy,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,histdistill_greedy,HistDistill-Greedy,budget_50,seed_1,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.0,0.0,1.0,0.21985051787487592,0.0,,,,
sick,histdistill_greedy,HistDistill-Greedy,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,histdistill_refined,HistDistill-Refined,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,histdistill_refined,HistDistill-Refined,budget_25,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,histdistill_refined,HistDistill-Refined,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,histdistill_refined,HistDistill-Refined,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,histdistill_refined,HistDistill-Refined,budget_50,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,histdistill_refined,HistDistill-Refined,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,histdistill_density,HistDistill-Density,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,histdistill_density,HistDistill-Density,budget_25,seed_1,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.0,0.0,1.0,0.21985051787487592,0.0,,,,
sick,histdistill_density,HistDistill-Density,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,histdistill_density,HistDistill-Density,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,histdistill_density,HistDistill-Density,budget_50,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,histdistill_density,HistDistill-Density,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,gain_path_refined,Legacy gain-path refined,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,gain_path_refined,Legacy gain-path refined,budget_25,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,gain_path_refined,Legacy gain-path refined,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,gain_path_refined,Legacy gain-path refined,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,gain_path_refined,Legacy gain-path refined,budget_50,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,gain_path_refined,Legacy gain-path refined,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,herding,Herding,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,herding,Herding,budget_25,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,herding,Herding,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,herding,Herding,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,herding,Herding,budget_50,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,herding,Herding,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,random,Random,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,random,Random,budget_25,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,random,Random,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,random,Random,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,random,Random,budget_50,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,random,Random,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,goss_coreset,GOSS coreset,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,goss_coreset,GOSS coreset,budget_25,seed_1,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.21985051787487592,0.0,0.0,1.0,0.21985051787487592,0.0,,,,
sick,goss_coreset,GOSS coreset,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,goss_coreset,GOSS coreset,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,goss_coreset,GOSS coreset,budget_50,seed_1,0.2366994793689076,0.2366994793689076,0.2366994793689076,0.2366994793689076,0.2366994793689076,0.2366994793689076,0.0,0.0,1.0,0.2366994793689076,0.0,,,,
sick,goss_coreset,GOSS coreset,budget_50,seed_2,0.34935480744071257,0.34935480744071257,0.34935480744071257,0.34935480744071257,0.34935480744071257,0.34935480744071257,0.0,0.0,1.0,0.34935480744071257,0.0,,,,
sick,mvs_coreset,MVS coreset,budget_25,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,mvs_coreset,MVS coreset,budget_25,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,mvs_coreset,MVS coreset,budget_25,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,mvs_coreset,MVS coreset,budget_50,seed_0,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.24094170985131116,0.0,0.0,1.0,0.24094170985131116,0.0,,,,
sick,mvs_coreset,MVS coreset,budget_50,seed_1,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.18307114216593467,0.0,0.0,1.0,0.18307114216593467,0.0,,,,
sick,mvs_coreset,MVS coreset,budget_50,seed_2,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.30673465357425084,0.0,0.0,1.0,0.30673465357425084,0.0,,,,
sick,craig_coreset,CRAIG-style,budget_25,seed_0,0.30423882848841566,0.30423882848841566,0.30423882848841566,0.30423882848841566,0.30423882848841566,0.30423882848841566,0.0,0.0,1.0,0.30423882848841566,0.0,,,,
