task,dataset,method,method_label,budget,seed,learner,train_rows,select_seconds,train_seconds,primary_metric,accuracy,macro_f1,macro_auroc
multiclass,optdigits,random,Random,budget_25,seed_0,xgboost,250,0.0008103000000119209,0.3237775000015972,0.9914052734615154,0.8887900355871886,0.8892950932837735,0.9914052734615154
multiclass,optdigits,random,Random,budget_25,seed_0,lightgbm,250,0.0008902999998099403,1.933894899999359,0.9903976973709427,0.8905693950177936,0.8908575154400292,0.9903976973709427
multiclass,optdigits,random,Random,budget_25,seed_0,mlp,250,0.000817900001493399,0.7166305999999167,0.9922378694793809,0.9323843416370107,0.9319204765927205,0.9922378694793809
multiclass,optdigits,random,Random,budget_50,seed_0,xgboost,500,0.0009277999997721054,0.5805807999986428,0.9959090936941222,0.9270462633451957,0.9274442208406594,0.9959090936941222
multiclass,optdigits,random,Random,budget_50,seed_0,lightgbm,500,0.001037400001223432,2.938796700000239,0.9958172026346697,0.9261565836298933,0.9264177203945883,0.9958172026346697
multiclass,optdigits,random,Random,budget_50,seed_0,mlp,500,0.0010208999992755707,0.8499198999998043,0.9952682900238706,0.952846975088968,0.9527625622597581,0.9952682900238706
multiclass,optdigits,herding,Herding,budget_25,seed_0,xgboost,250,0.03824530000019877,0.42960999999922933,0.9946029342372349,0.902135231316726,0.9027511993381134,0.9946029342372349
multiclass,optdigits,herding,Herding,budget_25,seed_0,lightgbm,250,0.036073999999644,2.264374599999428,0.9945134577852816,0.9083629893238434,0.9088859022142828,0.9945134577852816
multiclass,optdigits,herding,Herding,budget_25,seed_0,mlp,250,0.03757630000109202,0.5618536999991193,0.9931472158004911,0.9368327402135231,0.9371805694386881,0.9931472158004911
multiclass,optdigits,herding,Herding,budget_50,seed_0,xgboost,500,0.06301800000073854,0.5854201000001922,0.9971374826180884,0.9430604982206405,0.9434698328679667,0.9971374826180884
multiclass,optdigits,herding,Herding,budget_50,seed_0,lightgbm,500,0.056145099999412196,3.5096866999992926,0.9971324541480151,0.9350533807829181,0.9351724644196867,0.9971324541480151
multiclass,optdigits,herding,Herding,budget_50,seed_0,mlp,500,0.05684169999949518,0.8494774999999208,0.9951688987091508,0.9448398576512456,0.9448225317968479,0.9951688987091508
multiclass,optdigits,k_center,K-center,budget_25,seed_0,xgboost,250,0.2782200000001467,0.494352900001104,0.9965028727179911,0.9208185053380783,0.920282087826763,0.9965028727179911
multiclass,optdigits,k_center,K-center,budget_25,seed_0,lightgbm,250,0.23528719999922032,2.838771999999153,0.9959217796476765,0.9172597864768683,0.9172900583676447,0.9959217796476765
multiclass,optdigits,k_center,K-center,budget_25,seed_0,mlp,250,0.24368479999975534,0.701408499999161,0.9978840569058829,0.9555160142348754,0.9552684380706669,0.9978840569058829
multiclass,optdigits,k_center,K-center,budget_50,seed_0,xgboost,500,0.5395595000009052,0.6658721999992849,0.9981907135184613,0.947508896797153,0.9476122714513394,0.9981907135184613
multiclass,optdigits,k_center,K-center,budget_50,seed_0,lightgbm,500,0.42102840000006836,4.101353000000017,0.9978232618796156,0.9412811387900356,0.9413177297274359,0.9978232618796156
multiclass,optdigits,k_center,K-center,budget_50,seed_0,mlp,500,0.4055496000000858,1.0502696000003198,0.9987083576645507,0.9644128113879004,0.9642315875828682,0.9987083576645507
multiclass,optdigits,full_data,Full data,budget_25,seed_0,xgboost,3372,2.6599998818710446e-05,2.0418331999990187,0.9989072368515215,0.9697508896797153,0.9698979535295915,0.9989072368515215
multiclass,optdigits,full_data,Full data,budget_25,seed_0,lightgbm,3372,3.3399999665562063e-05,5.9099803999997675,0.9990355828493644,0.9750889679715302,0.9751077488881373,0.9990355828493644
multiclass,optdigits,full_data,Full data,budget_25,seed_0,mlp,3372,2.499999936844688e-05,3.0044170999990456,0.9991210978293547,0.9733096085409253,0.9732354364064643,0.9991210978293547
multiclass,optdigits,full_data,Full data,budget_50,seed_0,xgboost,3372,3.3999998777289875e-05,1.9652796000009403,0.9989072368515215,0.9697508896797153,0.9698979535295915,0.9989072368515215
multiclass,optdigits,full_data,Full data,budget_50,seed_0,lightgbm,3372,3.0100000003585592e-05,7.339906399998654,0.9990355828493644,0.9750889679715302,0.9751077488881373,0.9990355828493644
multiclass,optdigits,full_data,Full data,budget_50,seed_0,mlp,3372,3.330000072310213e-05,3.027177899999515,0.9991210978293547,0.9733096085409253,0.9732354364064643,0.9991210978293547
multiclass,satimage,histdistill,HistDistill,budget_25,seed_0,xgboost,150,2.299188299999514,0.23227159999987634,0.9330407602749792,0.7441679626749611,0.7360535098939093,0.9330407602749792
multiclass,satimage,histdistill,HistDistill,budget_25,seed_0,lightgbm,150,2.4149428000000626,0.8152479000000312,0.9371399383577742,0.7231726283048211,0.7181520834083885,0.9371399383577742
multiclass,satimage,histdistill,HistDistill,budget_25,seed_0,mlp,150,2.4259142999999312,0.5582555000000866,0.9550210728190155,0.776049766718507,0.763205186363232,0.9550210728190155
multiclass,satimage,histdistill,HistDistill,budget_50,seed_0,xgboost,300,3.2139047000000573,0.4163300000000163,0.9557976833229205,0.7791601866251944,0.7687122906221039,0.9557976833229205
multiclass,satimage,histdistill,HistDistill,budget_50,seed_0,lightgbm,300,3.237032099999851,1.92360010000084,0.957570437954128,0.7877138413685848,0.774769558950582,0.957570437954128
multiclass,satimage,histdistill,HistDistill,budget_50,seed_0,mlp,300,3.4637876999986474,1.2151042999994388,0.9698294864260796,0.8188180404354588,0.8025112658387549,0.9698294864260796
multiclass,satimage,random,Random,budget_25,seed_0,xgboost,150,0.0006554999999934807,0.2799766999996791,0.9498037626255879,0.797045101088647,0.7803410202577222,0.9498037626255879
multiclass,satimage,random,Random,budget_25,seed_0,lightgbm,150,0.0008457000003545545,3.2030305999996926,0.9496938900742746,0.7892690513219285,0.7704401334051303,0.9496938900742746
multiclass,satimage,random,Random,budget_25,seed_0,mlp,150,0.0012901000009151176,0.8271260999990773,0.9566672437480005,0.807153965785381,0.78582855241697,0.9566672437480005
multiclass,satimage,random,Random,budget_50,seed_0,xgboost,300,0.0009200999993481673,0.4307907999991585,0.9727551223948478,0.8374805598755832,0.8191225172611825,0.9727551223948478
multiclass,satimage,random,Random,budget_50,seed_0,lightgbm,300,0.001157700000476325,3.1438577999997506,0.9726200327945823,0.8405909797822706,0.822584997394478,0.9726200327945823
multiclass,satimage,random,Random,budget_50,seed_0,mlp,300,0.0007452000008925097,1.039446400000088,0.972100965448039,0.8273716951788491,0.8073434461451026,0.972100965448039
multiclass,satimage,herding,Herding,budget_25,seed_0,xgboost,150,0.02672809999967285,0.1800545999994938,0.9173325073308908,0.7130637636080871,0.7020145794211281,0.9173325073308908
multiclass,satimage,herding,Herding,budget_25,seed_0,lightgbm,150,0.029581699998743716,1.6449310000007245,0.9026261936671042,0.6788491446345256,0.6632200967133348,0.9026261936671042
multiclass,satimage,herding,Herding,budget_25,seed_0,mlp,150,0.029112099999110796,0.3408159999999043,0.9482948957085654,0.749611197511664,0.7388243286500993,0.9482948957085654
multiclass,satimage,herding,Herding,budget_50,seed_0,xgboost,300,0.04596240000137186,0.23720850000063365,0.9297382107138072,0.6959564541213064,0.6820102090431209,0.9297382107138072
multiclass,satimage,herding,Herding,budget_50,seed_0,lightgbm,300,0.04414539999925182,1.109729800000423,0.9157234733876091,0.6337480559875583,0.6210710552664901,0.9157234733876091
multiclass,satimage,herding,Herding,budget_50,seed_0,mlp,300,0.0463447999991331,0.5311404999993101,0.9448971354033161,0.7465007776049767,0.737337045908796,0.9448971354033161
multiclass,satimage,k_center,K-center,budget_25,seed_0,xgboost,150,0.1486053999997239,0.33832280000024184,0.9609823503517231,0.8055987558320373,0.7915957885770967,0.9609823503517231
multiclass,satimage,k_center,K-center,budget_25,seed_0,lightgbm,150,0.1746114999987185,1.2253817000000709,0.9554131200426088,0.7799377916018663,0.7660378819519428,0.9554131200426088
multiclass,satimage,k_center,K-center,budget_25,seed_0,mlp,150,0.15817930000048364,0.5314996999986761,0.9667674163912218,0.7900466562986003,0.7775631548692834,0.9667674163912218
multiclass,satimage,k_center,K-center,budget_50,seed_0,xgboost,300,0.30524420000074315,0.5120260999992752,0.9756175395776704,0.8258164852255054,0.8124115869772979,0.9756175395776704
multiclass,satimage,k_center,K-center,budget_50,seed_0,lightgbm,300,0.28661230000034266,2.0673831999993126,0.9715021528034091,0.807153965785381,0.7990236626482671,0.9715021528034091
multiclass,satimage,k_center,K-center,budget_50,seed_0,mlp,300,0.28246500000022934,1.1641362999998819,0.9645728341813723,0.7371695178849145,0.7459673126873124,0.9645728341813723
multiclass,satimage,full_data,Full data,budget_25,seed_0,xgboost,3858,2.6699999580159783e-05,1.3348196999995707,0.9878556009308458,0.890357698289269,0.8683374352947966,0.9878556009308458
multiclass,satimage,full_data,Full data,budget_25,seed_0,lightgbm,3858,2.7600000976235606e-05,3.2322824000002583,0.9903595671858877,0.9027993779160186,0.8842085885923062,0.9903595671858877
multiclass,satimage,full_data,Full data,budget_25,seed_0,mlp,3858,2.080000012938399e-05,10.58898340000087,0.9892781762543081,0.9027993779160186,0.886921658705527,0.9892781762543081
multiclass,satimage,full_data,Full data,budget_50,seed_0,xgboost,3858,2.5600000299164094e-05,1.3494458999994094,0.9878556009308458,0.890357698289269,0.8683374352947966,0.9878556009308458
multiclass,satimage,full_data,Full data,budget_50,seed_0,lightgbm,3858,2.7399999453336932e-05,3.9603432999992947,0.9903595671858877,0.9027993779160186,0.8842085885923062,0.9903595671858877
multiclass,satimage,full_data,Full data,budget_50,seed_0,mlp,3858,2.4000000848900527e-05,9.664582899999004,0.9892781762543081,0.9027993779160186,0.886921658705527,0.9892781762543081
multiclass,vehicle,histdistill,HistDistill,budget_25,seed_0,xgboost,100,0.30313120000027993,0.12983709999934945,0.9033156903860029,0.7235294117647059,0.7221222040370976,0.9033156903860029
multiclass,vehicle,histdistill,HistDistill,budget_25,seed_0,lightgbm,100,0.3270668000004662,0.7500306999991153,0.908088023088023,0.711764705882353,0.703840231047267,0.908088023088023
multiclass,vehicle,histdistill,HistDistill,budget_25,seed_0,mlp,100,0.30123660000026575,0.4449817999993684,0.9239057600385725,0.7941176470588235,0.7924402848679649,0.9239057600385725
multiclass,vehicle,histdistill,HistDistill,budget_50,seed_0,xgboost,200,0.3247525000006135,0.17485750000014377,0.9153447594072595,0.7235294117647059,0.7216450216450216,0.9153447594072595
multiclass,vehicle,histdistill,HistDistill,budget_50,seed_0,lightgbm,200,0.3318941999987146,1.0966134999998758,0.9074435330294706,0.6882352941176471,0.6878963358264688,0.9074435330294706
multiclass,vehicle,histdistill,HistDistill,budget_50,seed_0,mlp,200,0.32285159999992175,0.5547206999999617,0.9167963330072705,0.7588235294117647,0.7601240107641012,0.9167963330072705
multiclass,vehicle,random,Random,budget_25,seed_0,xgboost,100,0.00042949999988195486,0.12640169999940554,0.8633454913142413,0.6411764705882353,0.6298488164608136,0.8633454913142413
multiclass,vehicle,random,Random,budget_25,seed_0,lightgbm,100,0.0004633999997167848,0.7034082000009221,0.8503803683295872,0.6176470588235294,0.6158051145190715,0.8503803683295872
multiclass,vehicle,random,Random,budget_25,seed_0,mlp,100,0.00037900000097579323,0.42348429999947257,0.8786220983877233,0.7235294117647059,0.7255436437254176,0.8786220983877233
multiclass,vehicle,random,Random,budget_50,seed_0,xgboost,200,0.0003589999996620463,0.17044690000147966,0.8851728132978134,0.6705882352941176,0.6666766750088803,0.8851728132978134
multiclass,vehicle,random,Random,budget_50,seed_0,lightgbm,200,0.0004422000001795823,0.855074400000376,0.8737749360014985,0.6647058823529411,0.6639903561843242,0.8737749360014985
multiclass,vehicle,random,Random,budget_50,seed_0,mlp,200,0.00034050000067509245,0.6081305999996403,0.9004175295190919,0.7470588235294118,0.746983909843007,0.9004175295190919
multiclass,vehicle,herding,Herding,budget_25,seed_0,xgboost,100,0.006880199998704484,0.132788699998855,0.8722534713550338,0.6882352941176471,0.674519369233385,0.8722534713550338
multiclass,vehicle,herding,Herding,budget_25,seed_0,lightgbm,100,0.007407099999909406,0.7095303000005515,0.8379929488913864,0.6294117647058823,0.621683151702346,0.8379929488913864
multiclass,vehicle,herding,Herding,budget_25,seed_0,mlp,100,0.0074088000001211185,0.47841629999857105,0.8400008325008326,0.6352941176470588,0.6333835538958698,0.8400008325008326
multiclass,vehicle,herding,Herding,budget_50,seed_0,xgboost,200,0.010350200000175391,0.16506020000088029,0.9037105559371186,0.7294117647058823,0.7188544524100413,0.9037105559371186
multiclass,vehicle,herding,Herding,budget_50,seed_0,lightgbm,200,0.011250100000324892,0.7732698999989225,0.9055168139152514,0.7176470588235294,0.712001481664403,0.9055168139152514
multiclass,vehicle,herding,Herding,budget_50,seed_0,mlp,200,0.01017139999930805,0.6020645999997214,0.9182275016650017,0.7764705882352941,0.7770715022043868,0.9182275016650017
multiclass,vehicle,k_center,K-center,budget_25,seed_0,xgboost,100,0.07567129999915778,0.1468869000000268,0.8888464790417915,0.6764705882352942,0.6686320140614193,0.8888464790417915
multiclass,vehicle,k_center,K-center,budget_25,seed_0,lightgbm,100,0.08473319999939122,0.7593976999996812,0.8854393132908758,0.6764705882352942,0.6688995037388612,0.8854393132908758
multiclass,vehicle,k_center,K-center,budget_25,seed_0,mlp,100,0.07665929999893706,0.44590400000015507,0.9231954200313576,0.7470588235294118,0.7484696892820147,0.9231954200313576
multiclass,vehicle,k_center,K-center,budget_50,seed_0,xgboost,200,0.13958679999996093,0.19463360000008834,0.9134073001651126,0.7058823529411765,0.701214985377953,0.9134073001651126
multiclass,vehicle,k_center,K-center,budget_50,seed_0,lightgbm,200,0.17259809999995923,0.9625651999995171,0.8997003040362416,0.7,0.7003830242422747,0.8997003040362416
multiclass,vehicle,k_center,K-center,budget_50,seed_0,mlp,200,0.16361119999965013,0.5805426999995689,0.9555532921939172,0.8117647058823529,0.8117634325643555,0.9555532921939172
multiclass,vehicle,full_data,Full data,budget_25,seed_0,xgboost,507,2.7099998987978324e-05,0.2620905000003404,0.9224624594155845,0.7647058823529411,0.7625393913985257,0.9224624594155845
multiclass,vehicle,full_data,Full data,budget_25,seed_0,lightgbm,507,2.8700000257231295e-05,1.7855307000008906,0.9167832774864024,0.7470588235294118,0.7452128806749821,0.9167832774864024
multiclass,vehicle,full_data,Full data,budget_25,seed_0,mlp,507,2.1200001356191933e-05,1.5227447000015673,0.9448998831030081,0.7764705882352941,0.7764999164949407,0.9448998831030081
multiclass,vehicle,full_data,Full data,budget_50,seed_0,xgboost,507,1.82999992830446e-05,0.27064830000017537,0.9224624594155845,0.7647058823529411,0.7625393913985257,0.9224624594155845
multiclass,vehicle,full_data,Full data,budget_50,seed_0,lightgbm,507,2.0400000721565448e-05,1.313403300000573,0.9167832774864024,0.7470588235294118,0.7452128806749821,0.9167832774864024
multiclass,vehicle,full_data,Full data,budget_50,seed_0,mlp,507,1.7500000467407517e-05,1.4366119999995135,0.9448998831030081,0.7764705882352941,0.7764999164949407,0.9448998831030081
multiclass,balance_scale,histdistill,HistDistill,budget_25,seed_1,xgboost,75,0.06281899999885354,0.04205259999980626,0.8277435177640914,0.72,0.625491676893546,0.8277435177640914
multiclass,balance_scale,histdistill,HistDistill,budget_25,seed_1,lightgbm,75,0.06636900000012247,0.30822749999970256,0.8124479348052972,0.688,0.5587590968590826,0.8124479348052972
multiclass,balance_scale,histdistill,HistDistill,budget_25,seed_1,mlp,75,0.06631900000138558,0.35422119999930146,0.981094335616413,0.888,0.8098723089911356,0.981094335616413
multiclass,balance_scale,histdistill,HistDistill,budget_50,seed_1,xgboost,129,0.07700909999948635,0.07005739999840443,0.8423105706823436,0.8,0.6345089563480367,0.8423105706823436
multiclass,balance_scale,histdistill,HistDistill,budget_50,seed_1,lightgbm,129,0.08825090000027558,0.6316575999990164,0.8664286214793502,0.792,0.6638640626724043,0.8664286214793502
multiclass,balance_scale,histdistill,HistDistill,budget_50,seed_1,mlp,129,0.08983479999915289,0.4298882000002777,0.9903264982575791,0.944,0.8921631776704241,0.9903264982575791
multiclass,balance_scale,random,Random,budget_25,seed_1,xgboost,75,0.0003249000001233071,0.06074629999966419,0.7863195441233222,0.584,0.521845851742759,0.7863195441233222
multiclass,balance_scale,random,Random,budget_25,seed_1,lightgbm,75,0.00034330000016780104,0.5354597999994439,0.7489823787950455,0.6,0.5095959005533474,0.7489823787950455
multiclass,balance_scale,random,Random,budget_25,seed_1,mlp,75,0.0003166999995301012,0.3744814999990922,0.9665921886337457,0.88,0.7921656417448842,0.9665921886337457
multiclass,balance_scale,random,Random,budget_50,seed_1,xgboost,129,0.00029709999944316223,0.08188329999939015,0.8322910239811012,0.76,0.6406926406926406,0.8322910239811012
multiclass,balance_scale,random,Random,budget_50,seed_1,lightgbm,129,0.00038099999983387534,0.8291162999994413,0.8515366035849041,0.76,0.640928290928291,0.8515366035849041
multiclass,balance_scale,random,Random,budget_50,seed_1,mlp,129,0.0006578000011359109,0.5103651999997965,0.9864739321419492,0.928,0.8613349088695528,0.9864739321419492
multiclass,balance_scale,herding,Herding,budget_25,seed_1,xgboost,75,0.004999900000257185,0.06542780000017956,0.7524867530961966,0.488,0.46221130920607806,0.7524867530961966
multiclass,balance_scale,herding,Herding,budget_25,seed_1,lightgbm,75,0.004479200000787387,0.4331937000006292,0.7712108189701646,0.568,0.489118024974242,0.7712108189701646
multiclass,balance_scale,herding,Herding,budget_25,seed_1,mlp,75,0.004406300000482588,0.3925477000011597,0.9546193905496306,0.768,0.6902102788895242,0.9546193905496306
multiclass,balance_scale,herding,Herding,budget_50,seed_1,xgboost,129,0.0049687000009726034,0.06514919999972335,0.8665914941578854,0.6,0.5503010399562124,0.8665914941578854
multiclass,balance_scale,herding,Herding,budget_50,seed_1,lightgbm,129,0.005652400001054048,0.679479899999933,0.8468197337032236,0.72,0.6317687475088731,0.8468197337032236
multiclass,balance_scale,herding,Herding,budget_50,seed_1,mlp,129,0.005446999999549007,0.4993727000000945,0.9848308157274812,0.888,0.8098723089911356,0.9848308157274812
multiclass,balance_scale,k_center,K-center,budget_25,seed_1,xgboost,75,0.05790320000050997,0.06899849999899743,0.8381021236374404,0.736,0.5982258482258483,0.8381021236374404
multiclass,balance_scale,k_center,K-center,budget_25,seed_1,lightgbm,75,0.055736700000124983,0.4649546000000555,0.7921668943111119,0.696,0.5460653437138586,0.7921668943111119
multiclass,balance_scale,k_center,K-center,budget_25,seed_1,mlp,75,0.0607720000007248,0.4093493000000308,0.9932475553268142,0.952,0.8913199794555727,0.9932475553268142
multiclass,balance_scale,k_center,K-center,budget_50,seed_1,xgboost,129,0.12900919999992766,0.08809870000004594,0.8359638883483264,0.776,0.5955667930889169,0.8359638883483264
multiclass,balance_scale,k_center,K-center,budget_50,seed_1,lightgbm,129,0.08239599999978964,0.6659644000010303,0.8648229799737471,0.84,0.6352277753206547,0.8648229799737471
multiclass,balance_scale,k_center,K-center,budget_50,seed_1,mlp,129,0.08141990000149235,0.45204759999978705,0.9921834851408146,0.96,0.9059761941117873,0.9921834851408146
multiclass,balance_scale,full_data,Full data,budget_25,seed_1,xgboost,375,1.9499999325489625e-05,0.08710689999861643,0.8569697818250432,0.872,0.610608630111174,0.8569697818250432
multiclass,balance_scale,full_data,Full data,budget_25,seed_1,lightgbm,375,2.119999953720253e-05,1.322148199998992,0.8964458055617079,0.848,0.601371583116005,0.8964458055617079
multiclass,balance_scale,full_data,Full data,budget_25,seed_1,mlp,375,1.650000012887176e-05,0.9578896000002715,0.9975410179327261,0.976,0.9387688510311326,0.9975410179327261
multiclass,balance_scale,full_data,Full data,budget_50,seed_1,xgboost,375,1.359999987471383e-05,0.08501439999963623,0.8569697818250432,0.872,0.610608630111174,0.8569697818250432
multiclass,balance_scale,full_data,Full data,budget_50,seed_1,lightgbm,375,1.9400000383029692e-05,1.4056289000000106,0.8964458055617079,0.848,0.601371583116005,0.8964458055617079
multiclass,balance_scale,full_data,Full data,budget_50,seed_1,mlp,375,1.8500000805943273e-05,0.968188699998791,0.9975410179327261,0.976,0.9387688510311326,0.9975410179327261
multiclass,cmc,histdistill,HistDistill,budget_25,seed_1,xgboost,75,0.20286059999853023,0.08624269999927492,0.6459700154027418,0.4406779661016949,0.43718306136275675,0.6459700154027418
multiclass,cmc,histdistill,HistDistill,budget_25,seed_1,lightgbm,75,0.17532300000129908,0.40135319999899366,0.6826581376618299,0.46440677966101696,0.4638068898938464,0.6826581376618299
multiclass,cmc,histdistill,HistDistill,budget_25,seed_1,mlp,75,0.19151980000060576,0.4047984999997425,0.6323501057316744,0.4610169491525424,0.45940046448021105,0.6323501057316744
multiclass,cmc,histdistill,HistDistill,budget_50,seed_1,xgboost,150,0.18823770000017248,0.08007970000107889,0.7224983298691513,0.5220338983050847,0.5138317535249085,0.7224983298691513
multiclass,cmc,histdistill,HistDistill,budget_50,seed_1,lightgbm,150,0.18286900000020978,0.6045074000012391,0.686783179092143,0.4915254237288136,0.48667348253936904,0.686783179092143
multiclass,cmc,histdistill,HistDistill,budget_50,seed_1,mlp,150,0.19428180000068096,0.48406249999970896,0.6973387950663875,0.5152542372881356,0.5103666217460003,0.6973387950663875
multiclass,cmc,random,Random,budget_25,seed_1,xgboost,75,0.0003668000008474337,0.06176919999961683,0.6695906457390916,0.48135593220338985,0.4765791616580713,0.6695906457390916
multiclass,cmc,random,Random,budget_25,seed_1,lightgbm,75,0.00040300000000570435,0.4552481999999145,0.6683343850499464,0.4915254237288136,0.48923024406895377,0.6683343850499464
multiclass,cmc,random,Random,budget_25,seed_1,mlp,75,0.00035770000067714136,0.41488399999980174,0.6276870221875103,0.43389830508474575,0.41975995629301516,0.6276870221875103
multiclass,cmc,random,Random,budget_50,seed_1,xgboost,150,0.0003577999996196013,0.0818715000004886,0.706894297821051,0.5050847457627119,0.4928386115226376,0.706894297821051
multiclass,cmc,random,Random,budget_50,seed_1,lightgbm,150,0.00034309999864490237,0.6707898000004207,0.6922685196317637,0.5220338983050847,0.5126432407464857,0.6922685196317637
multiclass,cmc,random,Random,budget_50,seed_1,mlp,150,0.0004358000005595386,0.5014162000006763,0.6416353935647493,0.4542372881355932,0.44852670554065144,0.6416353935647493
multiclass,cmc,herding,Herding,budget_25,seed_1,xgboost,75,0.0063824999997450504,0.06695229999968433,0.685530363249122,0.49830508474576274,0.4973554995624314,0.685530363249122
multiclass,cmc,herding,Herding,budget_25,seed_1,lightgbm,75,0.006420499999876483,0.33676869999908376,0.6394484172760277,0.45084745762711864,0.44849823096234925,0.6394484172760277
multiclass,cmc,herding,Herding,budget_25,seed_1,mlp,75,0.005633500000840286,0.36633070000061707,0.709777555831047,0.5220338983050847,0.5139240679468364,0.709777555831047
multiclass,cmc,herding,Herding,budget_50,seed_1,xgboost,150,0.009841200000664685,0.07152040000073612,0.703058877049299,0.4915254237288136,0.48626197058941384,0.703058877049299
multiclass,cmc,herding,Herding,budget_50,seed_1,lightgbm,150,0.010618100001011044,0.5114622000000963,0.6835285289228917,0.46779661016949153,0.46809738041407306,0.6835285289228917
multiclass,cmc,herding,Herding,budget_50,seed_1,mlp,150,0.009942200000295998,0.4731802999995125,0.6925329323105144,0.5152542372881356,0.5087189129719772,0.6925329323105144
multiclass,cmc,k_center,K-center,budget_25,seed_1,xgboost,75,0.0725944999994681,0.07297040000048582,0.6471459009492114,0.43050847457627117,0.43310185370879917,0.6471459009492114
multiclass,cmc,k_center,K-center,budget_25,seed_1,lightgbm,75,0.05577219999941008,0.2956343999994715,0.6227556966224136,0.4067796610169492,0.40416511323334,0.6227556966224136
multiclass,cmc,k_center,K-center,budget_25,seed_1,mlp,75,0.05173110000032466,0.37073249999957625,0.6239921602161413,0.3694915254237288,0.3685214466782119,0.6239921602161413
multiclass,cmc,k_center,K-center,budget_50,seed_1,xgboost,150,0.09445190000042203,0.07388890000038373,0.6887956081137349,0.4576271186440678,0.4599240062508428,0.6887956081137349
multiclass,cmc,k_center,K-center,budget_50,seed_1,lightgbm,150,0.09980350000114413,0.6297528000013699,0.6691846440895537,0.43728813559322033,0.43780792818720665,0.6691846440895537
multiclass,cmc,k_center,K-center,budget_50,seed_1,mlp,150,0.10270130000026256,0.4520794999989448,0.679062699272491,0.45084745762711864,0.44711572009891376,0.679062699272491
multiclass,cmc,full_data,Full data,budget_25,seed_1,xgboost,883,1.7100001059588976e-05,0.14091690000168455,0.748340442788222,0.5525423728813559,0.5177443826863987,0.748340442788222
multiclass,cmc,full_data,Full data,budget_25,seed_1,lightgbm,883,2.660000063769985e-05,1.5002738999992289,0.7316375868762431,0.5661016949152542,0.5320313305495411,0.7316375868762431
multiclass,cmc,full_data,Full data,budget_25,seed_1,mlp,883,2.209999911428895e-05,2.6152654999987135,0.7060889090975309,0.5016949152542373,0.47554395359214635,0.7060889090975309
multiclass,cmc,full_data,Full data,budget_50,seed_1,xgboost,883,1.2900000001536682e-05,0.131071100000554,0.748340442788222,0.5525423728813559,0.5177443826863987,0.748340442788222
multiclass,cmc,full_data,Full data,budget_50,seed_1,lightgbm,883,5.819999933009967e-05,1.5707502000004752,0.7316375868762431,0.5661016949152542,0.5320313305495411,0.7316375868762431
multiclass,cmc,full_data,Full data,budget_50,seed_1,mlp,883,2.2599999283556826e-05,2.392447700000048,0.7060889090975309,0.5016949152542373,0.47554395359214635,0.7060889090975309
multiclass,eucalyptus,histdistill,HistDistill,budget_25,seed_1,xgboost,125,0.31762699999853794,0.1508017000014661,0.898284495937282,0.6418918918918919,0.6317700541826351,0.898284495937282
multiclass,eucalyptus,histdistill,HistDistill,budget_25,seed_1,lightgbm,125,0.31012339999870164,0.9112065000008442,0.8589864660584496,0.49324324324324326,0.4853451452280339,0.8589864660584496
multiclass,eucalyptus,histdistill,HistDistill,budget_25,seed_1,mlp,125,0.31522359999871696,0.4389599000005546,0.8562082966852799,0.5337837837837838,0.5196955822153904,0.8562082966852799
multiclass,eucalyptus,histdistill,HistDistill,budget_50,seed_1,xgboost,250,0.348177099998793,0.22921539999879315,0.902282328394886,0.6621621621621622,0.6489877658573311,0.902282328394886
multiclass,eucalyptus,histdistill,HistDistill,budget_50,seed_1,lightgbm,250,0.3436106999997719,2.0166224999993574,0.8985493983539475,0.6216216216216216,0.6122458230499582,0.8985493983539475
multiclass,eucalyptus,histdistill,HistDistill,budget_50,seed_1,mlp,250,0.3805026000009093,0.8452703999992082,0.8870918349505784,0.581081081081081,0.5718924169107533,0.8870918349505784
multiclass,eucalyptus,random,Random,budget_25,seed_1,xgboost,125,0.0003766000008909032,0.17187539999940782,0.8342236729228336,0.6013513513513513,0.5879631690113774,0.8342236729228336
multiclass,eucalyptus,random,Random,budget_25,seed_1,lightgbm,125,0.0003648000001703622,1.1553137999999308,0.8149894423100911,0.5472972972972973,0.5292032193158953,0.8149894423100911
multiclass,eucalyptus,random,Random,budget_25,seed_1,mlp,125,0.0003501999999571126,0.49813189999986207,0.8159805949813691,0.5135135135135135,0.4881474871097513,0.8159805949813691
multiclass,eucalyptus,random,Random,budget_50,seed_1,xgboost,250,0.0005011000012018485,0.23807459999989078,0.871015066649487,0.5743243243243243,0.5607700534759358,0.871015066649487
multiclass,eucalyptus,random,Random,budget_50,seed_1,lightgbm,250,0.00037650000012945384,1.5400469999985944,0.86088709122263,0.5675675675675675,0.5497526169529791,0.86088709122263
multiclass,eucalyptus,random,Random,budget_50,seed_1,mlp,250,0.000414699999964796,0.868003999999928,0.8711064323456894,0.5540540540540541,0.5390396921916292,0.8711064323456894
multiclass,eucalyptus,herding,Herding,budget_25,seed_1,xgboost,125,0.007359299999734503,0.15865879999910248,0.8706711706392604,0.581081081081081,0.5643036837376461,0.8706711706392604
multiclass,eucalyptus,herding,Herding,budget_25,seed_1,lightgbm,125,0.007419199999276316,1.2159518000007665,0.8693781390258666,0.5878378378378378,0.5652985130811218,0.8693781390258666
