dataset,dataset_label,n_train,n_test,method,method_label,budget_rows,full_train_seconds,condensed_train_seconds,select_seconds,landscape_seconds,split_regret_seconds,speedup,full_auroc,auroc,auroc_gap,split_regret
higgs,HIGGS,1000000,500000,histdistill_refined,HD-Refined,400,5.542312100005802,0.022884999998495914,8.875960300007137,0.897801699989941,0.0008378000056836754,242.18099630194726,0.8024603417298983,0.5926492056530739,0.20981113607682444,0.0
higgs,HIGGS,1000000,500000,histdistill_density,HD-Density,400,5.542312100005802,0.022127499993075617,10.509149499994237,0.897801699989941,0.001045399985741824,250.4716801147967,0.8024603417298983,0.6417811685554123,0.160679173174486,0.0
higgs,HIGGS,1000000,500000,herding,Herding,400,5.542312100005802,0.02276690000144299,2.2529255999979796,0.897801699989941,0.0007381000032182783,243.4372751518443,0.8024603417298983,0.44654549213338685,0.3559148495965115,0.9395883183494105
higgs,HIGGS,1000000,500000,gradient_sampling,Gradient sampling,400,5.542312100005802,0.00995330000296235,0.06475839999620803,0.897801699989941,0.0007800000021234155,556.8316134705345,0.8024603417298983,0.33141249744903767,0.47104784428086066,0.0
higgs,HIGGS,1000000,500000,random,Random,400,5.542312100005802,0.021148599989828654,0.016624699987005442,0.897801699989941,0.0007169999880716205,262.0652006596823,0.8024603417298983,0.7014463793398734,0.10101396239002491,0.06637107980672648
higgs,HIGGS,5000000,500000,histdistill_refined,HD-Refined,400,26.67627559999528,0.01920589999645017,14.978709399991203,3.143979300002684,0.0007671000057598576,1388.9625378100407,0.8025078725218999,0.6102736914173321,0.1922341811045678,0.0
higgs,HIGGS,5000000,500000,histdistill_density,HD-Density,400,26.67627559999528,0.02801809999800753,17.404883499999414,3.143979300002684,0.0007805000059306622,952.108658399118,0.8025078725218999,0.6189578761799139,0.183549996341986,0.0
higgs,HIGGS,5000000,500000,herding,Herding,400,26.67627559999528,0.025464700011070818,2.135092900003656,3.143979300002684,0.0007583000115118921,1047.5786319256747,0.8025078725218999,0.43333570751820444,0.3691721650036955,0.6166707209236242
higgs,HIGGS,5000000,500000,gradient_sampling,Gradient sampling,400,26.67627559999528,0.008018999986234121,0.4809005999995861,3.143979300002684,0.0012786000006599352,3326.633700684539,0.8025078725218999,0.36537974802423284,0.4371281244976671,0.0
higgs,HIGGS,5000000,500000,random,Random,400,26.67627559999528,0.02355899999383837,0.11716140000498854,3.143979300002684,0.0008728999964660034,1132.3178236331,0.8025078725218999,0.6807670968028967,0.12174077571900321,0.1898902980994886
higgs,HIGGS,10500000,500000,histdistill_refined,HD-Refined,400,54.1258450000023,0.02603609999641776,23.317325199997867,6.445219500004896,0.0009376000089105219,2078.8768289970208,0.8025301897977196,0.6478864855887688,0.1546437042089508,0.0
higgs,HIGGS,10500000,500000,histdistill_density,HD-Density,400,54.1258450000023,0.019311099997139536,26.275666000001365,6.445219500004896,0.0007913000008556992,2802.8359341528817,0.8025301897977196,0.6411733421246022,0.16135684767311742,0.0
higgs,HIGGS,10500000,500000,herding,Herding,400,54.1258450000023,0.019864500005496666,1.9607930999918608,6.445219500004896,0.0008388999995077029,2724.752447080231,0.8025301897977196,0.44974907931241986,0.35278111048529975,0.69555721403905
higgs,HIGGS,10500000,500000,gradient_sampling,Gradient sampling,400,54.1258450000023,0.009439500005100854,1.0791226000001188,6.445219500004896,0.0007750999939162284,5733.9737243237605,0.8025301897977196,0.36435549609717693,0.4381746937005427,0.0
higgs,HIGGS,10500000,500000,random,Random,400,54.1258450000023,0.01771539999754168,0.18658599999616854,6.445219500004896,0.0007954999891808257,3055.299062257313,0.8025301897977196,0.6866266364827586,0.11590355331496105,0.36498319028988224
