dataset,seed,state,depth,margin,best_gain,num_candidates
gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,seed_2,root,0,0.008835013977496642,0.14899528282973215,57
hill_valley_without_noise,seed_0,root,0,0.0,0.19627804127723525,126
hill_valley_without_noise,seed_1,root,0,0.013821926577025606,0.20041533360878833,126
hill_valley_without_noise,seed_2,root,0,0.0,0.27686363868696795,127
hill_valley_with_noise,seed_0,root,0,0.02318666315569079,0.2583694932770416,126
hill_valley_with_noise,seed_1,root,0,0.0045597311496505255,0.2704047966535398,127
hill_valley_with_noise,seed_2,root,0,0.04681923427762191,0.3734621589249609,128
kr_vs_kp,seed_0,root,0,0.3062283959296783,2.433050254090558,37
kr_vs_kp,seed_1,root,0,0.05644325172304443,2.256510901354731,37
kr_vs_kp,seed_2,root,0,0.013763364819825874,2.2873650444137845,37
pc1,seed_0,root,0,1.148058142023178,18.95560483920553,120
pc1,seed_0,probe_d0,0,1.148058142023178,18.95560483920553,121
pc1,seed_0,probe_d1,1,0.3346140529599211,9.307622140864652,119
pc1,seed_0,probe_d2,2,0.844703155444666,4.748400092383286,120
pc1,seed_0,probe_d2,2,0.26894426618894673,3.4467418789821895,122
pc1,seed_0,probe_d0,0,1.0833877168883568,16.081730913290528,121
pc1,seed_0,probe_d1,1,0.7438031007189689,3.700009605831632,126
pc1,seed_0,probe_d2,2,1.1450855231187678,7.606762279422885,121
pc1,seed_0,probe_d2,2,0.340290009038128,3.632272686438009,118
pc1,seed_0,probe_d1,1,1.4681489860125936,8.091220117940027,118
pc1,seed_0,probe_d2,2,0.9858989368107876,2.1396239404855075,121
pc1,seed_0,probe_d2,2,0.5615275925220473,1.6550530462202033,123
pc1,seed_0,probe_d0,0,0.45354655338095107,8.938877859540545,123
pc1,seed_0,probe_d1,1,0.2457425905950963,2.510941891246592,117
pc1,seed_0,probe_d2,2,0.2051045350439411,2.482567394688094,116
pc1,seed_0,probe_d1,1,0.33849778914627215,4.0950466192883965,123
pc1,seed_0,probe_d2,2,0.8099546133429948,1.7090017369766903,118
pc1,seed_0,probe_d2,2,0.3414463363220257,1.2166146006577652,118
pc1,seed_0,probe_d0,0,0.2268678893729854,5.206097424202103,121
pc1,seed_0,probe_d1,1,0.17463178315003036,1.8240839872622319,121
pc1,seed_0,probe_d2,2,0.1466451847358461,1.8763989436257673,124
pc1,seed_0,probe_d1,1,0.05919613837846871,2.6334058787376478,119
pc1,seed_0,probe_d2,2,0.7742631730235883,2.032224286778639,122
pc1,seed_1,root,0,1.148058142023178,18.95560483920553,118
pc1,seed_1,probe_d0,0,1.148058142023178,18.95560483920553,115
pc1,seed_1,probe_d1,1,0.11776587100611291,4.142505701477126,120
pc1,seed_1,probe_d2,2,0.849967610673612,4.237390150217289,121
pc1,seed_1,probe_d2,2,1.0228411828198332,2.2565420741530113,118
pc1,seed_1,probe_d1,1,0.8844444035605186,6.8583520076047755,123
pc1,seed_1,probe_d2,2,1.5902988345389524,4.928668160246225,120
pc1,seed_1,probe_d0,0,0.7102202809647444,15.454479946534734,120
pc1,seed_1,probe_d1,1,0.03800895386331593,3.6501036511667624,122
pc1,seed_1,probe_d2,2,0.02401572076382319,3.823413966841834,119
pc1,seed_1,probe_d1,1,0.07076188672552064,4.767810347026682,118
pc1,seed_1,probe_d2,2,0.0,5.0000120143299895,119
pc1,seed_1,probe_d0,0,0.39627032546050955,9.853911211323222,118
pc1,seed_1,probe_d1,1,0.013757984760813358,2.5557363524067442,119
pc1,seed_1,probe_d2,2,0.08214426664144447,2.6276764432426547,121
pc1,seed_1,probe_d1,1,0.32352662674449206,3.556676652653043,122
pc1,seed_1,probe_d2,2,0.1295883728354319,2.0868586080336753,119
pc1,seed_1,probe_d2,2,0.000927644975329045,1.533542322551729,121
pc1,seed_1,probe_d0,0,0.06591866815419056,5.281642694594941,125
pc1,seed_1,probe_d1,1,0.025743401152699352,2.597674326782535,119
pc1,seed_1,probe_d2,2,0.1697293491331453,2.8486017136365613,117
pc1,seed_1,probe_d1,1,0.3478270762105291,2.256225175854213,120
pc1,seed_2,root,0,1.148058142023178,18.95560483920553,118
pc1,seed_2,probe_d0,0,1.148058142023178,18.95560483920553,119
pc1,seed_2,probe_d1,1,0.11776587100611291,4.142505701477126,120
pc1,seed_2,probe_d2,2,0.9543031589890028,4.960045630441102,124
pc1,seed_2,probe_d2,2,0.24008440780992002,2.1890271018782466,119
pc1,seed_2,probe_d1,1,0.8844444035605186,6.8583520076047755,113
pc1,seed_2,probe_d2,2,1.5902988345389524,4.928668160246225,120
pc1,seed_2,probe_d0,0,0.9686772622004298,15.613546724130222,124
pc1,seed_2,probe_d1,1,0.8063293620026517,3.80425303764456,119
pc1,seed_2,probe_d2,2,0.4958320000481642,3.501148764906348,122
pc1,seed_2,probe_d1,1,0.633156126264689,6.145854034555876,120
pc1,seed_2,probe_d2,2,0.5867354001946907,3.5612334149954092,118
pc1,seed_2,probe_d0,0,0.3133806220358384,8.493036300743409,116
pc1,seed_2,probe_d1,1,0.2594110901030513,3.03715147569806,120
