depth,nodes,median_margin,mean_margin,p10_margin,p90_margin
0,151,0.41683228434542485,16.414976509918723,0.013763364819825874,47.845308718112406
1,120,1.7587964529446083,20.746317360345703,0.16119135495515727,55.75227424369649
2,180,1.1431524754459463,16.044892607206407,0.05814171525586327,54.15424269148059
