dataset,method,method_label,budget,seed,checkpoint,rho_max,rho_mean,rho_p90,rows
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_1,25,1.8957172632217407,0.407861032448709,0.8725643515586855,100
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_1,50,2.7904707193374634,0.5164904903434216,1.1216986358165757,100
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_2,1,0.3629566766321659,0.174406476020813,0.27189993709325805,100
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_2,5,0.8098027259111404,0.22911876171827317,0.48251765072345765,100
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_2,10,1.363406777381897,0.2675953321531415,0.6895457722246647,100
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_2,25,2.166301131248474,0.4159011103771627,1.0678196489810947,100
credit_approval,histdistill_refined,HistDistill-Refined,budget_50,seed_2,50,3.1680535078048706,0.5242478781938553,1.089504119753838,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_0,1,0.3155040144920349,0.08124349981546403,0.15394688248634342,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_0,5,0.9030268788337708,0.3103641736507416,0.6317823693156245,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_0,10,1.799354910850525,0.4916513696312904,1.1431991428136827,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_0,25,3.3069475889205933,0.8355739695951343,2.160799138247967,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_0,50,3.226426362991333,1.0578055756539106,3.0023585870862006,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_1,1,0.4220208525657654,0.17875885501503944,0.26445405185222626,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_1,5,0.7483932971954346,0.2179213896393776,0.5232293486595154,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_1,10,1.4724910855293274,0.34475323125720025,0.8292720295488839,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_1,25,2.6087112426757812,0.6615880146622658,1.3223263427615166,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_1,50,3.027998983860016,0.8564340770244598,1.5672261178493503,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_2,1,0.512440636754036,0.39216929525136945,0.512440636754036,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_2,5,0.962340772151947,0.45318040665239095,0.9041972756385803,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_2,10,1.343048095703125,0.4532098861038685,0.9234924152493478,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_2,25,1.770588457584381,0.6317682126164437,1.5205860406160356,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_25,seed_2,50,2.554516077041626,1.002221115231514,1.9017187178134918,50
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_0,1,0.2208925560116768,0.05770281627774239,0.13224976658821122,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_0,5,0.6919678151607513,0.1710159670561552,0.42298794388771077,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_0,10,1.2993576526641846,0.29915331576019527,0.723491181433201,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_0,25,2.0657882541418076,0.5435373068414628,1.3657157208770514,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_0,50,2.456630617380142,0.7711060205474496,1.833666729927063,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_1,1,0.4893922805786133,0.28605954609811307,0.413152992725373,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_1,5,1.3985028266906738,0.4429768688604236,0.9247797340154649,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_1,10,2.348515510559082,0.6633346984535455,1.4241765424609192,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_1,25,3.9741032123565674,1.173940376341343,2.656182608008385,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_1,50,5.468052864074707,1.4695897978171706,3.117422366142274,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_2,1,0.4016525596380234,0.1531846369802952,0.2648432090878494,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_2,5,0.5986757725477219,0.2042384932562709,0.41727472692728057,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_2,10,1.3000643849372864,0.4031636483967304,0.8780091986060147,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_2,25,2.670326828956604,0.7827987313270569,1.7513709440827374,100
credit_approval,histdistill_greedy,Pure greedy selector,budget_50,seed_2,50,3.4499840326607227,1.0016584270074964,2.339735352993012,100
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_0,1,0.19653302431106567,0.07730641037225723,0.11248612552881254,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_0,5,0.4847286343574524,0.16644775737076997,0.31956259310245516,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_0,10,0.9844866693019867,0.29115628227591517,0.5756743744015693,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_0,25,1.7365962862968445,0.5315472816675901,1.0909489035606386,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_0,50,2.216390550136566,0.6583018177002669,1.4967132896184925,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_1,1,0.5983853936195374,0.3681762996315956,0.5230279564857483,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_1,5,0.8580471128225327,0.3305919460952282,0.6431644409894944,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_1,10,1.1621898114681244,0.30871767237782477,0.644268035888672,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_1,25,1.692278504371643,0.42447305090725423,0.8310351546853784,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_1,50,2.419867992401123,0.6017938497662544,1.3473285853862764,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_2,1,0.34988008439540863,0.2034221412241459,0.2412845641374588,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_2,5,0.5301138162612915,0.21066190995275974,0.3949182629585266,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_2,10,0.7965676486492157,0.2821654942072928,0.546296089887619,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_2,25,1.2069033682346344,0.4138526306673884,0.7679889515042306,50
credit_approval,histdistill_importance,ImportanceSample,budget_25,seed_2,50,1.481109082698822,0.4807377344369888,1.0644025802612305,50
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_0,1,0.29692442715168,0.19016124606132506,0.29692442715168,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_0,5,0.4972122758626938,0.19459919549524785,0.43480919301509857,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_0,10,0.9997769296169281,0.2644811347126961,0.5325352102518082,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_0,25,1.2603264451026917,0.37165204871445895,0.8005043625831606,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_0,50,1.594079278409481,0.46032287668436767,0.9812272191047674,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_1,1,0.27286455035209656,0.09727531872689724,0.16664108633995056,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_1,5,0.553559422492981,0.18750708647072314,0.4255581263452769,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_1,10,0.8487266898155212,0.2212205333262682,0.46946152746677405,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_1,25,1.2615857422351837,0.3284079972654581,0.62558228969574,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_1,50,1.4735312759876251,0.40216326907742767,0.7798346355557445,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_2,1,0.19324235618114471,0.09174152210354805,0.1883493810892105,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_2,5,0.42404258623719215,0.14957300927489997,0.3124813437461853,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_2,10,0.5017697662115097,0.16318265750072897,0.3368062451481819,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_2,25,0.9329705238342285,0.27596712980419397,0.6035535475239159,100
credit_approval,histdistill_importance,ImportanceSample,budget_50,seed_2,50,1.236989289522171,0.3712535358965397,0.7232101619243626,100
credit_approval,random,Random,budget_25,seed_0,1,0.35063135623931885,0.21075882613658906,0.31892453879117966,50
credit_approval,random,Random,budget_25,seed_0,5,0.691642090678215,0.24464951924979686,0.432568371295929,50
credit_approval,random,Random,budget_25,seed_0,10,0.9975558072328568,0.3296342186629772,0.5997457504272461,50
credit_approval,random,Random,budget_25,seed_0,25,1.573658049106598,0.5093061344884336,1.1454293310642243,50
credit_approval,random,Random,budget_25,seed_0,50,2.7493855953216553,0.7158867148309946,1.3899342406541109,50
credit_approval,random,Random,budget_25,seed_1,1,0.3525710478425026,0.21119832023978233,0.31257104873657227,50
credit_approval,random,Random,budget_25,seed_1,5,0.6341396272182465,0.2053244623541832,0.459485499560833,50
credit_approval,random,Random,budget_25,seed_1,10,1.0506600439548492,0.2500871732085943,0.577021449804306,50
credit_approval,random,Random,budget_25,seed_1,25,1.3880363702774048,0.35997107677161694,0.966531938314438,50
credit_approval,random,Random,budget_25,seed_1,50,1.9151481986045837,0.5856921736896038,1.2041119337081914,50
credit_approval,random,Random,budget_25,seed_2,1,0.45729802548885345,0.2087749219685793,0.26506415382027626,50
credit_approval,random,Random,budget_25,seed_2,5,0.5726017132401466,0.23609556384384633,0.4944639503955841,50
credit_approval,random,Random,budget_25,seed_2,10,1.2077138721942902,0.31969225185457617,0.7520178854465485,50
credit_approval,random,Random,budget_25,seed_2,25,1.692121148109436,0.6291316163912416,1.3283210426568985,50
credit_approval,random,Random,budget_25,seed_2,50,2.038013994693756,0.7763128504157066,1.6407330647110943,50
credit_approval,random,Random,budget_50,seed_0,1,0.3684091344475746,0.20173907135613262,0.24935932084918022,100
credit_approval,random,Random,budget_50,seed_0,5,0.7928525432944298,0.20328436091542243,0.33487903848290457,100
credit_approval,random,Random,budget_50,seed_0,10,1.0806136429309845,0.2353502345457673,0.48647888600826317,100
credit_approval,random,Random,budget_50,seed_0,25,1.6684321165084839,0.39707188080996275,0.8769897252321245,100
credit_approval,random,Random,budget_50,seed_0,50,1.9662983417510986,0.6144742372259497,1.3506252110004429,100
credit_approval,random,Random,budget_50,seed_1,1,0.3525710478425026,0.21567807909101247,0.2925710491836071,100
credit_approval,random,Random,budget_50,seed_1,5,0.5993685275316238,0.2181753115914762,0.4172631502151489,100
credit_approval,random,Random,budget_50,seed_1,10,0.8902684897184372,0.22894182715564967,0.6446351751685143,100
credit_approval,random,Random,budget_50,seed_1,25,1.544378638267517,0.4203177836537361,0.9991324245929718,100
credit_approval,random,Random,budget_50,seed_1,50,2.6314505338668823,0.6174440615251661,1.4439935326576243,100
credit_approval,random,Random,budget_50,seed_2,1,0.3684091344475746,0.22865070678293706,0.3543016314506531,100
credit_approval,random,Random,budget_50,seed_2,5,0.8147935271263123,0.26565960990265014,0.4874306917190554,100
credit_approval,random,Random,budget_50,seed_2,10,1.030422918498516,0.30348750834586097,0.6187771767377853,100
credit_approval,random,Random,budget_50,seed_2,25,1.7444760650396347,0.5147385354153812,1.0715439200401307,100
credit_approval,random,Random,budget_50,seed_2,50,2.610129401087761,0.7106172093749046,1.5068249881267557,100
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_0,1,0.7743830233812332,0.6409309914708138,0.7131377205252648,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_0,5,1.078378602862358,0.6599332777783274,0.9147225216031075,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_0,10,1.3495113253593445,0.6417592401430011,1.0025586277246477,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_0,25,1.7748340517282486,0.6789740384370089,1.0974057734012603,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_0,50,2.1083642840385437,0.7476300436723977,1.200206345319748,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_1,1,0.7713185399770737,0.646549463570118,0.7573444917798042,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_1,5,1.0257379673421383,0.6193168629892171,0.8544366151094437,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_1,10,1.145269751548767,0.628239271864295,0.9918371111154556,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_1,25,1.3743281960487366,0.6699880239367485,1.2081255495548249,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_1,50,1.5851771533489227,0.6320838661491871,1.2485659494996073,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_2,1,0.8487663865089417,0.6335822796821594,0.7154232412576677,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_2,5,1.1208329498767853,0.6244403873896226,0.968033117055893,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_2,10,1.3394172564148903,0.625237279124558,1.102222803235054,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_2,25,1.7576227486133575,0.6738902835920453,1.2720486104488373,50
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_2,50,2.0845203399658203,0.7016834887862206,1.403001918643713,50
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_0,1,0.7450812011957169,0.6361795303970575,0.7322428300976753,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_0,5,1.0226060599088669,0.6334137406200171,0.7865937650203705,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_0,10,1.2834822162985802,0.5830196412280202,0.8387017071247101,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_0,25,1.8187593817710876,0.5849264597147703,1.2014135643839838,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_0,50,2.355489432811737,0.674110392103903,1.5163079470396048,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_1,1,0.8125125914812088,0.645263955295086,0.7255154997110367,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_1,5,1.1023019179701805,0.6215374688431621,0.8370631486177444,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_1,10,1.343789979815483,0.5925446402281522,0.8875913091003895,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_1,25,1.783915638923645,0.6305492169409991,1.0639578342437745,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_1,50,1.8460954129695892,0.6540349157899619,1.3516143649816514,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_2,1,0.8269822895526886,0.6485261185467244,0.7464474141597748,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_2,5,1.17147296667099,0.6385113645065575,0.9154805488884449,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_2,10,1.4590444564819336,0.5922821225784719,0.9095453888177873,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_2,25,2.176145851612091,0.6244229743629695,1.094301047921181,100
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_2,50,2.4050339460372925,0.7001664952747524,1.3067953526973732,100
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_0,1,0.16919195652008057,0.07889276385307312,0.16635167598724365,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_0,5,0.7584163546562195,0.22673240363597869,0.5110769391059877,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_0,10,1.3458633422851562,0.37222078293561933,0.9080396950244903,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_0,25,2.4581837952136993,0.6819707690551877,1.3829288184642792,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_0,50,2.7912435978651047,0.956560125797987,1.9742587715387347,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_1,1,0.272153377532959,0.11985851168632507,0.272153377532959,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_1,5,1.04063830524683,0.33062066867947576,0.650267805159092,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_1,10,1.5270546972751617,0.4586135272681713,1.0461885049939157,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_1,25,2.304934024810791,0.798031837567687,1.5951525390148165,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_1,50,3.274303615093231,1.1616738839447498,2.272126978635788,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_2,1,0.2816157341003418,0.09105489253997803,0.16232091188430786,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_2,5,0.8481459617614746,0.3013915081322193,0.6348480582237244,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_2,10,1.2544114589691162,0.4719104916974902,0.8482714980840683,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_2,25,2.147218883037567,0.6529863613843918,1.2680711925029757,50
credit_g,histdistill_greedy,Pure greedy selector,budget_25,seed_2,50,2.4849137514829636,0.8529965160787105,1.930510038137436,50
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_0,1,0.5645855069160461,0.3007430163025856,0.41445704102516173,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_0,5,1.1358596980571747,0.3933826695382595,0.8275554180145264,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_0,10,1.7229793071746826,0.5468345191702246,1.077473911643029,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_0,25,2.736529767513275,0.7615975613798946,1.4869134858250623,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_0,50,3.661000430583954,1.1321877814084291,2.0758456230163596,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_1,1,0.39718353748321533,0.15935927927494048,0.2866171598434448,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_1,5,0.9449364840984344,0.37498637206852437,0.7685686349868774,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_1,10,1.5094228200614452,0.620776493139565,1.256091833114624,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_1,25,2.7752574682235718,1.1297678842768073,2.1387754596769817,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_1,50,3.320207327604294,1.4550798814743757,2.764684766530991,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_2,1,0.599342942237854,0.39072526931762697,0.5201738923788072,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_2,5,1.2493267953395844,0.5061965412646532,0.9141119241714478,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_2,10,1.729574054479599,0.6174039964191615,1.2237549930810931,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_2,25,2.4751052260398865,0.9168327954411507,1.9042834401130682,100
credit_g,histdistill_greedy,Pure greedy selector,budget_50,seed_2,50,3.10426664352417,1.1832604933530093,2.471234175562859,100
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_0,1,0.20604711771011353,0.07044530034065247,0.144883930683136,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_0,5,0.5695348829030991,0.24197439700365067,0.4025182470679284,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_0,10,0.8910749554634094,0.33538296572864057,0.6390482157468796,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_0,25,1.692882001399994,0.5286713422089815,1.0723073258996012,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_0,50,2.106651782989502,0.7457598355412484,1.5619925260543823,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_1,1,0.30235517024993896,0.17917232990264892,0.26216834783554077,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_1,5,0.8542327284812927,0.2684706553816795,0.5387027040123941,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_1,10,1.471128672361374,0.4048293546680361,0.7233919967431577,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_1,25,2.0073670744895935,0.669561754539609,1.3167283058166503,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_1,50,2.775081992149353,1.01205951847136,1.9190890073776246,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_2,1,0.19439715147018433,0.06113703012466431,0.1368257522583008,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_2,5,0.5304578542709351,0.17620036125183106,0.3096482813358307,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_2,10,0.7752274125814438,0.24905900333076716,0.4652836129069331,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_2,25,1.038330003619194,0.3726325727254152,0.6757316559553147,50
credit_g,histdistill_importance,ImportanceSample,budget_25,seed_2,50,1.6944849789142609,0.5558414697647095,1.1909425668418407,50
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_0,1,0.26254040002822876,0.08603563904762268,0.1366429328918457,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_0,5,0.4568219482898712,0.16129252523183824,0.32203394174575806,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_0,10,0.6124515980482101,0.21472560595721008,0.40668573975563055,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_0,25,1.2122086882591248,0.3929628599435091,0.8166841581463814,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_0,50,1.8323387503623962,0.5761253183335066,1.2284338653087616,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_1,1,0.2266942262649536,0.07638963162899018,0.10921763181686432,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_1,5,0.7459306716918945,0.1923501107096672,0.3800325304269792,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_1,10,1.1764020845293999,0.2967783017456532,0.5878457486629488,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_1,25,1.4314309358596802,0.5408523706160486,1.0678711205720903,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_1,50,2.4809308648109436,0.7476952047646046,1.3460499227046971,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_2,1,0.24954426288604736,0.11399809896945953,0.22784161567687988,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_2,5,0.5969375371932983,0.13704974621534347,0.28100593090057374,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_2,10,0.6782356947660446,0.22748234257102012,0.4814108431339264,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_2,25,1.1890408098697662,0.37575580468401315,0.7997414529323581,100
credit_g,histdistill_importance,ImportanceSample,budget_50,seed_2,50,1.8764445036649704,0.513279186654836,1.1184377461671833,100
credit_g,random,Random,budget_25,seed_0,1,1.013787068426609,0.8297910578548908,0.8908027566969395,50
credit_g,random,Random,budget_25,seed_0,5,1.2403167188167572,0.8271950203925371,1.082649686932564,50
credit_g,random,Random,budget_25,seed_0,10,1.4787437319755554,0.8019945323467255,1.2845930248498916,50
credit_g,random,Random,budget_25,seed_0,25,2.2595772445201874,0.8577670973539352,1.6711289376020433,50
credit_g,random,Random,budget_25,seed_0,50,3.3728087097406387,0.9907506876066328,2.133117336034775,50
credit_g,random,Random,budget_25,seed_1,1,0.9696799293160439,0.841780963987112,0.9245112091302872,50
credit_g,random,Random,budget_25,seed_1,5,1.3476209044456482,0.8320107394456864,1.0237042292952538,50
credit_g,random,Random,budget_25,seed_1,10,1.6645963191986084,0.7988766342028976,1.1793278828263283,50
credit_g,random,Random,budget_25,seed_1,25,2.432464301586151,0.8426841184124351,1.41169862896204,50
credit_g,random,Random,budget_25,seed_1,50,2.7396451234817505,0.9547721659392119,1.8428524248301983,50
credit_g,random,Random,budget_25,seed_2,1,0.972788505256176,0.8307557801157236,0.9240996390581131,50
credit_g,random,Random,budget_25,seed_2,5,1.1911294758319855,0.8062054945249111,1.0917450966779143,50
credit_g,random,Random,budget_25,seed_2,10,1.5504004955291748,0.7988016759604215,1.1606170430779459,50
credit_g,random,Random,budget_25,seed_2,25,2.054572820663452,0.8538717375695706,1.466951459646225,50
credit_g,random,Random,budget_25,seed_2,50,2.1868406534194946,0.9436541921645403,1.8612108394503597,50
credit_g,random,Random,budget_50,seed_0,1,0.9826674610376358,0.8354359550401569,0.9363133870065212,100
credit_g,random,Random,budget_50,seed_0,5,1.2767503261566162,0.8393522631376982,1.1631010025739672,100
credit_g,random,Random,budget_50,seed_0,10,1.7592097520828247,0.8193186102062464,1.301640421152115,100
credit_g,random,Random,budget_50,seed_0,25,2.889146327972412,0.8489691933616996,1.6624656081199647,100
credit_g,random,Random,budget_50,seed_0,50,3.931710124015808,0.9313006474077702,1.837150926515462,100
credit_g,random,Random,budget_50,seed_1,1,1.0092225894331932,0.8376470750011503,0.9222254976630211,100
credit_g,random,Random,budget_50,seed_1,5,1.1341827511787415,0.8050454522110522,1.0094174146652222,100
credit_g,random,Random,budget_50,seed_1,10,1.2382190227508545,0.7566305479034782,1.053356397151947,100
credit_g,random,Random,budget_50,seed_1,25,1.8785039186477661,0.7651419516513124,1.2323345065116886,100
credit_g,random,Random,budget_50,seed_1,50,1.8236611485481262,0.7928935317508876,1.458321686089039,100
credit_g,random,Random,budget_50,seed_2,1,0.9779678508639336,0.8405763302091509,0.944099634885788,100
credit_g,random,Random,budget_50,seed_2,5,1.3339827060699463,0.8202596206590533,1.0403088867664338,100
credit_g,random,Random,budget_50,seed_2,10,1.4159514904022217,0.7766506284847856,1.1527219176292423,100
credit_g,random,Random,budget_50,seed_2,25,1.690471351146698,0.7779077550768853,1.31897785961628,100
credit_g,random,Random,budget_50,seed_2,50,2.2686270475387573,0.8976008898951113,1.6846014715731148,100
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_0,1,0.6098082140088081,0.4771370433270931,0.5528188049793243,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_0,5,0.896603986620903,0.4015568748861551,0.6556493237614632,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_0,10,1.1263687312602997,0.4250964566040784,0.7430206164717674,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_0,25,1.4756682515144348,0.5384180050715804,0.935575732588768,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_0,50,1.799731969833374,0.6558914672024548,1.3012911766767503,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_1,1,0.655730739235878,0.4606499916315079,0.5468343093991279,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_1,5,1.150496669113636,0.4397325935959816,0.6697222977876665,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_1,10,1.2123538255691528,0.4943384555727243,0.8417987555265427,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_1,25,2.015659660100937,0.5865050495788455,1.258661013841629,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_1,50,2.15897136926651,0.787590085528791,1.493869560956955,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_2,1,0.6797136589884758,0.4672194801270962,0.5874066278338432,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_2,5,0.8745273947715759,0.41712047409266234,0.6570521876215935,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_2,10,1.0999590456485748,0.42396572546102107,0.759132918342948,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_2,25,1.5448038876056671,0.5272603707760573,1.0844439923763276,50
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_2,50,2.1845346689224243,0.6958198824524879,1.4969408214092257,50
