method,root_agreement,top5_overlap,gain_rank_correlation,n_cells,method_label
gain_path_refined,0.0,0.1125,0.3453590966513291,48,Gain-path refined
refined_no_conf,0.020833333333333332,0.1125,0.3686309089917048,48,No teacher confidence
refined_no_gain_weight,0.0,0.1125,0.3453590966513291,48,No gain weighting
refined_no_grad,0.10416666666666667,0.17500000000000002,0.3501708438156501,48,No gradient mass
refined_no_hess,0.08333333333333333,0.1416666666666667,0.3332844609407109,48,No Hessian mass
refined_no_path,0.0625,0.17916666666666667,0.35214907266319956,48,No path features
refined_no_raw,0.041666666666666664,0.16666666666666666,0.34286685016002777,48,No raw features
refined_no_refine,0.020833333333333332,0.12916666666666668,0.3372610653541966,48,No local refinement
refined_path_occupancy_only,0.041666666666666664,0.10000000000000002,0.3020241721382314,48,Path occupancy only
