dataset,method,budget,seed,auroc,method_label,split_regret,split_regret_norm,split_regret_mean,split_regret_norm_mean,split_regret_root,split_regret_root_norm,split_regret_agreement,split_regret_weighted_agreement,split_regret_states,split_regret_depth_0_norm,split_regret_depth_0_agreement,split_regret_depth_1_norm,split_regret_depth_1_agreement,split_regret_depth_2_norm,split_regret_depth_2_agreement
adult,gain_path_refined,budget_50,seed_0,0.8008120842697235,Legacy gain-path refined,87.57157826852297,0.18877316782843262,56.658554021933234,0.35619889527480647,190.2839959802684,0.19366746748306204,0.24,0.3449325728219927,25.0,0.11893375996388822,0.2,0.29204508540258645,0.375,0.49782857490250243,0.16666666666666666
adult,gain_path_refined,budget_50,seed_1,0.7947565049944085,Legacy gain-path refined,16.096138481322033,0.11585640610848005,34.104071601978376,0.4285629054113975,0.0,0.0,0.4,0.8298367723769562,25.0,0.05011655225377735,0.8,0.47035814035469836,0.375,0.5583853959315386,0.25
adult,gain_path_refined,budget_50,seed_2,0.8066289991485205,Legacy gain-path refined,138.09319963399713,0.24524078913819178,74.59043706257303,0.3200171038986028,219.33384117567027,0.2232338528261146,0.28,0.14340842976005225,25.0,0.15507564369241975,0.0,0.18337753893908149,0.5,0.4798357556241933,0.25
adult,goss_coreset,budget_25,seed_0,0.7033620761231731,GOSS coreset,452.68173419631086,0.8082214058939233,242.45200289817546,0.8280952795127707,340.1232475807601,0.3461710358337799,0.0,0.0,25.0,0.7112231412626278,0.0,0.8411712985255095,0.0,0.8680746577751711,0.0
adult,goss_coreset,budget_25,seed_1,0.716413197203145,GOSS coreset,235.97986409503835,0.5218620675358945,153.45009818326793,0.7989766347014085,0.0,0.0,0.12,0.361577985845716,25.0,0.5858933602127048,0.4,0.7662783183414849,0.125,0.9095602099783172,0.0
adult,goss_coreset,budget_25,seed_2,0.7193232005764075,GOSS coreset,127.30125114160506,0.23324649151595003,70.94234938088866,0.2940292894955458,190.2839959802684,0.19366746748306204,0.4,0.31681977541994977,25.0,0.12948832478391276,0.0,0.25618962517912924,0.5,0.38781446766967065,0.5
adult,goss_coreset,budget_50,seed_0,0.7106681248239112,GOSS coreset,203.97711661148995,0.4139701603784274,124.2714812597506,0.563917526661227,340.1232475807601,0.3461710358337799,0.0,0.0,25.0,0.22418792436963328,0.0,0.5919804706312944,0.0,0.6867628983026793,0.0
adult,goss_coreset,budget_50,seed_1,0.7222765943181197,GOSS coreset,72.23093472374464,0.19443211263773955,57.236791772336986,0.46354393414557266,0.0,0.0,0.24,0.4335542756174108,25.0,0.07059593231339222,0.4,0.46681804007412775,0.25,0.625089530956611,0.16666666666666666
adult,goss_coreset,budget_50,seed_2,0.750870291285206,GOSS coreset,213.9682026458693,0.394772080118373,120.09443441602096,0.46938045488754027,378.98724448445387,0.38572607995524355,0.12,0.10196459832538006,25.0,0.2814507479812674,0.0,0.3677037900144864,0.25,0.6154689426805232,0.08333333333333333
adult,gradient_sampling,budget_25,seed_0,0.22746492206582616,Gradient sampling,28.210671803999045,0.14656319535599655,43.998357607271686,0.4115045794622019,0.0,0.0,0.44,0.7807542902794924,25.0,0.010690514267926188,0.8,0.3710534154263576,0.375,0.6054778826503797,0.3333333333333333
