method,auroc_mean,auroc_std,accuracy_mean,log_loss_mean,train_seconds_mean,n_cells,avg_rank,method_label
gain_path_refined,0.7508829109835836,0.17770804869950574,0.7072795091837746,0.8417036517909572,0.33826691128210185,780,3.0403846153846152,Gain-path refined
gain_path_safeguarded,0.7504156507908616,0.17788591917231775,0.7071341350868543,0.842498937871182,0.4261392552564361,780,3.008974358974359,Gain-path safeguarded
gain_herding,0.7490131455507419,0.17628541406601733,0.7006574518983404,0.8853124658329293,0.2994035024363816,780,3.1884615384615387,Gain sketch
gain_path_herding,0.7475394795993928,0.18035228664487174,0.705010371541576,0.8363265476891503,0.344586686281997,780,3.0506410256410255,Gain-path sketch
herding,0.733883469113126,0.16812670648235462,0.6835466430905522,0.9878769558600486,0.4879033492304771,780,4.178846153846154,Herding
random,0.7260337212234325,0.17327236456237907,0.6797613581832391,0.9528225564812338,0.3906781850000045,780,4.532692307692308,Random
