dataset,seed,repeat,dose_ratio,auroc,agreement,root_agreement,split_regret_norm,injected_sld,node_count,n_estimators,max_candidates,train_rows,dose0_auroc,delta_auc_vs_dose0
diabetes,seed_1,0,0.75,0.8642592592592593,0.9372623574144486,0.9125,0.0049167843195978755,0.09667086766419308,526,80,192,460,0.8616666666666667,0.002592592592592591
diabetes,seed_1,1,0.75,0.864074074074074,0.9487666034155597,0.9375,0.004562102873854631,0.0935397280512656,527,80,192,460,0.8616666666666667,0.0024074074074073026
diabetes,seed_1,2,0.75,0.8651851851851852,0.9464627151051626,0.9625,0.005271110672426818,0.10185343614450154,523,80,192,460,0.8616666666666667,0.0035185185185184764
diabetes,seed_1,0,1.0,0.862037037037037,0.8536121673003803,0.875,0.015266948846649109,0.13580061261277918,526,80,192,460,0.8616666666666667,0.00037037037037035425
diabetes,seed_1,1,1.0,0.8605555555555555,0.8438095238095238,0.8375,0.012459698181702625,0.1261242715876325,525,80,192,460,0.8616666666666667,-0.0011111111111111738
diabetes,seed_1,2,1.0,0.8616666666666666,0.836852207293666,0.9,0.018225716528981816,0.14124537456897696,521,80,192,460,0.8616666666666667,-1.1102230246251565e-16
diabetes,seed_1,0,1.5,0.8683333333333334,0.7115384615384616,0.6625,0.0330614366985193,0.21444588612143728,520,80,192,460,0.8616666666666667,0.00666666666666671
diabetes,seed_1,1,1.5,0.8605555555555555,0.6986564299424184,0.775,0.03634865573516826,0.20109313380704866,521,80,192,460,0.8616666666666667,-0.0011111111111111738
diabetes,seed_1,2,1.5,0.8598148148148148,0.6732283464566929,0.5625,0.042923210422176866,0.2228264674686684,508,80,192,460,0.8616666666666667,-0.0018518518518518823
diabetes,seed_1,0,2.0,0.8574074074074074,0.5870841487279843,0.5375,0.06198259408055952,0.3221725479199902,511,80,192,460,0.8616666666666667,-0.004259259259259296
diabetes,seed_1,1,2.0,0.8605555555555555,0.6576402321083172,0.6875,0.05032392444540249,0.28649461162319384,517,80,192,460,0.8616666666666667,-0.0011111111111111738
diabetes,seed_1,2,2.0,0.8625925925925926,0.6724137931034483,0.6625,0.049962236459327125,0.2787455915721257,522,80,192,460,0.8616666666666667,0.0009259259259258856
diabetes,seed_2,0,0.0,0.8616666666666667,1.0,1.0,0.0,0.0,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,1,0.0,0.8616666666666667,1.0,1.0,0.0,0.0,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,2,0.0,0.8616666666666667,1.0,1.0,0.0,0.0,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,0,0.25,0.8616666666666667,1.0,1.0,0.0,0.029043572681987182,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,1,0.25,0.8616666666666667,1.0,1.0,0.0,0.029051462400258823,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,2,0.25,0.8616666666666667,1.0,1.0,0.0,0.0290755797094533,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,0,0.49,0.8616666666666667,1.0,1.0,0.0,0.05702351187222582,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,1,0.49,0.8616666666666667,1.0,1.0,0.0,0.05707267038470612,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,2,0.49,0.8616666666666667,1.0,1.0,0.0,0.057056075773879174,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,0,0.5,0.8616666666666667,1.0,1.0,0.0,0.058084933308665654,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,1,0.5,0.8616666666666667,1.0,1.0,0.0,0.058181456704063404,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,2,0.5,0.8616666666666667,1.0,1.0,0.0,0.05815471277194268,523,80,192,460,0.8616666666666667,0.0
diabetes,seed_2,0,0.75,0.8657407407407407,0.9289827255278311,0.8875,0.006103062644202715,0.09601409433510101,521,80,192,460,0.8616666666666667,0.004074074074074008
diabetes,seed_2,1,0.75,0.8642592592592592,0.9348659003831418,0.9625,0.006225477285000391,0.102110756750685,522,80,192,460,0.8616666666666667,0.0025925925925924798
diabetes,seed_2,2,0.75,0.8607407407407408,0.9395085066162571,0.975,0.004005637528013767,0.09163588526121054,529,80,192,460,0.8616666666666667,-0.0009259259259258856
diabetes,seed_2,0,1.0,0.8674074074074074,0.8449612403100775,0.85,0.018744861134521344,0.13238031441478687,516,80,192,460,0.8616666666666667,0.005740740740740713
diabetes,seed_2,1,1.0,0.8651851851851851,0.8480769230769231,0.825,0.015113103878524218,0.13260209917520918,520,80,192,460,0.8616666666666667,0.0035185185185183654
diabetes,seed_2,2,1.0,0.8683333333333333,0.8565965583173997,0.8875,0.01657500348251101,0.13444915680353245,523,80,192,460,0.8616666666666667,0.006666666666666599
diabetes,seed_2,0,1.5,0.8633333333333333,0.7096153846153846,0.7,0.034300133358657475,0.20608055267599473,520,80,192,460,0.8616666666666667,0.0016666666666665941
diabetes,seed_2,1,1.5,0.8624074074074074,0.7388781431334622,0.7375,0.0378540837421558,0.20970670070592226,517,80,192,460,0.8616666666666667,0.0007407407407407085
diabetes,seed_2,2,1.5,0.867037037037037,0.735632183908046,0.7,0.031522554070607084,0.22396030124652203,522,80,192,460,0.8616666666666667,0.005370370370370359
diabetes,seed_2,0,2.0,0.8677777777777778,0.6314779270633397,0.7875,0.05425596967555803,0.3026589610396951,521,80,192,460,0.8616666666666667,0.006111111111111067
diabetes,seed_2,1,2.0,0.8638888888888888,0.6027131782945736,0.575,0.06677215395873551,0.3315921511992814,516,80,192,460,0.8616666666666667,0.0022222222222221255
diabetes,seed_2,2,2.0,0.8653703703703703,0.6417624521072797,0.625,0.05328107534223658,0.31584195669212284,522,80,192,460,0.8616666666666667,0.0037037037037036535
electricity,seed_0,0,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,1,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,2,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,0,0.25,0.8918562120683069,1.0,1.0,0.0,0.3540642315346162,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,1,0.25,0.8918562120683069,1.0,1.0,0.0,0.3539702893112917,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,2,0.25,0.8918562120683069,1.0,1.0,0.0,0.35404423950053227,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,0,0.49,0.8918562120683069,1.0,1.0,0.0,0.6943125632740874,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,1,0.49,0.8918562120683069,1.0,1.0,0.0,0.6939724827964724,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,2,0.49,0.8918562120683069,1.0,1.0,0.0,0.6936933513168095,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,0,0.5,0.8918562120683069,1.0,1.0,0.0,0.7080588820338818,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,1,0.5,0.8918562120683069,1.0,1.0,0.0,0.7084439972832361,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,2,0.5,0.8918562120683069,1.0,1.0,0.0,0.7078719530042835,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_0,0,0.75,0.8915990675728118,0.9244604316546763,0.8625,0.007222582065028908,1.109740134954374,556,80,192,12000,0.8918562120683069,-0.00025714449549507634
electricity,seed_0,1,0.75,0.8916256907958398,0.9406474820143885,0.9375,0.006292195806723212,1.1067468978241473,556,80,192,12000,0.8918562120683069,-0.0002305212724671435
electricity,seed_0,2,0.75,0.892241352828359,0.9534883720930233,0.9375,0.0036479669414637293,1.106146310168358,559,80,192,12000,0.8918562120683069,0.0003851407600521384
electricity,seed_0,0,1.0,0.8921264121827868,0.829136690647482,0.8125,0.020452785516556223,1.519845494738398,556,80,192,12000,0.8918562120683069,0.00027020011447986825
electricity,seed_0,1,1.0,0.890946926604894,0.8276481149012568,0.825,0.02132776214188709,1.6162333262073116,557,80,192,12000,0.8918562120683069,-0.0009092854634128456
electricity,seed_0,2,1.0,0.8915428772126714,0.8491921005385996,0.8625,0.018614155540269572,1.6028525218579597,557,80,192,12000,0.8918562120683069,-0.0003133348556354498
electricity,seed_0,0,1.5,0.89259500650733,0.6816546762589928,0.775,0.04576365703772511,2.826420691956725,556,80,192,12000,0.8918562120683069,0.0007387944390231382
electricity,seed_0,1,1.5,0.8915102381652094,0.7124773960216998,0.7625,0.04371188342410481,2.6540261693714324,553,80,192,12000,0.8918562120683069,-0.0003459739030975406
electricity,seed_0,2,1.5,0.891683417111155,0.6989247311827957,0.7,0.04539474082510462,2.7618975728751853,558,80,192,12000,0.8918562120683069,-0.00017279495715194493
electricity,seed_0,0,2.0,0.8908034427923257,0.6175942549371634,0.6375,0.0643553992960281,4.099604903213162,557,80,192,12000,0.8918562120683069,-0.0010527692759811913
electricity,seed_0,1,2.0,0.8918297168415437,0.6330935251798561,0.6625,0.05321076426730939,3.7836704979256752,556,80,192,12000,0.8918562120683069,-2.649522676323457e-05
electricity,seed_0,2,2.0,0.8913316833761524,0.5971223021582733,0.625,0.06541776203599173,3.9701589678385183,556,80,192,12000,0.8918562120683069,-0.000524528692154469
electricity,seed_1,0,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,1,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,2,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,0,0.25,0.8918562120683069,1.0,1.0,0.0,0.35384579011623524,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,1,0.25,0.8918562120683069,1.0,1.0,0.0,0.35403659158667744,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,2,0.25,0.8918562120683069,1.0,1.0,0.0,0.3540313300305253,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,0,0.49,0.8918562120683069,1.0,1.0,0.0,0.6938243633568089,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,1,0.49,0.8918562120683069,1.0,1.0,0.0,0.6942969488283516,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,2,0.49,0.8918562120683069,1.0,1.0,0.0,0.693386878375077,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,0,0.5,0.8918562120683069,1.0,1.0,0.0,0.7077045453345235,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,1,0.5,0.8918562120683069,1.0,1.0,0.0,0.7083544683590823,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,2,0.5,0.8918562120683069,1.0,1.0,0.0,0.7073472290429829,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_1,0,0.75,0.8921571312862805,0.910394265232975,0.9,0.01136752822414388,1.1751690900768463,558,80,192,12000,0.8918562120683069,0.0003009192179735942
electricity,seed_1,1,0.75,0.891869523679821,0.9192100538599641,0.9375,0.00840195184870914,1.2028867000331414,557,80,192,12000,0.8918562120683069,1.3311611514077448e-05
electricity,seed_1,2,0.75,0.8912862447022347,0.9551166965888689,0.9625,0.004271541686978393,1.1216201457220092,557,80,192,12000,0.8918562120683069,-0.0005699673660721771
electricity,seed_1,0,1.0,0.8920930051577375,0.8172043010752689,0.85,0.020804392963201215,1.7244386787973511,558,80,192,12000,0.8918562120683069,0.00023679308943058697
electricity,seed_1,1,1.0,0.8923367100454539,0.8527827648114902,0.8875,0.019696736213754073,1.5148611833284396,557,80,192,12000,0.8918562120683069,0.0004804979771469986
electricity,seed_1,2,1.0,0.8919107384770082,0.8707360861759426,0.825,0.013762104551145713,1.5794419562934618,557,80,192,12000,0.8918562120683069,5.4526408701294216e-05
electricity,seed_1,0,1.5,0.8918824513025412,0.7176258992805755,0.75,0.044834587242815124,2.7688775967731365,556,80,192,12000,0.8918562120683069,2.6239234234282094e-05
electricity,seed_1,1,1.5,0.8916611457611221,0.6744604316546763,0.75,0.04995371242972132,2.862469694932778,556,80,192,12000,0.8918562120683069,-0.00019506630718479911
electricity,seed_1,2,1.5,0.8912161027492574,0.7096774193548387,0.7375,0.039646010325874274,2.4486301680382963,558,80,192,12000,0.8918562120683069,-0.0006401093190494533
electricity,seed_1,0,2.0,0.8903857909810761,0.5931899641577061,0.625,0.06379063554351945,3.8417931152735094,558,80,192,12000,0.8918562120683069,-0.0014704210872308332
electricity,seed_1,1,2.0,0.8906599589797572,0.5809352517985612,0.5875,0.06013784910834326,4.630986044906756,556,80,192,12000,0.8918562120683069,-0.001196253088549648
electricity,seed_1,2,2.0,0.8909720138727473,0.6064400715563506,0.625,0.06245979380751235,4.193222605256409,559,80,192,12000,0.8918562120683069,-0.0008841981955596268
electricity,seed_2,0,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,1,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,2,0.0,0.8918562120683069,1.0,1.0,0.0,0.0,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,0,0.25,0.8918562120683069,1.0,1.0,0.0,0.35367271217800944,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,1,0.25,0.8918562120683069,1.0,1.0,0.0,0.3540096146333724,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,2,0.25,0.8918562120683069,1.0,1.0,0.0,0.35401442051011706,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,0,0.49,0.8918562120683069,1.0,1.0,0.0,0.6942105826389365,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,1,0.49,0.8918562120683069,1.0,1.0,0.0,0.6938148090220512,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,2,0.49,0.8918562120683069,1.0,1.0,0.0,0.6936835565674813,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,0,0.5,0.8918562120683069,1.0,1.0,0.0,0.7072578990922324,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,1,0.5,0.8918562120683069,1.0,1.0,0.0,0.7080274999884054,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,2,0.5,0.8918562120683069,1.0,1.0,0.0,0.707965170189846,557,80,192,12000,0.8918562120683069,0.0
electricity,seed_2,0,0.75,0.8911057699692092,0.946236559139785,0.925,0.004884380017261858,1.0696867073807752,558,80,192,12000,0.8918562120683069,-0.0007504420990976923
electricity,seed_2,1,0.75,0.8914404802010258,0.9281867145421903,0.9625,0.008905852109220921,1.1524333992932612,557,80,192,12000,0.8918562120683069,-0.00041573186728105505
electricity,seed_2,2,0.75,0.8917191280689665,0.931899641577061,0.9625,0.008349487152210363,1.0814850590537242,558,80,192,12000,0.8918562120683069,-0.00013708399934042603
electricity,seed_2,0,1.0,0.8914604476182967,0.8389982110912343,0.8625,0.016983750425172767,1.6510657460679483,559,80,192,12000,0.8918562120683069,-0.00039576445001021643
electricity,seed_2,1,1.0,0.8914376642832056,0.833634719710669,0.8125,0.021804554875926738,1.607475051205463,553,80,192,12000,0.8918562120683069,-0.00041854778510130863
electricity,seed_2,2,1.0,0.8921260281939932,0.8387096774193549,0.8,0.017181986603879346,1.690708904136125,558,80,192,12000,0.8918562120683069,0.0002698161256863285
electricity,seed_2,0,1.5,0.8907121814556964,0.7048300536672629,0.7,0.041747609936489335,2.7829532686765885,559,80,192,12000,0.8918562120683069,-0.0011440306126104804
electricity,seed_2,1,1.5,0.8917323116842157,0.6797853309481217,0.7375,0.04301055681630295,2.7545111669061737,559,80,192,12000,0.8918562120683069,-0.0001239003840911579
electricity,seed_2,2,1.5,0.8910456117248673,0.6935483870967742,0.6375,0.04161802207750896,2.733505234090232,558,80,192,12000,0.8918562120683069,-0.0008106003434396047
electricity,seed_2,0,2.0,0.8915290536160994,0.59245960502693,0.5875,0.058569175657745304,3.8677641249105044,557,80,192,12000,0.8918562120683069,-0.00032715845220754325
electricity,seed_2,1,2.0,0.8913699542592548,0.5967741935483871,0.7,0.06665867780863262,3.678793200427517,558,80,192,12000,0.8918562120683069,-0.00048625780905209304
electricity,seed_2,2,2.0,0.8899069569553681,0.5806451612903226,0.55,0.06808614259401956,4.092824689656387,558,80,192,12000,0.8918562120683069,-0.0019492551129387525
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,0,0.0,0.5230468749999999,1.0,1.0,0.0,0.0,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,1,0.0,0.5230468749999999,1.0,1.0,0.0,0.0,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,2,0.0,0.5230468749999999,1.0,1.0,0.0,0.0,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,0,0.25,0.5230468749999999,1.0,1.0,0.0,0.053891095976293414,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,1,0.25,0.5230468749999999,1.0,1.0,0.0,0.05405411452259367,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,2,0.25,0.5230468749999999,1.0,1.0,0.0,0.05407610914370375,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,0,0.49,0.5230468749999999,1.0,1.0,0.0,0.10621072879120155,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,1,0.49,0.5230468749999999,1.0,1.0,0.0,0.10620608960460527,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,2,0.49,0.5230468749999999,1.0,1.0,0.0,0.10558580213555539,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,0,0.5,0.5230468749999999,1.0,1.0,0.0,0.10777511765326589,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,1,0.5,0.5230468749999999,1.0,1.0,0.0,0.10751680561651311,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,2,0.5,0.5230468749999999,1.0,1.0,0.0,0.10823594380093825,507,80,192,960,0.5230468749999999,0.0
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,0,0.75,0.5406640625,0.9465346534653465,0.9875,0.0067726515587753135,0.17986369228813853,505,80,192,960,0.5230468749999999,0.017617187500000075
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,1,0.75,0.5315234375,0.9299610894941635,0.95,0.012922340007013226,0.18899086282164518,514,80,192,960,0.5230468749999999,0.008476562500000062
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,2,0.75,0.529921875,0.924901185770751,0.95,0.01039476822368741,0.1781512306322804,506,80,192,960,0.5230468749999999,0.0068750000000000755
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,0,1.0,0.5262109375,0.8568627450980392,0.85,0.023045585543355944,0.25417787411010206,510,80,192,960,0.5230468749999999,0.00316406250000012
gametes_epistasis_2_way_1000atts_0_4h_edm_1_edm_1_1,seed_0,1,1.0,0.5142968750000001,0.8467583497053045,0.85,0.024243497338242836,0.2512003993305045,509,80,192,960,0.5230468749999999,-0.008749999999999813
