dataset,seed,repeat,dose_ratio,auroc,agreement,root_agreement,split_regret_norm,injected_sld,node_count,n_estimators,max_candidates,train_rows,dose0_auroc,delta_auc_vs_dose0
adult,seed_1,2,0.75,0.9090341248398917,0.9391143911439115,0.95,0.008081905283478458,2.378387188429986,542,80,192,12000,0.9090429835620331,-8.858722141402708e-06
adult,seed_1,0,1.0,0.9089576966488669,0.8324125230202578,0.85,0.027627972312304776,3.352542006644358,543,80,192,12000,0.9090429835620331,-8.528691316611603e-05
adult,seed_1,1,1.0,0.90864659917131,0.8154981549815498,0.85,0.03304291015739159,3.5087027942474616,542,80,192,12000,0.9090429835620331,-0.0003963843907230924
adult,seed_1,2,1.0,0.9090462838702819,0.8293135435992579,0.9375,0.03499202323102877,3.317413270577971,539,80,192,12000,0.9090429835620331,3.300308248799233e-06
adult,seed_1,0,1.5,0.9081069119224157,0.6346863468634686,0.5875,0.07429049501884802,6.8923571410911615,542,80,192,12000,0.9090429835620331,-0.0009360716396173974
adult,seed_1,1,1.5,0.9078976028992687,0.6480446927374302,0.5,0.06383341146874963,5.986669737501766,537,80,192,12000,0.9090429835620331,-0.0011453806627643726
adult,seed_1,2,1.5,0.9089047180164523,0.673469387755102,0.7125,0.06687908417778295,7.2444686822852535,539,80,192,12000,0.9090429835620331,-0.00013826554558071802
adult,seed_1,0,2.0,0.9079271319730738,0.56353591160221,0.6375,0.08909864940072011,9.040109930046475,543,80,192,12000,0.9090429835620331,-0.0011158515889592158
adult,seed_1,1,2.0,0.9088239473145738,0.5514018691588785,0.65,0.09632328085426309,8.686300771465934,535,80,192,12000,0.9090429835620331,-0.00021903624745922556
adult,seed_1,2,2.0,0.909422519010644,0.5411985018726592,0.575,0.09634793339730387,8.349665705552002,534,80,192,12000,0.9090429835620331,0.0003795354486109126
adult,seed_2,0,0.0,0.9090429835620331,1.0,1.0,0.0,0.0,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,1,0.0,0.9090429835620331,1.0,1.0,0.0,0.0,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,2,0.0,0.9090429835620331,1.0,1.0,0.0,0.0,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,0,0.25,0.9090429835620331,1.0,1.0,0.0,0.7418702700951455,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,1,0.25,0.9090429835620331,1.0,1.0,0.0,0.7445409555135907,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,2,0.25,0.9090429835620331,1.0,1.0,0.0,0.743741896581745,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,0,0.49,0.9090429835620331,1.0,1.0,0.0,1.4576042822290123,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,1,0.49,0.9090429835620331,1.0,1.0,0.0,1.459659729861574,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,2,0.49,0.9090429835620331,1.0,1.0,0.0,1.4578485022467726,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,0,0.5,0.9090429835620331,1.0,1.0,0.0,1.4778053933472268,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,1,0.5,0.9090429835620331,1.0,1.0,0.0,1.4887752872098856,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,2,0.5,0.9090429835620331,1.0,1.0,0.0,1.4860852462328014,546,80,192,12000,0.9090429835620331,0.0
adult,seed_2,0,0.75,0.909340879806595,0.9205175600739371,0.95,0.016170594351643558,2.4513643675297994,541,80,192,12000,0.9090429835620331,0.00029789624456189046
adult,seed_2,1,0.75,0.9087289331770957,0.9434306569343066,0.95,0.00813119105477978,2.2824225135213196,548,80,192,12000,0.9090429835620331,-0.0003140503849373699
adult,seed_2,2,0.75,0.90950989032902,0.9289617486338798,0.9,0.008380222538626855,2.4008641688930026,549,80,192,12000,0.9090429835620331,0.0004669067669869076
adult,seed_2,0,1.0,0.909072338935404,0.8096118299445472,0.85,0.035839297680296575,3.504820398663996,541,80,192,12000,0.9090429835620331,2.935537337089844e-05
adult,seed_2,1,1.0,0.9090514948833063,0.8121546961325967,0.8875,0.03487502741720398,3.8775442459625062,543,80,192,12000,0.9090429835620331,8.511321273219075e-06
adult,seed_2,2,1.0,0.9093075293232388,0.8197026022304833,0.9,0.038603336930762726,3.606431957226616,538,80,192,12000,0.9090429835620331,0.0002645457612057145
adult,seed_2,0,1.5,0.9086948878920028,0.6598890942698706,0.675,0.07127059282562133,6.2414886857406495,541,80,192,12000,0.9090429835620331,-0.0003480956700302462
adult,seed_2,1,1.5,0.90893772109894,0.6586715867158671,0.625,0.06858246358346475,6.701616867522295,542,80,192,12000,0.9090429835620331,-0.00010526246309305876
adult,seed_2,2,1.5,0.9092029616618824,0.6487985212569316,0.7375,0.0753599001182954,5.919435935100111,541,80,192,12000,0.9090429835620331,0.00015997809984935607
adult,seed_2,0,2.0,0.9087483876257201,0.6424581005586593,0.6625,0.08818224375094881,8.264983528783008,537,80,192,12000,0.9090429835620331,-0.0002945959363129802
adult,seed_2,1,2.0,0.9081058697198109,0.5432780847145487,0.45,0.1012622873828374,8.537628921036182,543,80,192,12000,0.9090429835620331,-0.0009371138422221703
adult,seed_2,2,2.0,0.9083224741611919,0.5238095238095238,0.525,0.10241000055303398,9.754559220029494,546,80,192,12000,0.9090429835620331,-0.0007205094008411184
agaricus_lepiota,seed_0,0,0.0,0.9999999999999999,1.0,1.0,0.0,0.0,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,1,0.0,0.9999999999999999,1.0,1.0,0.0,0.0,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,2,0.0,0.9999999999999999,1.0,1.0,0.0,0.0,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,0,0.25,0.9999999999999999,1.0,1.0,0.0,1.359087619836517,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,1,0.25,0.9999999999999999,1.0,1.0,0.0,1.361997152427346,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,2,0.25,0.9999999999999999,1.0,1.0,0.0,1.3634163476843435,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,0,0.49,0.9999999999999999,1.0,1.0,0.0,2.677742483409403,537,80,192,4887,0.9999999999999999,0.0
agaricus_lepiota,seed_0,1,0.49,0.9999999999999999,1.0,1.0,0.0,2.680562928125719,537,80,192,4887,0.9999999999999999,0.0
