datasets,mean_top3_jaccard,mean_top1_match,mean_score_spearman,median_hpo_speedup,mean_test_auc_gap
12,0.041666666666666664,0.08333333333333333,0.14513062305767546,1.5720280933630133,0.0012484973748177568
