selector,dataset,budget,seed,chosen_method,best_method,top1,top3,rank_spearman,candidate_methods
sld,gametes_epistasis_3_way_20atts_0_2h_edm_1_1,budget_25,seed_0,herding,histdistill_refined,0.0,0.0,-0.5438596491228072,12
sld,gametes_epistasis_3_way_20atts_0_2h_edm_1_1,budget_25,seed_1,histdistill_refined,histdistill_greedy,0.0,0.0,0.23508771929824562,12
sld,gametes_epistasis_3_way_20atts_0_2h_edm_1_1,budget_25,seed_2,herding,histdistill_refined,0.0,0.0,-0.3754385964912281,12
sld,gametes_epistasis_3_way_20atts_0_2h_edm_1_1,budget_50,seed_0,histdistill_refined,histdistill_greedy,0.0,1.0,-0.15789473684210528,12
sld,gametes_epistasis_3_way_20atts_0_2h_edm_1_1,budget_50,seed_1,gain_path_refined,random,0.0,0.0,0.17192982456140354,12
sld,gametes_epistasis_3_way_20atts_0_2h_edm_1_1,budget_50,seed_2,histdistill_refined,histdistill_greedy,0.0,0.0,-0.3754385964912281,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,budget_25,seed_0,histdistill_density,histdistill_greedy,0.0,1.0,-0.5017543859649123,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,budget_25,seed_1,herding,gradmatch_coreset,0.0,1.0,-0.29824561403508776,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,budget_25,seed_2,histdistill_refined,histdistill_density,0.0,1.0,-0.8385964912280702,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,budget_50,seed_0,histdistill_density,histdistill_refined,0.0,1.0,-0.8385964912280702,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,budget_50,seed_1,histdistill_refined,gradmatch_coreset,0.0,1.0,-0.3473684210526316,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_50_edm_2_001,budget_50,seed_2,histdistill_refined,gain_path_refined,0.0,0.0,-0.6842105263157895,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,budget_25,seed_0,histdistill_density,herding,0.0,1.0,-0.45964912280701764,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,budget_25,seed_1,histdistill_density,histdistill_density,1.0,1.0,-0.6842105263157895,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,budget_25,seed_2,histdistill_refined,herding,0.0,0.0,0.24912280701754388,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,budget_50,seed_0,histdistill_refined,random,0.0,0.0,-0.24210526315789477,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,budget_50,seed_1,gain_path_refined,el2n_coreset,0.0,0.0,-0.003508771929824562,12
sld,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,budget_50,seed_2,histdistill_refined,histdistill_refined,1.0,1.0,-0.8385964912280702,12
sld,hill_valley_with_noise,budget_25,seed_0,gain_path_refined,gain_path_refined,1.0,1.0,-0.5719298245614036,12
sld,hill_valley_with_noise,budget_25,seed_1,gain_path_refined,mvs_coreset,0.0,0.0,0.35438596491228075,12
sld,hill_valley_with_noise,budget_25,seed_2,histdistill_refined,histdistill_density,0.0,0.0,0.052631578947368425,12
sld,hill_valley_with_noise,budget_50,seed_0,histdistill_refined,herding,0.0,0.0,-0.01754385964912281,12
sld,hill_valley_with_noise,budget_50,seed_1,histdistill_refined,el2n_coreset,0.0,0.0,0.10877192982456142,12
sld,hill_valley_with_noise,budget_50,seed_2,gain_path_refined,gain_path_refined,1.0,1.0,-0.3263157894736842,12
sld,hill_valley_without_noise,budget_25,seed_0,gain_path_refined,gradmatch_coreset,0.0,0.0,0.7824561403508773,12
sld,hill_valley_without_noise,budget_25,seed_1,gain_path_refined,histdistill_greedy,0.0,0.0,0.7122807017543861,12
sld,hill_valley_without_noise,budget_25,seed_2,histdistill_refined,histdistill_greedy,0.0,0.0,0.3473684210526316,12
sld,hill_valley_without_noise,budget_50,seed_0,histdistill_refined,gradmatch_coreset,0.0,0.0,0.5789473684210527,12
sld,hill_valley_without_noise,budget_50,seed_1,histdistill_refined,histdistill_greedy,0.0,0.0,0.5438596491228072,12
sld,hill_valley_without_noise,budget_50,seed_2,histdistill_density,random,0.0,0.0,0.6000000000000001,12
sld,kr_vs_kp,budget_25,seed_0,gain_path_refined,gain_path_refined,1.0,1.0,-0.6537795685398695,12
sld,kr_vs_kp,budget_25,seed_1,random,histdistill_refined,0.0,0.0,-0.7135336151268469,12
sld,kr_vs_kp,budget_25,seed_2,histdistill_density,histdistill_refined,0.0,1.0,-0.7065037272930847,12
sld,kr_vs_kp,budget_50,seed_0,el2n_coreset,craig_coreset,0.0,0.0,0.30931506468552966,12
sld,kr_vs_kp,budget_50,seed_1,gradmatch_coreset,gain_path_refined,0.0,0.0,-0.3233748403530537,12
sld,kr_vs_kp,budget_50,seed_2,gradmatch_coreset,craig_coreset,0.0,0.0,-0.372584055189388,12
sld,pc1,budget_25,seed_0,mvs_coreset,histdistill_density,0.0,0.0,0.6140350877192983,12
sld,pc1,budget_25,seed_1,mvs_coreset,histdistill_refined,0.0,0.0,0.2280701754385965,12
sld,pc1,budget_25,seed_2,el2n_coreset,histdistill_refined,0.0,0.0,0.31929824561403514,12
sld,pc1,budget_50,seed_0,goss_coreset,histdistill_refined,0.0,0.0,-0.09473684210526317,12
sld,pc1,budget_50,seed_1,goss_coreset,gain_path_refined,0.0,0.0,-0.3403508771929825,12
sld,pc1,budget_50,seed_2,el2n_coreset,histdistill_density,0.0,0.0,0.20701754385964916,12
sld,pc3,budget_25,seed_0,histdistill_refined,herding,0.0,0.0,-0.06666666666666667,12
sld,pc3,budget_25,seed_1,histdistill_density,herding,0.0,1.0,-0.5017543859649123,12
sld,pc3,budget_25,seed_2,histdistill_refined,herding,0.0,0.0,-0.18596491228070178,12
sld,pc3,budget_50,seed_0,histdistill_refined,histdistill_density,0.0,0.0,-0.5017543859649123,12
sld,pc3,budget_50,seed_1,histdistill_refined,herding,0.0,1.0,-0.36140350877192984,12
sld,pc3,budget_50,seed_2,histdistill_refined,histdistill_density,0.0,1.0,-0.7052631578947368,12
sld,pc4,budget_25,seed_0,histdistill_refined,gain_path_refined,0.0,1.0,-0.6631578947368422,12
sld,pc4,budget_25,seed_1,random,gain_path_refined,0.0,1.0,-0.6631578947368422,12
sld,pc4,budget_25,seed_2,histdistill_refined,histdistill_density,0.0,0.0,-0.29122807017543867,12
sld,pc4,budget_50,seed_0,craig_coreset,histdistill_refined,0.0,0.0,0.03859649122807018,12
sld,pc4,budget_50,seed_1,histdistill_greedy,histdistill_refined,0.0,0.0,-0.1298245614035088,12
sld,pc4,budget_50,seed_2,histdistill_greedy,herding,0.0,0.0,-0.010526315789473684,12
sld,phoneme,budget_25,seed_0,histdistill_refined,gain_path_refined,0.0,1.0,-0.6421052631578947,12
sld,phoneme,budget_25,seed_1,histdistill_refined,gain_path_refined,0.0,1.0,-0.35438596491228075,12
sld,phoneme,budget_25,seed_2,random,histdistill_density,0.0,0.0,0.3754385964912281,12
sld,phoneme,budget_50,seed_0,histdistill_greedy,histdistill_refined,0.0,0.0,-0.17192982456140354,12
sld,phoneme,budget_50,seed_1,histdistill_refined,histdistill_refined,1.0,1.0,-0.4736842105263159,12
sld,phoneme,budget_50,seed_2,random,histdistill_density,0.0,0.0,-0.0736842105263158,12
sld,qsar_biodeg,budget_25,seed_0,gain_path_refined,histdistill_density,0.0,1.0,-0.5789473684210527,12
sld,qsar_biodeg,budget_25,seed_1,histdistill_density,gain_path_refined,0.0,1.0,-0.4736842105263159,12
sld,qsar_biodeg,budget_25,seed_2,el2n_coreset,herding,0.0,0.0,-0.010526315789473684,12
sld,qsar_biodeg,budget_50,seed_0,histdistill_greedy,histdistill_density,0.0,0.0,-0.5438596491228072,12
sld,qsar_biodeg,budget_50,seed_1,gain_path_refined,gain_path_refined,1.0,1.0,-0.6280701754385966,12
sld,qsar_biodeg,budget_50,seed_2,histdistill_density,mvs_coreset,0.0,1.0,-0.11578947368421053,12
sld,sick,budget_25,seed_0,random,gain_path_refined,0.0,0.0,-0.7052631578947368,12
sld,sick,budget_25,seed_1,histdistill_density,histdistill_density,1.0,1.0,-0.8189819326332775,12
sld,sick,budget_25,seed_2,gain_path_refined,gain_path_refined,1.0,1.0,-0.5719298245614036,12
sld,sick,budget_50,seed_0,random,gain_path_refined,0.0,0.0,-0.6280701754385966,12
sld,sick,budget_50,seed_1,histdistill_density,el2n_coreset,0.0,1.0,-0.5131818118646287,12
sld,sick,budget_50,seed_2,random,gain_path_refined,0.0,1.0,-0.5789473684210527,12
sld,spambase,budget_25,seed_0,histdistill_density,gradmatch_coreset,0.0,0.0,0.01754385964912281,12
sld,spambase,budget_25,seed_1,craig_coreset,herding,0.0,0.0,-0.15789473684210528,12
sld,spambase,budget_25,seed_2,craig_coreset,herding,0.0,0.0,-0.3824561403508772,12
sld,spambase,budget_50,seed_0,mvs_coreset,histdistill_density,0.0,1.0,-0.4736842105263159,12
sld,spambase,budget_50,seed_1,el2n_coreset,gain_path_refined,0.0,0.0,0.0456140350877193,12
sld,spambase,budget_50,seed_2,gain_path_refined,herding,0.0,1.0,-0.8385964912280702,12
sld,tic_tac_toe,budget_25,seed_0,histdistill_density,histdistill_density,1.0,1.0,-0.3403508771929825,12
sld,tic_tac_toe,budget_25,seed_1,histdistill_density,histdistill_density,1.0,1.0,-0.46666666666666673,12
sld,tic_tac_toe,budget_25,seed_2,histdistill_refined,gain_path_refined,0.0,1.0,-0.6771929824561405,12
sld,tic_tac_toe,budget_50,seed_0,histdistill_refined,craig_coreset,0.0,0.0,-0.05964912280701754,12
sld,tic_tac_toe,budget_50,seed_1,histdistill_refined,el2n_coreset,0.0,1.0,0.03859649122807018,12
sld,tic_tac_toe,budget_50,seed_2,histdistill_density,craig_coreset,0.0,1.0,-0.5438596491228072,12
