dataset,method,budget,seed,trial,n_estimators,max_depth,learning_rate,min_child_weight,subsample,colsample_bytree,reg_lambda,gamma,full_val_auc,distilled_val_auc,full_seconds,distilled_seconds
bank_marketing,histdistill_refined,budget_50,seed_0,0,136,2,0.08842159822451831,1.8264896829640616,0.7796751844878168,0.7742210670083779,2.762912089159218,1.8102876733543478,0.9191954429199123,0.8705587778806008,0.17117819999839412,0.05278740000358084
bank_marketing,histdistill_refined,budget_50,seed_0,1,122,2,0.09069714850968837,1.14330559127343,0.9884367700568366,0.9719475561880473,1.2603917451779407,1.5054641941581732,0.9162513267801929,0.8671619776979483,0.16297019999910844,0.0500497999964864
bank_marketing,histdistill_refined,budget_50,seed_0,2,61,4,0.12764589487028055,1.733300965314862,0.7685843586598167,0.7472647254250557,0.1577012797521454,1.0516336866904967,0.9238728744191922,0.8763656424045022,0.10948859999916749,0.03528519999963464
bank_marketing,histdistill_refined,budget_50,seed_0,3,59,3,0.09257768265583169,0.5181213467813574,0.8066956655385523,0.777813280396337,0.13478754362365836,1.1897317420121056,0.9183951242497772,0.8785510345849394,0.08544480000273325,0.031992099997296464
bank_marketing,histdistill_refined,budget_50,seed_0,4,82,3,0.04519937956831707,0.8935773266727615,0.9561184200172628,0.9291118104325014,1.0870034597825033,0.6902011573345843,0.9137586802392941,0.8746554014830792,0.09989939999650232,0.040529600002628285
bank_marketing,histdistill_refined,budget_50,seed_0,5,96,5,0.07602242863473227,1.6598477988346996,0.9651573596514778,0.7617696313656519,1.710118500901034,0.6276406545247402,0.9264174384459002,0.8768341142208979,0.16334830000414513,0.04512300000351388
bank_marketing,histdistill_refined,budget_50,seed_0,6,57,3,0.09972261952292995,0.9405443741081672,0.8225886130447083,0.8530099585571946,0.13041942998706257,1.4624813167168893,0.9181491993169966,0.8759144764167098,0.08903499999723863,0.033397100000001956
bank_marketing,histdistill_refined,budget_50,seed_0,7,148,4,0.08526581543928381,1.4030605465315051,0.7970676409722218,0.8231903872709697,0.5430530830488374,1.3512784456992462,0.9256304786610026,0.8782310285612966,0.18358850000367966,0.043384200005675666
bank_marketing,histdistill_refined,budget_50,seed_0,8,130,4,0.056862029748699194,0.5025048460191565,0.9279108712714265,0.8317844774005174,0.2622488685067286,0.9999100448223879,0.9239679046709948,0.8825678084870212,0.1529953999997815,0.03664030000072671
bank_marketing,histdistill_refined,budget_50,seed_0,9,80,2,0.1491324695962358,7.775549693366976,0.670557326130454,0.7753809265069835,2.0329183168739418,0.6284762624357654,0.9168676571672849,0.7829499940492237,0.09107420000509592,0.02973750000091968
bank_marketing,histdistill_refined,budget_50,seed_0,10,88,4,0.05689575066375989,4.277739501894222,0.9854625403374119,0.9609383992108369,1.1683858026801275,0.3205486253361396,0.9229462535613574,0.8630653540954699,0.11499969999567838,0.03476339999906486
bank_marketing,histdistill_refined,budget_50,seed_0,11,60,5,0.026193941770822664,1.1414263914091487,0.7485647225852086,0.8851390936029466,0.5931665839728875,0.18577709751489446,0.9174390531222144,0.862813660553155,0.10311120000551455,0.036641699996835086
bank_marketing,histdistill_refined,budget_50,seed_0,12,86,2,0.0824213144767601,1.9533267876003055,0.8604837424691404,0.8474083523529371,4.588267383391463,1.8367937157411935,0.9104083325439447,0.8603201031791718,0.088207799999509,0.030218899999454152
