dataset,budget,seed,method,auroc,sld_inf_norm,sld_root_margin_satisfied,sld_root_agreement_direct,sld_margin_satisfied_rate,sld_rank_correlation_direct,sld_inf_raw
adult,budget_200,seed_0,gain_path_refined,0.821087128485169,1.811318367239957,0.0,0.0,0.0,0.7676694512678721,233.99079728283792
adult,budget_200,seed_0,herding,0.7887869074339964,4.272272294575742,0.0,0.0,0.0,0.5707191382900102,544.353488916689
adult,budget_200,seed_0,histdistill_density,0.8252967237666313,1.5401003168314968,0.0,1.0,0.0,0.7670027647279882,191.76844966132177
adult,budget_200,seed_0,histdistill_refined,0.8177786563159735,1.556145603603418,0.0,1.0,0.0,0.7627073130879066,159.34132765331265
adult,budget_200,seed_0,random,0.8300300605971336,2.2226757591173354,0.0,1.0,0.0,0.5981683506325112,245.13719799685626
adult,budget_200,seed_1,gain_path_refined,0.8173782073350914,1.5252947425802137,0.0,1.0,0.0,0.7475188412388589,226.20697301060773
adult,budget_200,seed_1,herding,0.7887869074339964,3.83635619903281,0.0,0.0,0.0,0.5382350764280569,531.5281075751329
adult,budget_200,seed_1,histdistill_density,0.8175534015929721,1.2235066559549326,0.0,1.0,0.0,0.754076717939994,202.62417411822867
adult,budget_200,seed_1,histdistill_refined,0.8159038380500527,1.2290557463279763,0.0,1.0,0.0,0.7316006929836898,153.6315257170619
adult,budget_200,seed_1,random,0.8130426444987856,1.376508357219043,0.0,0.0,0.0,0.7527150581562124,217.78814817808833
adult,budget_200,seed_2,gain_path_refined,0.8151531742538438,1.8467622910184016,0.0,1.0,0.0,0.7765192354862681,224.0447776392673
adult,budget_200,seed_2,herding,0.7887869074339964,6.550992394216368,0.0,0.0,0.0,0.5525812605472472,564.0466494524303
adult,budget_200,seed_2,histdistill_density,0.837792489818549,1.694143652746638,0.0,1.0,0.0,0.7753298738365787,202.6881836771051
adult,budget_200,seed_2,histdistill_refined,0.8144968297933763,1.7073129077897833,0.0,1.0,0.0,0.7837342432944375,197.52412038427235
adult,budget_200,seed_2,random,0.8201093687413563,2.197594918688609,0.0,1.0,0.0,0.7432321517347052,242.10937593071247
adult,budget_25,seed_0,gain_path_refined,0.7836933506431606,3.244592210128102,0.0,0.0,0.0,0.5538466173233144,410.0237301137243
adult,budget_25,seed_0,herding,0.7517833997274292,10.168688920982992,0.0,0.0,0.0,0.378498937604628,959.8846219945049
adult,budget_25,seed_0,histdistill_density,0.7903328412979035,2.209900013949483,0.0,1.0,0.0,0.581245811927806,343.71147143208617
adult,budget_25,seed_0,histdistill_refined,0.7842704529655701,2.419007098754076,0.0,0.0,0.0,0.5615058754094764,357.19998504328544
adult,budget_25,seed_0,random,0.7087188238118282,2.274282959774601,0.0,0.0,0.0,0.3398463568476197,391.58615080650065
adult,budget_25,seed_1,gain_path_refined,0.768231892858793,4.462789241680049,0.0,1.0,0.0,0.5081011101642868,449.94385246780024
adult,budget_25,seed_1,herding,0.7517833997274292,8.6352457131647,0.0,0.0,0.0,0.3978436472455611,898.7398627414127
adult,budget_25,seed_1,histdistill_density,0.7618796332419553,3.4332022660071497,0.0,1.0,0.0,0.5216057309686627,377.09244296244157
adult,budget_25,seed_1,histdistill_refined,0.7668157132191936,3.536486362804212,0.0,1.0,0.0,0.5250015974750339,385.0836689308268
adult,budget_25,seed_1,random,0.7267481993344495,2.559077925845392,0.0,0.0,0.0,0.2415905350997551,473.733714261294
adult,budget_25,seed_2,gain_path_refined,0.7797143947981583,3.333038898470651,0.0,0.0,0.0,0.4737074727855543,429.72453159578515
adult,budget_25,seed_2,herding,0.7517833997274292,4.229959375119275,0.0,0.0,0.0,0.379473835727473,854.0731802506971
adult,budget_25,seed_2,histdistill_density,0.767832034459387,3.0795218198195538,0.0,0.0,0.0,0.4679860524747343,398.3353974688522
adult,budget_25,seed_2,histdistill_refined,0.7882141823625274,3.072977201387796,0.0,0.0,0.0,0.472807837729548,381.9026958013084
adult,budget_25,seed_2,random,0.7668632376579761,4.666438627500726,0.0,1.0,0.0,0.4896084290422089,866.2204402665324
adult,budget_50,seed_0,gain_path_refined,0.8008120842697235,2.902445818143584,0.0,0.0,0.0,0.6033748034019663,351.481588108521
adult,budget_50,seed_0,herding,0.7651190768586207,9.036370210426629,0.0,0.0,0.0,0.4617000292349476,829.5488480013562
