kind,path,dataset,method,budget,seed,backend,gain_rank_correlation,root_agreement,root_gain_margin,root_margin_satisfied,root_sld_inf,root_sld_inf_norm,root_sld_l1,root_sld_l1_norm,sld_depth_0_agreement,sld_depth_0_inf_norm,sld_depth_1_agreement,sld_depth_1_inf_norm,sld_depth_2_agreement,sld_depth_2_inf_norm,sld_inf,sld_inf_norm,sld_l1,sld_l1_norm,sld_margin_satisfied_rate,sld_rank_correlation_direct,sld_root_agreement_direct,sld_root_inf,sld_root_inf_norm,sld_root_l1,sld_root_l1_norm,sld_root_margin,sld_root_margin_satisfied,sld_states,top5_overlap,train_seconds
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_200\seed_4\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_200,seed_4,xgboost,0.6248424670379152,0.0,0.6600953715371016,0.0,3.2243966426992645,0.9976662668854114,18.082022738933425,0.09815422157737781,0.4,0.2362823943455381,0.2,0.6283165350902465,0.5714285714285714,0.76971049355954,1.1310702952345155,0.5712334177703355,10.250453953591423,0.08740673492883158,0.0,0.7827384110513661,1.0,0.5272588110750587,0.16314008108113398,6.30339559326315,0.03421657503056058,0.6600953715371016,0.0,17.0,0.2,0.028479200000219862
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_25\seed_0\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_25,seed_0,xgboost,0.39477214867425525,0.0,0.13173532369286556,0.0,0.24132039374342484,0.24132039374342484,1.04904268927016,0.018404257706494037,0.0,7.254543887495621,,,,,7.254543887495621,7.254543887495621,49.23219579003593,0.8637227331585251,0.0,0.38694173792563163,0.0,7.254543887495621,7.254543887495621,49.23219579003593,0.8637227331585251,0.13173532369286556,0.0,1.0,0.0,0.020340300000498246
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_25\seed_1\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_25,seed_1,xgboost,0.4272765294083415,0.0,0.006067171188492287,0.0,0.13705426895325168,0.13705426895325168,1.250820400237549,0.021944217548027174,0.0,5.77577879284613,,,,,5.77577879284613,5.77577879284613,25.236746854055774,0.442749944807996,0.0,0.42933377448276233,0.0,5.77577879284613,5.77577879284613,25.236746854055774,0.442749944807996,0.006067171188492287,0.0,1.0,0.0,0.02233449999948789
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_25\seed_2\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_25,seed_2,xgboost,0.28922750210064574,0.0,0.008835013977496642,0.0,0.14899528282973215,0.14899528282973215,1.1537621009589787,0.02024144036770138,0.0,5.484470380837194,,,,,5.484470380837194,5.484470380837194,44.52830990590388,0.7811984194018224,0.0,0.36248829418946366,0.0,5.484470380837194,5.484470380837194,44.52830990590388,0.7811984194018224,0.008835013977496642,0.0,1.0,0.0,0.018322599999919476
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_25\seed_3\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_25,seed_3,xgboost,0.27750047077207385,0.0,0.6600953715371016,0.0,3.2321501606878575,1.0000652965967292,18.57565782695692,0.10083380939273327,0.0,3.270609389823716,0.0,8.863239556132282,0.0,11.708289881155732,20.43005435073336,8.885391938800083,139.44906438586347,1.081244546393383,0.0,0.4047081232146329,0.0,7.324230968827089,2.266203255428017,74.5402654474382,0.4046251814190546,0.6600953715371016,0.0,22.0,0.0,0.016171199999007513
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_25\seed_4\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_25,seed_4,xgboost,0.5200901780412319,0.0,0.6600953715371016,0.0,3.195120444998885,0.988607866786134,18.531306419489585,0.10059305768377519,0.0,2.7661231931893537,0.0,8.111313006505732,0.0,8.670779291605237,14.215569925044289,6.769566825865417,113.81631196570761,0.956305125759932,0.0,0.4849445171096383,0.0,6.143540134799289,1.9008836166678662,68.73594542699763,0.3731177266603765,0.6600953715371016,0.0,17.0,0.2,0.02084610000019893
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_50\seed_0\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_50,seed_0,xgboost,0.4882187946228826,0.0,0.13173532369286556,0.0,0.24132039374342484,0.24132039374342484,1.0535064456329715,0.01848256922163108,0.0,5.473986017514212,,,,,5.473986017514212,5.473986017514212,22.67973673841352,0.3978901182177811,0.0,0.536471438505757,0.0,5.473986017514212,5.473986017514212,22.67973673841352,0.3978901182177811,0.13173532369286556,0.0,1.0,0.0,0.020402699999976903
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_50\seed_1\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_50,seed_1,xgboost,0.25820790642948277,0.0,0.006067171188492287,0.0,0.13705426895325168,0.13705426895325168,1.406533054415957,0.024676018498525562,0.0,7.360683237581483,,,,,7.360683237581483,7.360683237581483,26.968897824337667,0.4731385583217135,0.0,0.44929896663504976,0.0,7.360683237581483,7.360683237581483,26.968897824337667,0.4731385583217135,0.006067171188492287,0.0,1.0,0.0,0.020096499999453954
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_50\seed_2\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_50,seed_2,xgboost,0.4662436536501606,0.0,0.008835013977496642,0.0,0.14899528282973215,0.14899528282973215,1.0641273718724595,0.018668901260920343,0.0,3.4299337783653945,,,,,3.4299337783653945,3.4299337783653945,26.559245026620115,0.46595166713368624,0.0,0.4115705619529669,0.0,3.4299337783653945,3.4299337783653945,26.559245026620115,0.46595166713368624,0.008835013977496642,0.0,1.0,0.2,0.02521729999989475
split_fidelity,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001\histdistill_density\budget_50\seed_3\split_fidelity.json,gametes_heterogeneity_20atts_1600_het_0_4_0_2_75_edm_2_001,histdistill_density,budget_50,seed_3,xgboost,0.5847529528629138,0.0,0.6600953715371016,0.0,3.2187816617185363,0.9959289256912505,18.65336307229009,0.10125561496052156,0.6,1.233546056625898,0.0,4.6280270456310815,0.0,7.18783497663072,11.088806780985177,5.02010315312974,65.35118333590441,0.5031328769896954,0.0,0.4903599151140592,1.0,2.7627265621602435,0.8548201108993189,23.23785852678705,0.1261415245270593,0.6600953715371016,0.0,22.0,0.2,0.014886099999785074
