dataset,method,budget,learner,auroc_mean,auroc_std,accuracy_mean,train_seconds_mean
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_10,lightgbm,0.5,0.0,0.5,0.007194133333541686
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_10,mlp,0.5227343750000001,0.02484715852207441,0.5114583333333333,0.28586843333323486
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_10,random_forest,0.5222265625000001,0.04309645440548704,0.5135416666666667,0.7237573000002158
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_10,xgboost,0.5029361979166667,0.04129097646886395,0.5020833333333333,0.029013999999733642
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_100,catboost,0.5951041666666667,0.05985095692026016,0.5760416666666667,4.397206666666534
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_100,lightgbm,0.6197135416666666,0.035695096482894886,0.6072916666666667,0.036639566667872714
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_100,mlp,0.5422460937500001,0.03537814629787199,0.525,0.6548270333332766
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_100,random_forest,0.5559895833333333,0.0054067824731756685,0.5552083333333333,0.692558833333654
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_100,xgboost,0.6087109375,0.01516088041381093,0.578125,0.03537643333341597
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_25,catboost,0.5328190104166667,0.029243795231290066,0.5177083333333333,0.1618995333313554
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_25,lightgbm,0.5304361979166666,0.03157232654053179,0.5302083333333333,0.01808573333255481
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_25,mlp,0.5137890625,0.0110338944245391,0.5083333333333333,0.27179323333257344
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_25,random_forest,0.5436588541666666,0.03620034511113627,0.5260416666666666,0.580642866664372
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_25,xgboost,0.5366536458333333,0.07232874495665755,0.53125,0.028947433335512567
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_50,catboost,0.5052994791666666,0.04108835782063831,0.4979166666666666,0.23524813332672542
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_50,lightgbm,0.5051171875,0.03692655935126449,0.49687499999999996,0.022730233332064625
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_50,mlp,0.5411848958333333,0.0367765156765291,0.5302083333333333,0.4542412333297155
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_50,random_forest,0.5555598958333333,0.02085576591749168,0.5479166666666667,0.563951466664245
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_herding,budget_50,xgboost,0.6007682291666666,0.02728040467678999,0.5708333333333333,0.03506373334190963
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_10,catboost,0.5,0.0,0.5,0.2767679400061752
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_10,lightgbm,0.5,0.0,0.5,0.009695940000165137
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_10,mlp,0.5174453125,0.04694177047868806,0.5081249999999999,0.31939213999939964
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_10,random_forest,0.52463671875,0.03233979161315099,0.526875,0.7421409599985054
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_10,xgboost,0.50537890625,0.044600787777636194,0.5131249999999999,0.031836080004359245
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_100,catboost,0.5926445312499999,0.026691893883662166,0.56375,1.220294560003822
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_100,lightgbm,0.6068359375,0.04377159239764294,0.57625,0.03087538000290806
